"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US13095","Dougherty County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13151","Henry County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17183","Vermilion County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18141","St. Joseph County, Indiana","1924","47218","2793","44543","2449","29526","1924","19731","1924","11889","1882","851","475","3499","975","4699","1300","1715","641","1125","534","3219","970","907","537","693","320","794","396","692","383","133","162","5187","1242","761","453","739","425","774","328","1483","613","1430","670","968","424","31","55","148","135","305","251","75","126","409","276","177474","846","17743","1879","52297","2657","51115","2781","33491","1934","22828","2088","156211","2665","15193"
"0500000US19163","Scott County, Iowa","1532","32673","3118","31674","2574","23542","2289","11004","1431","7816","1800","657","353","3191","1035","2165","889","1435","680","368","237","1225","618","108","130","338","339","230","163","464","366","85","137","2245","1103","141","136","872","876","602","367","371","329","259","215","331","397","0","163","0","163","0","163","228","374","103","129","117417","940","7813","1645","37074","3132","34671","2492","26040","2367","11819","1444","105800","2157","6907"
"0500000US23019","Penobscot County, Maine","1136","32775","2215","28498","2504","16860","1703","9083","1339","8508","1653","999","576","3010","1017","2053","972","1560","696","886","490","2609","985","159","148","466","418","1270","757","447","426","267","306","1808","809","0","170","371","310","546","444","314","346","577","377","392","345","0","170","121","162","0","170","192","270","79","148","108069","632","8694","1333","36743","2272","32367","2626","19373","1926","10892","1465","94752","2138","7536"
"0500000US26111","Midland County, Michigan","934","15062","1325","16678","1547","8799","1359","7836","1408","3394","1162","226","160","1257","543","862","381","822","594","227","194","1983","953","137","203","888","673","334","260","522","499","102","168","1431","1066","84","101","111","173","844","958","186","126","206","264","33","38","0","172","33","38","0","172","0","172","0","172","58369","481","3600","925","17351","1374","18718","1754","10329","1422","8371","1439","51528","1303","3153"
"0500000US26115","Monroe County, Michigan","1438","32656","2349","35947","2268","14514","1465","7040","1182","5044","1268","384","297","1296","623","1661","700","919","491","784","536","2218","742","458","347","401","337","784","482","273","177","302","281","2302","1133","25","43","1119","946","961","674","113","136","84","101","27","46","0","172","0","172","27","46","0","172","0","172","106362","692","7481","1471","35472","2222","39380","2305","15819","1553","8210","1458","96771","2039","6614"
"0500000US35061","Valencia County, New Mexico","1637","15058","2117","14376","2034","5473","1156","5500","1278","944","402","135","169","314","307","362","312","87","110","46","81","1911","802","564","327","559","394","530","396","258","201","0","201","786","395","177","149","96","129","414","295","36","66","63","107","339","496","165","248","174","256","0","201","0","201","0","201","52318","618","8972","1662","16201","2049","15682","2115","5854","1170","5609","1295","48338","1134","7931"
"0500000US37097","Iredell County, North Carolina","1923","27987","2288","36720","2368","20695","2304","9593","1302","7978","1765","1712","898","2248","807","2423","879","1237","575","358","369","4194","1320","201","161","1319","654","923","506","1205","611","546","370","4266","1206","48","77","1161","514","1269","643","1226","542","562","289","357","240","48","78","41","68","128","123","140","164","0","210","123478","729","13697","1861","32756","2229","41463","2262","24503","2371","11059","1321","106683","2534","11688"
"0500000US42021","Cambria County, Pennsylvania","790","39157","1842","22388","1671","12613","1466","6293","938","4987","1013","416","262","2742","718","1207","441","517","246","105","94","1273","419","35","35","427","248","465","298","145","145","201","172","879","440","120","105","168","157","285","317","241","258","65","61","364","276","211","211","61","78","63","103","14","23","15","27","94597","375","7425","814","42555","1839","24408","1689","13530","1496","6679","979","87094","1342","6643"
"0500000US55141","Wood County, Wisconsin","760","18430","1742","13891","1603","6940","1060","3741","888","3678","1180","498","487","1186","624","1742","857","209","177","43","58","1394","586","128","143","366","308","457","353","246","201","197","221","765","601","0","151","146","188","299","425","219","213","101","166","135","119","20","34","20","35","0","151","9","17","86","116","52200","367","3872","1018","20148","1849","16389","1835","7623","1086","4168","976","46228","1359","3226"
"0500000US72061","Guaynabo Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01073","Jefferson County, Alabama","3511","104044","6149","119401","5796","82693","4320","48932","3779","42219","5046","4367","1325","12558","2684","13191","2216","7737","1604","4366","1194","8294","2117","832","454","1773","1069","2988","1245","1631","665","1070","534","8143","2056","543","576","1610","820","1486","691","2378","981","2126","825","963","458","0","201","304","241","196","185","255","251","208","192","451923","447","42976","3762","120289","5870","137262","5907","94694","4350","56702","3970","392304","5838","37234"
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06079","San Luis Obispo County, California","2629","33377","3169","61677","3468","35791","3093","21512","2140","12041","2389","681","578","2247","951","4427","1234","3269","1000","1417","688","7028","1626","911","419","1801","671","1932","846","1884","680","500","365","3168","1353","83","129","280","288","1359","952","404","363","1042","656","218","202","0","211","0","211","46","79","78","103","94","156","190079","1066","16942","2544","37705","3259","69441","3510","41426","3433","24565","2403","167624","3059","15267"
"0500000US12035","Flagler County, Florida","1436","25925","3331","24471","2534","11612","2116","7341","1582","2805","1141","502","358","1042","474","917","517","132","143","212","217","3220","1248","199","146","977","567","1502","740","398","400","144","173","4103","1525","310","377","1466","1073","1298","705","554","312","475","303","958","992","115","202","384","617","313","302","67","119","79","132","86393","1224","7084","1655","29794","3614","28501","2821","12763","2158","8251","1668","75307","2742","5958"
"0500000US17201","Winnebago County, Illinois","2528","57434","3194","58898","3365","23175","2315","15054","2044","13877","2394","1783","885","5458","1540","4884","1067","1129","633","623","374","3241","1321","183","155","1134","551","1149","679","614","548","161","162","2249","780","137","174","472","317","956","576","346","208","338","280","303","236","49","80","59","99","41","67","125","168","29","54","194348","595","22269","2650","64557","3438","65928","3239","25389","2436","16205","2155","174678","2961","20117"
"0500000US24025","Harford County, Maryland","1890","39664","2818","44927","2993","33699","3163","27120","2516","10156","2185","1171","643","2452","790","2863","876","2338","1245","1332","642","4319","1154","602","674","1327","689","1254","631","428","375","708","453","3207","1031","168","172","597","439","1030","504","708","365","704","508","911","533","123","205","180","276","493","522","115","146","0","206","175780","1302","13841","1899","44220","2868","50567","2952","37288","3276","29864","2683","157187","2752","11777"
"0500000US37157","Rockingham County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39155","Trumbull County, Ohio","2338","58164","3220","33389","2996","15762","1944","10384","1465","9031","1911","711","369","3697","1289","3451","1165","775","416","397","331","1309","562","125","144","602","350","350","223","232","313","0","195","951","456","403","369","41","69","394","256","50","85","63","105","91","114","0","195","0","195","91","114","0","195","0","195","143252","891","15410","2333","62504","3364","37675","3368","16819","1978","10844","1464","131870","2031","14171"
"0500000US42049","Erie County, Pennsylvania","1657","61800","3141","42244","2796","27636","2138","18412","1990","17248","2092","1646","779","7463","1743","4307","1092","2932","814","900","387","3320","1197","440","369","834","509","976","613","553","349","517","405","3273","1194","255","254","1272","890","801","472","568","420","377","407","789","551","160","172","46","77","317","380","177","209","89","101","187350","838","15129","1936","71415","3361","48645","2781","31866","2381","20295","2212","162720","2836","12628"
"0500000US01089","Madison County, Alabama","2458","43025","3272","59845","4213","58016","4277","35931","3255","24754","3765","2253","977","4995","1545","8301","2175","6010","1812","3195","918","6093","1360","357","255","1372","652","2112","927","1723","999","529","516","7339","1899","483","375","999","527","1532","1056","2127","752","2198","977","361","318","0","201","118","147","43","76","101","165","99","157","252672","563","20401","2782","50509","3398","71833","4613","67977","4094","41952","3563","214125","4147","17308"
"0500000US09009","New Haven County, Connecticut","3510","171080","7030","127782","6116","96403","4179","86159","5395","43075","4004","5972","1787","12802","1972","9280","1703","7916","1589","7105","2100","10611","1640","1578","555","2952","946","2514","988","2304","721","1263","503","11056","1950","997","560","2257","1169","1768","823","2930","1002","3104","1017","4187","1459","581","389","266","223","534","401","878","474","1928","942","598947","814","57722","3853","189357","7386","141878","6680","110431","4327","99559","5354","530018","4759","48594"
"0500000US12061","Indian River County, Florida","3177","27465","3707","35866","4259","20080","2836","12147","1981","6958","2078","355","541","2435","1405","1725","776","1668","1046","775","628","3733","1839","723","842","945","905","1678","1011","387","267","0","229","4257","1763","93","155","1173","575","1205","677","1277","1064","509","313","500","349","265","291","169","197","0","229","66","107","0","229","123664","1529","14094","3129","32187","4092","40474","4197","23478","2920","13431","2166","108216","3340","12658"
"0500000US13089","DeKalb County, Georgia","3975","95890","5513","101702","5162","114967","6050","84270","4964","36149","3802","3771","1376","6193","1767","10641","2095","10136","1887","5408","1464","21672","3349","2336","1337","3312","1168","4160","1096","7323","1375","4541","1701","14492","2706","735","575","2259","955","3053","1178","4123","1225","4322","1371","3764","1410","347","355","243","228","1175","1026","877","600","1122","539","517424","457","51707","4365","107897","5679","120731","5231","137426","6646","99663","5723","441347","6195","44518"
"0500000US13127","Glynn County, Georgia","1970","12555","2012","13994","2187","10095","1544","6539","1592","3969","1319","785","582","1161","584","1069","649","652","377","302","258","3191","1415","279","344","120","136","1407","764","500","564","885","734","1063","651","136","246","323","437","191","220","150","195","263","248","87","149","0","226","0","226","0","226","0","226","87","149","59358","1191","9065","2012","14159","2190","16661","2391","11397","1478","8076","1694","51048","2182","7865"
"0500000US17111","McHenry County, Illinois","1764","49862","3360","63249","2710","43277","3008","24196","2241","10226","1865","1193","649","2398","1017","3143","895","2723","1072","769","381","5454","1361","476","358","1820","645","1489","634","1390","747","279","255","3028","1228","394","480","519","282","1034","499","827","561","254","259","750","436","0","190","0","190","371","284","270","283","109","178","211179","448","13200","1823","54599","3434","69286","2789","48487","3016","25607","2327","191721","2831","11137"
"0500000US18053","Grant County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29051","Cole County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29071","Franklin County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36069","Ontario County, New York","1042","17266","1592","21947","1667","14834","1871","12335","1838","3698","1022","329","269","422","274","1952","632","527","392","468","414","2803","770","82","123","931","381","759","384","449","308","582","301","573","415","222","276","0","201","58","58","236","296","57","88","167","232","0","201","167","232","0","201","0","201","0","201","77970","580","4980","1066","18786","1645","24716","1718","16046","1873","13442","1916","70729","1348","4347"
"0500000US37069","Franklin County, North Carolina","1279","12798","1559","13416","2047","6294","1120","3395","978","2255","1056","300","291","1239","872","618","515","98","168","0","210","2645","1179","125","166","1354","1000","374","272","516","431","276","251","1404","895","245","354","342","344","817","484","0","210","0","210","1","4","1","4","0","210","0","210","0","210","0","210","48016","886","6479","1434","15733","1857","15225","2094","6908","1205","3671","978","41711","1717","5808"
"0500000US37161","Rutherford County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39169","Wayne County, Ohio","1190","28353","1894","16883","1706","8818","1274","6144","1046","4634","1082","332","261","1421","710","1300","540","1162","526","419","280","1957","705","154","152","828","411","507","277","318","236","150","177","726","487","0","195","35","56","108","135","332","310","251","194","11","18","0","195","11","18","0","195","0","195","0","195","76712","486","9672","1211","30648","1905","18798","1841","10630","1329","6964","1153","69384","1490","9186"
"0500000US42133","York County, Pennsylvania","2961","112521","4903","70092","4099","46861","3116","25097","2221","18164","2384","1882","683","6539","1598","5436","1199","2882","899","1425","600","5343","1270","308","287","1601","536","1857","647","1361","634","216","195","4877","1341","675","507","855","431","1485","649","1094","528","768","393","925","535","155","205","551","438","49","81","170","188","0","177","311944","1093","31084","3017","122067","4993","78919","4228","52368","3335","27506","2334","282635","3020","28064"
"0500000US45013","Beaufort County, South Carolina","2047","27741","2930","33591","3188","29046","2356","21054","2478","6403","1372","897","757","836","432","1685","730","2075","768","910","466","664","432","112","189","109","160","149","190","58","97","236","202","7346","1917","278","390","1183","735","1470","727","2418","1063","1997","748","258","190","0","214","0","214","59","106","149","131","50","86","135336","653","10520","2017","29869","3146","36954","3266","33746","2592","24247","2525","120665","2824","9233"
"0500000US47165","Sumner County, Tennessee","1915","34468","2912","36045","2755","20851","2568","9740","1440","5557","1228","877","459","1987","809","1797","761","705","392","191","176","6092","1766","95","105","1734","795","2662","1253","1260","666","341","286","3251","1083","93","107","1177","512","1242","772","508","340","231","203","158","163","0","211","78","126","0","211","55","92","25","42","129332","850","14235","1954","39444","2759","41746","2659","23379","2611","10528","1509","114274","2489","13170"
"0500000US48251","Johnson County, Texas","2180","37247","3095","31975","2919","12263","2075","6355","1416","3079","1107","294","216","825","420","1737","909","223","284","0","228","4441","1326","189","199","1303","645","1865","835","726","415","358","269","1155","623","251","303","226","224","461","348","217","183","0","228","307","395","187","225","116","200","4","8","0","228","0","228","112596","924","16695","2215","39717","2983","36042","2992","13429","2116","6713","1458","103614","1883","15774"
"0500000US51510","Alexandria city, Virginia","2303","11056","2047","16547","2193","27531","2352","31023","2184","7299","1597","504","511","90","110","1252","605","3104","982","2349","800","8689","2192","77","152","401","412","3434","1752","2645","793","2132","835","9512","1874","145","192","474","356","2433","880","2382","905","4078","1040","1746","863","261","256","630","541","0","206","263","207","592","443","120785","1034","8369","2223","12651","2321","23666","2591","35925","2793","40174","2536","93539","3329","7382"
"0500000US01043","Cullman County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17113","McLean County, Illinois","835","22625","1995","25537","2123","26566","2295","16443","1858","6418","1410","194","200","1464","613","1637","669","1819","672","1304","522","2448","777","48","47","388","261","679","411","952","570","381","194","831","484","0","190","104","124","253","259","142","166","332","289","532","515","0","190","306","469","123","201","0","190","103","110","105380","734","4222","880","24887","1963","28229","2280","29479","2358","18563","1874","95151","1713","3980"
"0500000US18157","Tippecanoe County, Indiana","1509","21961","2117","24543","2177","20384","2662","14069","1903","11238","2218","412","314","3751","1631","3884","1255","2164","939","1027","390","2318","866","168","180","356","207","895","632","652","435","247","254","2749","1017","195","155","222","147","589","368","517","403","1226","741","1807","823","0","198","19","35","205","228","893","610","690","536","106511","669","8217","1441","26309","2322","30116","2527","24610","2928","17259","2072","88399","2628","7442"
"0500000US18177","Wayne County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19193","Woodbury County, Iowa","1413","20020","2293","20433","2006","9781","1556","4219","877","3521","1200","519","494","974","482","1195","590","587","379","246","226","695","365","112","127","291","220","209","170","49","83","34","56","1410","545","38","69","369","278","568","358","287","211","148","148","0","163","0","163","0","163","0","163","0","163","0","163","67050","951","7640","1436","21654","2399","22405","2142","10704","1569","4647","962","61424","1517","6971"
"0500000US21145","McCracken County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27037","Dakota County, Minnesota","1674","50962","3604","82809","3766","76276","3551","33032","2822","12936","2259","594","347","2935","715","3454","832","4455","1343","1498","556","14490","2516","411","212","2629","839","5360","1621","4954","945","1136","512","4028","1295","128","127","624","560","1090","753","1585","630","601","307","799","492","0","147","40","67","107","164","583","432","69","108","288047","1229","13848","1773","57190","3542","92820","3614","87853","3467","36336","3050","255794","3826","12715"
"0500000US27123","Ramsey County, Minnesota","2923","64473","3485","86445","4425","80435","4076","52912","3131","29542","3657","4809","1543","5317","1441","8564","1689","6150","1303","4702","1221","17820","2487","1277","745","3717","1116","4257","1360","6363","1338","2206","639","5946","1273","323","318","570","379","1011","474","2480","807","1562","728","2505","915","135","171","514","357","314","279","707","468","835","599","368041","371","34507","3182","74591","3922","100591","5202","96135","4230","62217","3720","312228","4607","27963"
"0500000US36015","Chemung County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US46103","Pennington County, South Dakota","1188","20519","1772","20569","2274","14547","1868","7337","1440","5465","1390","233","258","1875","877","1522","606","1036","646","799","483","2361","1014","283","233","1083","820","543","329","355","277","97","118","1999","828","0","163","289","244","820","504","460","367","430","310","480","460","0","163","0","163","295","352","185","310","0","163","77379","1066","4618","1253","23766","1983","23749","2305","16583","1955","8663","1601","67074","2008","4102"
"0500000US48037","Bowie County, Texas","1301","19253","2222","20430","2392","8465","1865","3296","993","2630","1065","64","77","796","460","884","524","580","500","306","241","2648","889","878","453","809","476","490","362","259","256","212","215","1491","949","0","228","488","416","509","518","494","472","0","228","120","143","0","228","41","70","0","228","0","228","79","125","64235","906","6844","1261","21387","2447","22313","2590","9798","1876","3893","960","57346","1846","5902"
"0500000US49053","Washington County, Utah","1397","22294","2943","40454","3026","17790","2294","11919","1955","5364","1600","151","177","1138","497","1460","658","2020","1233","595","392","2213","967","138","176","344","246","1053","480","354","350","324","364","5123","1568","282","334","1107","599","1963","881","1317","739","454","410","273","274","0","193","0","193","63","123","116","201","94","160","112431","1045","7572","1542","24883","3025","44993","3030","21597","2372","13386","2089","99458","2558","7001"
"0500000US51680","Lynchburg city, Virginia","901","10187","1522","10811","1322","7315","1308","7091","1245","3506","1189","356","364","814","576","1295","739","824","581","217","239","2007","807","212","161","327","273","449","280","583","382","436","370","1234","638","0","206","116","185","464","312","417","296","237","265","0","206","0","206","0","206","0","206","0","206","0","206","45154","678","3571","951","11444","1638","13019","1338","9139","1383","7981","1272","38407","1423","3003"
"0500000US53063","Spokane County, Washington","2238","66202","3484","119603","4843","59348","3324","32736","2920","37588","3963","2850","1088","9229","1847","14926","2443","7182","1467","3401","993","7352","1395","1291","679","1510","522","1744","755","1547","805","1260","625","10342","2244","995","580","1808","1025","3436","1893","2469","797","1634","598","1282","761","79","147","68","82","284","295","461","447","390","427","352507","967","23269","2713","78817","3583","139993","4992","71007","3853","39421","3159","295943","4588","18054"
"0500000US55097","Portage County, Wisconsin","504","14344","1226","11229","953","9031","1018","4035","871","1926","676","137","207","630","378","936","435","223","151","0","151","2437","896","584","582","225","198","709","408","757","712","162","200","537","436","0","151","0","151","144","186","261","214","132","208","486","393","193","275","49","84","150","179","94","141","0","151","45956","392","2845","881","15248","1272","13168","1093","10366","1196","4329","990","40570","1142","1931"
"0500000US26155","Shiawassee County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29047","Clay County, Missouri","2218","38948","3186","45399","3215","32705","2867","17030","1835","10715","2417","918","453","3436","1312","3939","1318","1753","787","669","428","5458","1327","320","350","1181","559","2076","952","1223","636","658","421","4875","1648","290","356","1119","698","1710","865","1217","786","539","350","199","232","0","190","0","190","73","120","126","201","0","190","167067","1274","13266","2286","44684","3431","53197","3391","37024","3011","18896","1841","145820","3295","11738"
"0500000US30111","Yellowstone County, Montana","1004","26646","2353","33236","2511","23645","2280","8897","1321","7823","1562","529","319","3173","1021","2117","816","1562","648","442","307","1813","735","71","106","1107","584","575","366","60","105","0","172","3577","1049","87","104","748","423","1123","599","964","434","655","389","103","124","0","172","56","97","0","172","0","172","47","79","109363","890","4310","1070","31730","2540","37051","2578","26231","2249","10041","1348","96047","1944","3623"
"0500000US36045","Jefferson County, New York","1469","20988","1858","20521","1977","8012","1299","5144","954","4185","905","407","246","1077","483","1547","597","542","336","612","433","1471","659","54","79","595","313","379","324","302","319","141","178","4003","1271","0","201","953","734","1907","748","583","297","560","445","1049","673","0","201","137","128","707","650","141","157","64","84","70840","746","5928","1503","23750","2013","25061","1922","9580","1462","6521","1050","60132","1984","5467"
"0500000US42005","Armstrong County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48139","Ellis County, Texas","1857","29674","2766","35386","3139","19134","2245","8459","1653","4966","1377","777","483","883","410","1841","683","998","601","467","298","5177","1526","489","382","1932","976","1408","723","1052","464","296","226","691","487","103","128","116","143","425","389","24","42","23","36","268","266","0","228","0","228","142","146","82","136","44","74","115171","861","12785","1952","32605","2973","39202","3193","21290","2309","9289","1712","104069","2411","11416"
"0500000US48291","Liberty County, Texas","1841","17725","2179","14047","2280","3537","1297","1578","935","2528","1135","286","234","1309","893","919","531","14","24","0","228","6790","1436","1689","637","2531","719","2187","566","234","181","149","181","635","415","324","179","64","80","247","373","0","228","0","228","0","228","0","228","0","228","0","228","0","228","0","228","55785","1306","11244","1943","21629","2264","17400","2278","3785","1305","1727","959","45832","2144","8945"
"0500000US48479","Webb County, Texas","3347","30697","2952","34060","3401","19955","2849","7634","1873","10748","2612","4193","1545","1506","708","2844","1076","1913","1051","292","266","1695","861","551","438","158","223","770","659","216","261","0","228","624","437","311","376","167","189","97","135","0","228","49","80","1720","868","913","472","286","243","91","153","430","361","0","228","153546","559","52381","3573","32814","2832","37862","3469","22514","2996","7975","1853","138759","2773","46413"
"0500000US51095","James City County, Virginia","521","10061","1960","11769","1879","15642","2026","10985","1821","1671","772","0","206","268","244","692","522","287","232","424","326","1433","690","106","209","416","450","229","261","236","220","446","322","1555","1081","79","146","744","928","118","200","560","423","54","90","929","610","0","206","115","174","517","495","200","253","97","123","54998","1343","1138","607","11604","2060","13325","2160","16925","1988","12006","1889","49410","1757","953"
"0500000US55059","Kenosha County, Wisconsin","1617","25375","2327","34886","2529","17556","1815","8727","1524","8851","2320","642","418","3544","1333","3561","1201","588","319","516","472","3074","1058","231","204","582","365","2037","969","146","161","78","89","5766","1448","927","567","1543","656","1856","1029","1113","533","327","252","129","163","86","152","35","59","0","151","0","151","8","16","114235","737","11757","1696","31079","2253","42340","2806","19403","1990","9656","1536","96415","3128","9871"
"0500000US05031","Craighead County, Arkansas","1302","19540","2645","13343","2089","9961","1667","5954","1389","10942","2319","1313","743","3624","1185","3060","1002","2101","1020","844","512","2281","1027","114","134","724","503","1159","882","123","129","161","162","1239","840","86","146","519","425","283","391","239","262","112","209","86","80","43","73","0","201","0","201","43","73","0","201","69708","868","7918","1399","24407","2626","17845","2533","12467","1956","7071","1441","55160","2557","6362"
"0500000US20015","Butler County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US20103","Leavenworth County, Kansas","812","13435","1669","13225","1691","8176","1368","4901","1179","4551","1768","140","179","2354","1306","1451","596","408","527","198","215","4639","1603","656","529","1383","539","939","615","1076","719","585","603","3825","1341","126","160","1588","750","921","533","580","471","610","447","334","332","0","177","0","177","175","271","0","177","159","188","55715","752","3551","991","18760","1824","16711","1700","10240","1435","6453","1320","42366","1990","2629"
"0500000US20161","Riley County, Kansas","484","5465","1214","7662","1455","8188","1402","6129","1331","3555","1370","535","555","869","585","1083","674","570","399","498","438","2003","854","258","256","338","286","589","416","227","232","591","540","1473","833","103","125","50","88","719","741","349","216","252","233","1166","834","39","76","113","193","407","436","132","221","475","589","36871","1028","2165","802","6835","1430","10460","1877","9466","1368","7945","1309","28674","1965","1230"
"0500000US25015","Hampshire County, Massachusetts","965","20115","2347","20405","2181","18983","2267","24318","2387","5808","1576","40","69","1008","621","1577","657","1536","808","1647","798","3194","841","141","130","579","353","889","380","948","429","637","415","2035","782","0","211","505","363","465","309","773","459","292","218","1014","946","0","211","491","551","320","417","125","161","78","95","100475","824","4784","987","22698","2509","23656","2293","22365","2460","26972","2359","88424","2148","4603"
