"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"0500000US13057","Cherokee County, Georgia","156090","1098","13056","3083","36705","4097","45844","4015","40354","3612","20131","2728","139232","3187","12130","3011","34427","3978","39253","4352","35158","3194","18264","2645","5260","1812","65","117","995","691","2290","1029","1491","809","419","376","7693","2041","493","408","1099","642","3270","1254","2196","969","635","439","3837","1310","300","351","184","219","1031","601","1509","759","813","493","68","116","68","116","0","214","0","214","0","214","0","214"
"0500000US13059","Clarke County, Georgia","66094","825","9881","1833","12402","1511","14205","2055","15418","1972","14188","1732","55523","2083","8832","1827","11086","1499","11514","1873","12459","1747","11632","1607","6386","1482","792","584","542","389","1952","755","2134","794","966","500","2015","705","136","105","401","288","594","392","606","361","278","261","1530","611","121","117","344","394","145","127","152","138","768","401","640","544","0","214","29","53","0","214","67","116","544","528"
"0500000US13063","Clayton County, Georgia","169140","605","25903","2451","56506","4466","54438","3782","21174","2685","11119","1651","141162","3640","21441","2171","47688","4029","43820","3453","18355","2761","9858","1662","15038","2834","2379","774","5160","1672","5719","1599","1301","821","479","420","9411","2086","1044","455","3282","1270","3491","1138","1043","645","551","440","3163","1094","711","605","376","301","1408","560","475","374","193","202","366","321","328","315","0","214","0","214","0","214","38","60"
"0500000US13067","Cobb County, Georgia","491820","207","47779","4790","93576","5467","128306","5450","145021","6144","77138","4560","408083","6638","37803","4076","76203","4748","109038","5375","120454","5640","64585","4258","45445","4584","6283","2279","10768","2557","11522","2056","11773","2261","5099","1228","19479","3242","1965","1218","3456","1255","4271","1368","5530","1290","4257","1489","14268","3139","1294","919","1776","967","2756","1275","5938","2005","2504","949","4545","1490","434","348","1373","886","719","401","1326","846","693","516"
"0500000US13073","Columbia County, Georgia","93923","1517","8176","1568","20781","2780","31720","3075","22076","2547","11170","1521","84864","2404","7720","1577","18615","2723","28523","3039","20099","2563","9907","1444","3673","1455","270","332","701","556","2041","893","470","296","191","239","2217","960","186","203","630","450","672","447","440","433","289","385","2807","1122","0","214","735","602","384","389","905","532","783","519","362","368","0","214","100","173","100","168","162","278","0","214"
"0500000US13077","Coweta County, Georgia","91374","1476","8719","1099","28793","2810","27310","2645","17385","2147","9167","1608","80510","3277","7468","1072","24995","2867","23974","2571","15535","2003","8538","1541","5426","1656","806","537","1858","1001","1643","695","832","483","287","207","4162","1549","304","375","1729","775","1361","989","621","415","147","249","1276","577","141","148","211","267","332","250","397","393","195","259","0","214","0","214","0","214","0","214","0","214","0","214"
"0500000US13089","DeKalb County, Georgia","495433","567","60321","5312","100211","5598","125810","5631","121469","5320","87622","4535","423789","5279","50980","4951","86502","5218","107243","5622","102188","5139","76876","4472","31129","3912","4553","1419","6381","1612","9065","1845","7190","1610","3940","1034","22381","2892","2696","1227","3871","1329","5441","1054","7151","1592","3222","1102","12905","2417","772","506","2605","1160","3612","999","3564","1131","2352","845","5229","1669","1320","1016","852","581","449","399","1376","614","1232","559"
"0500000US13095","Dougherty County, Georgia","57988","688","10418","1674","18604","1852","16727","1897","7457","1394","4782","1052","49333","1995","8765","1713","16239","2023","13940","1710","6194","1152","4195","1062","4682","1632","1002","568","921","456","2027","1078","531","542","201","171","3105","1290","651","447","1179","774","513","420","606","556","156","253","509","331","0","214","95","122","113","121","126","120","175","223","359","282","0","214","170","169","134","186","0","214","55","93"
"0500000US13097","Douglas County, Georgia","89945","538","9743","1618","26040","2703","25767","2640","17894","2332","10501","2057","75576","2395","7795","1610","22219","2499","21487","2469","14385","2008","9690","1927","6257","2018","675","552","1607","855","2257","1063","1229","826","489","388","5683","1674","547","367","1313","742","1628","939","1949","1018","246","226","1779","851","432","363","568","463","372","282","331","371","76","133","650","515","294","308","333","370","23","41","0","214","0","214"
"0500000US13113","Fayette County, Georgia","74720","1080","4291","1251","15738","2111","19778","2031","24477","2491","10436","1643","66249","1782","3206","952","14095","1891","17493","1905","22169","2565","9286","1508","2977","1065","39","65","794","534","1309","831","599","356","236","288","2647","1330","507","564","408","379","590","379","816","510","326","249","2399","971","539","567","441","404","235","258","772","727","412","322","448","353","0","214","0","214","151","188","121","211","176","211"
"0500000US13115","Floyd County, Georgia","64448","856","13513","1871","21060","1946","17940","1851","7065","1349","4870","1082","53689","1845","11841","1671","17096","1855","15145","1698","5650","1157","3957","925","6587","1482","1071","496","2582","945","1918","836","642","446","374","383","2594","1032","464","506","885","481","551","404","524","503","170","190","1574","827","133","201","497","410","326","312","249","250","369","311","4","8","4","8","0","214","0","214","0","214","0","214"
"0500000US13117","Forsyth County, Georgia","136817","844","10454","1832","21327","2177","39034","2840","43448","2425","22554","2018","120401","2692","8758","1655","18552","1804","34813","2922","39045","2438","19233","1881","5373","1596","867","516","1285","581","952","470","1050","628","1219","708","6824","1806","784","758","907","540","2065","796","1903","753","1165","539","3319","1159","45","73","583","439","1134","527","1219","645","338","242","900","810","0","214","0","214","70","112","231","259","599","635"
"0500000US13121","Fulton County, Georgia","673365","325","55967","5163","126171","7478","155332","7896","199734","6907","136161","5850","570345","6159","47294","4755","105093","7087","132139","7290","168018","6279","117801","5707","49700","4835","5280","2024","11755","2394","10661","1924","14303","2324","7701","1401","27051","3049","1774","814","4242","1538","7904","1469","9233","1666","3898","1306","20637","2874","1409","1149","3165","1210","3618","1234","6329","1157","6116","1376","5632","1584","210","252","1916","1018","1010","866","1851","669","645","352"
"0500000US13127","Glynn County, Georgia","58250","859","6799","1479","16154","2001","18489","1807","10042","1542","6766","1421","48330","2446","6126","1431","13685","1941","14915","1665","7484","1551","6120","1282","5604","1706","471","515","1431","761","1938","946","1600","971","164","207","2782","1172","156","173","746","478","910","692","650","478","320","365","1419","880","46","83","292","291","726","658","193","273","162","214","115","193","0","214","0","214","0","214","115","193","0","214"
"0500000US13135","Gwinnett County, Georgia","565938","465","72643","6300","134625","7255","158465","7640","131970","7432","68235","4608","489747","7496","65901","6034","116813","6609","137638","7136","111377","6071","58018","4146","34890","4220","3528","1357","8208","2372","10484","1973","7842","2279","4828","1404","19736","3473","2070","805","3096","1024","5399","1679","6228","1732","2943","1008","18165","4913","881","952","5016","2921","4275","1610","6011","1806","1982","749","3400","1392","263","231","1492","1103","669","539","512","405","464","388"
"0500000US13139","Hall County, Georgia","125214","567","26038","2771","34511","3056","36281","2568","17870","2016","10514","1517","107808","3062","22465","2302","30508","3046","29645","2156","15433","1839","9757","1482","10469","2589","2719","1371","2062","819","4347","1416","1064","506","277","262","5374","1788","854","533","1379","609","1806","1147","1040","553","295","193","1563","687","0","214","562","352","483","344","333","267","185","154","0","214","0","214","0","214","0","214","0","214","0","214"
"0500000US13151","Henry County, Georgia","137850","1128","13750","1829","41744","3381","43259","3561","25909","3152","13188","2362","122511","3113","11078","1768","36378","3020","38692","3722","23805","2851","12558","2390","6269","2253","1270","804","1303","810","2008","1206","1428","1010","260","230","5096","1725","959","773","2386","1236","1122","589","341","279","288","248","3645","1440","334","314","1537","900","1437","857","255","295","82","135","329","315","109","184","140","239","0","214","80","143","0","214"
"0500000US13153","Houston County, Georgia","97723","826","9508","1872","26679","3170","40876","3017","11787","2078","8873","1803","83103","2580","8128","1761","23122","3075","34070","3195","10147","1743","7636","1741","7756","2083","1030","528","1858","830","4218","1310","314","272","336","286","2939","1334","115","153","1046","737","780","443","608","504","390","395","3377","1220","235","244","375","294","1757","795","621","520","389","370","548","495","0","214","278","428","51","85","97","148","122","133"
"0500000US13179","Liberty County, Georgia","35448","503","3572","717","11744","1267","13956","1486","4392","1016","1784","572","26599","1601","2545","588","8716","1128","10367","1442","3421","879","1550","523","4083","1060","545","439","1298","708","1837","714","364","342","39","66","1713","758","388","265","503","298","492","409","271","199","59","97","2609","853","15","28","1166","613","1010","470","304","262","114","153","444","294","79","126","61","77","250","276","32","43","22","37"
"0500000US13185","Lowndes County, Georgia","66644","1422","11631","1808","18799","2281","21218","2267","9359","1971","5637","1368","54682","2604","8248","1483","15888","1992","18142","2394","7918","1799","4486","1079","8403","2090","2689","1366","2266","1078","1935","780","872","563","641","444","1022","502","89","87","65","85","492","367","200","259","176","169","2114","705","562","362","580","428","552","348","309","341","111","217","423","314","43","76","0","214","97","131","60","100","223","234"
"0500000US13215","Muscogee County, Georgia","129080","843","17025","2276","37927","3119","42512","3050","18707","2560","12909","1973","104351","3071","13440","2000","32533","2972","34384","3061","14161","2182","9833","1558","12308","2147","2513","917","3481","1097","4277","1205","1436","781","601","577","3557","1298","471","375","465","259","896","542","728","539","997","984","7457","1855","601","474","1378","612","2847","1173","1504","774","1127","654","1407","816","0","214","70","64","108","148","878","653","351","307"
"0500000US13217","Newton County, Georgia","67525","907","9428","2381","20543","2613","23996","3135","9300","1619","4258","1001","58712","2984","8488","2351","18341","2431","19412","2932","8350","1485","4121","991","2778","1161","182","181","830","518","1619","968","130","141","17","34","3462","1194","579","522","699","526","1793","927","391","285","0","214","2207","1481","0","214","673","595","1172","878","323","375","39","71","366","357","179","336","0","214","0","214","106","175","81","142"
"0500000US13223","Paulding County, Georgia","96469","1445","10438","1978","33629","3286","30299","3161","13978","2470","8125","2001","84200","3164","9405","1985","29678","3197","24749","2871","13120","2364","7248","1927","4803","1626","767","582","1267","681","2266","1192","458","369","45","77","5825","1938","215","297","2382","976","2321","1070","273","272","634","530","1590","792","0","214","302","319","963","585","127","223","198","207","51","85","51","85","0","214","0","214","0","214","0","214"
"0500000US13245","Richmond County, Georgia","131332","781","22309","2519","38731","2835","42446","3009","16521","2268","11325","1713","111430","2942","19386","2378","32617","2773","35672","2826","14497","2077","9258","1436","10357","2436","2366","1024","3632","1311","3326","979","764","557","269","209","4821","1532","508","480","764","621","1707","979","624","375","1218","714","3343","991","49","82","997","644","1353","615","512","306","432","336","1381","833","0","214","721","731","388","423","124","205","148","156"
"0500000US13247","Rockdale County, Georgia","57242","838","7314","1304","19622","2314","15796","1835","10067","1904","4443","1007","51292","1538","6599","1285","16887","2289","15046","1851","8772","1827","3988","953","2823","1164","283","282","1631","872","254","239","425","403","230","248","2064","944","397","283","803","668","384","269","480","415","0","214","881","439","35","59","301","210","112","121","295","295","138","156","182","315","0","214","0","214","0","214","95","165","87","156"
"0500000US13285","Troup County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13295","Walker County, Georgia","47186","749","9690","1589","16665","2412","13733","1903","4487","1105","2611","973","40873","1820","8372","1423","14323","2192","11479","1895","4166","1038","2533","992","2529","1233","754","584","1235","920","490","358","35","64","15","27","2316","1155","288","279","978","943","736","508","251","246","63","110","1468","1169","276","468","129","169","1028","872","35","59","0","214","0","214","0","214","0","214","0","214","0","214","0","214"
"0500000US13297","Walton County, Georgia","58260","537","7670","1397","22296","2661","16953","2297","7997","1723","3344","851","53184","1208","6954","1316","20060","2472","15628","2182","7549","1722","2993","808","2535","1088","477","426","1247","713","674","412","92","117","45","79","1996","1006","178","164","620","618","536","361","356","328","306","271","143","149","61","102","28","56","54","87","0","214","0","214","402","414","0","214","341","360","61","108","0","214","0","214"
"0500000US13313","Whitfield County, Georgia","66421","1194","21199","2281","18527","2330","17374","2528","6544","1336","2777","804","58956","2296","18330","2199","16818","2209","15457","2475","5635","1237","2716","786","3095","1262","1498","1056","331","248","762","424","504","447","0","214","2530","904","897","547","713","485","603","441","305","298","12","22","1618","993","382","450","577","507","552","516","58","107","49","87","222","277","92","113","88","156","0","214","42","68","0","214"
"0500000US15001","Hawaii County, Hawaii","137573","999","11830","2172","40517","2894","45736","3094","26620","2811","12870","2119","118493","3200","10000","1934","36569","3040","38776","2918","22731","2626","10417","1801","11982","2333","1720","864","3256","1290","3832","1382","1914","731","1260","700","1401","925","0","182","0","182","974","787","427","312","0","182","4939","1434","63","103","620","412","1935","774","1128","749","1193","656","758","470","47","86","72","77","219","245","420","409","0","182"
"0500000US15003","Honolulu County, Hawaii","681195","432","64080","5005","175848","6207","214974","5583","148891","5242","77402","2885","585832","5919","57323","4658","155918","6718","179744","5827","126261","4796","66586","3032","60290","4798","4573","1292","14711","2041","21559","2823","13704","2080","5743","1164","2769","1053","646","484","408","379","642","492","683","406","390","249","23433","2405","410","262","3755","1154","10218","1727","5693","1022","3357","859","8871","2054","1128","705","1056","499","2811","1028","2550","859","1326","470"
"0500000US15007","Kauai County, Hawaii","50845","639","3639","861","15235","1393","17987","1568","9423","1448","4561","963","45133","1349","3205","845","13744","1444","15826","1546","8318","1348","4040","961","3427","990","386","305","877","442","1354","510","463","288","347","218","379","284","0","182","73","105","67","74","221","241","18","33","1625","710","9","19","378","278","661","345","421","341","156","150","281","245","39","70","163","170","79","120","0","182","0","182"
"0500000US15009","Maui County, Hawaii","116168","731","10446","1756","35923","2912","40379","2961","20092","2116","9328","1523","104667","2193","9607","1772","33235","3013","35684","2947","17778","2063","8363","1452","6331","1163","648","341","1618","667","2286","825","1409","608","370","304","1039","865","186","261","190","305","624","487","10","18","29","62","3129","948","5","10","593","390","1443","728","655","430","433","317","1002","479","0","182","287","248","342","314","240","160","133","128"
"0500000US16001","Ada County, Idaho","288651","1561","15294","2835","61354","5436","104416","5394","72855","4724","34732","3255","239174","5217","11635","2265","50750","5003","85701","4930","61408","4655","29680","3114","30398","3752","1965","990","6667","2449","12235","2110","6990","1697","2541","1122","5377","1956","141","159","857","378","2854","902","1481","1289","44","61","12432","3180","1448","1198","2991","1593","3492","1322","2976","923","1525","701","1270","925","105","190","89","148","134","228","0","193","942","910"
"0500000US16005","Bannock County, Idaho","52113","750","4107","986","13975","1434","21364","1900","8864","1238","3803","887","42749","2028","3479","892","11746","1423","16784","1782","7256","1094","3484","880","4363","1168","183","216","980","615","2202","974","800","478","198","159","1794","752","199","270","435","322","900","498","222","190","38","61","2929","1523","163","153","814","882","1320","735","549","400","83","91","278","263","83","143","0","193","158","210","37","55","0","193"
"0500000US16019","Bonneville County, Idaho","66341","616","6448","1122","17804","1524","22110","1851","13722","1722","6257","898","55404","1863","5028","1006","14434","1418","18657","1980","11918","1523","5367","959","5179","1213","742","553","1867","724","1698","708","688","427","184","221","2099","815","124","126","657","475","683","316","517","436","118","173","3040","1451","244","326","846","845","920","588","599","472","431","334","619","525","310","396","0","193","152","180","0","193","157","193"
"0500000US16027","Canyon County, Idaho","126548","1007","19160","2438","44447","3443","41524","3236","15028","3065","6389","1599","108800","3009","16627","2618","38240","3022","36310","3361","13010","3002","4613","1322","11143","2561","1772","751","3780","1520","3691","1112","1223","575","677","514","2165","1043","226","252","818","623","769","677","198","245","154","186","4353","1569","535","508","1522","749","754","495","597","609","945","698","87","148","0","193","87","148","0","193","0","193","0","193"
"0500000US16055","Kootenai County, Idaho","103211","522","8680","1714","28130","2858","42414","2898","15782","1964","8205","1639","86501","2782","6428","1484","24310","2713","35722","2795","13257","1751","6784","1442","10121","2256","1607","755","2490","992","4390","1409","1294","770","340","264","1182","807","167","239","259","277","655","515","101","109","0","193","4982","1500","478","450","1071","701","1558","875","905","517","970","733","425","358","0","193","0","193","89","147","225","242","111","139"
"0500000US16083","Twin Falls County, Idaho","52277","683","6862","1117","14031","1893","21962","2127","6149","1129","3273","906","43435","2109","6172","1097","11679","1801","17826","2240","4830","1076","2928","888","5007","1466","388","354","1766","825","1968","801","708","487","177","249","1610","923","214","336","253","236","742","538","233","279","168","190","2179","1061","42","47","333","292","1426","928","378","221","0","193","46","88","46","88","0","193","0","193","0","193","0","193"
"0500000US17001","Adams County, Illinois","45932","229","3026","715","17866","1621","15445","1515","5771","1177","3824","970","42160","1073","2874","699","16492","1642","13745","1602","5408","1147","3641","960","2432","758","152","128","802","332","1014","470","291","263","173","142","258","192","0","182","0","182","186","142","72","94","0","182","1005","589","0","182","572","373","423","357","0","182","10","26","77","95","0","182","0","182","77","95","0","182","0","182"
"0500000US17019","Champaign County, Illinois","119843","868","5388","1126","27115","2860","32324","2928","26409","2492","28607","2334","104217","2136","4747","1150","23658","2681","29451","2672","22298","2296","24063","2206","9036","1572","627","341","2038","796","1941","646","2103","574","2327","619","2321","946","14","29","505","335","591","429","722","495","489","289","2000","780","0","182","403","273","341","225","596","399","660","428","2269","804","0","182","511","394","0","182","690","379","1068","552"
"0500000US17031","Cook County, Illinois","3575873","329","492709","11330","854288","13008","922579","16336","790748","13487","515549","10949","3146914","13228","442732","11390","772580","12828","820975","14187","665969","13045","444658","10715","326454","12635","42614","4350","68058","5599","80793","6091","88004","5998","46985","3095","30250","3761","3017","1013","4959","1368","8033","1776","7799","1409","6442","1512","48978","4147","1269","626","5008","1130","9659","1643","20845","2535","12197","1823","23277","3555","3077","1028","3683","1153","3119","1021","8131","1854","5267","1531"
"0500000US17037","DeKalb County, Illinois","60669","900","4709","1049","15006","1884","22142","1988","11528","1370","7284","1274","50160","1781","3169","1005","12726","1612","18536","1802","9184","1087","6545","1238","6218","1515","1127","704","1770","946","2109","745","996","602","216","188","2888","838","312","400","425","319","1082","635","701","456","368","374","1128","669","101","149","85","107","415","402","372","349","155","160","275","243","0","182","0","182","0","182","275","243","0","182"
"0500000US17043","DuPage County, Illinois","633070","197","49111","3786","118962","4860","174445","5470","172558","5403","117994","4233","561016","5052","42726","3526","108697","4698","153720","5275","150999","5011","104874","4028","39367","4154","4685","1948","6475","1483","11008","1890","11207","1890","5992","1025","19206","2775","1055","471","2325","611","6800","1788","5808","1053","3218","859","8854","1751","116","135","1080","503","2257","783","2979","746","2422","934","4627","1500","529","501","385","270","660","417","1565","756","1488","805"
"0500000US17089","Kane County, Illinois","341096","827","58318","4216","76613","5665","99725","6139","68417","4325","38023","2989","305615","3829","52629","4224","67475","5224","89373","6066","61780","4159","34358","2985","19139","2880","3387","1025","4951","1340","5447","1493","3456","1249","1898","1002","11712","2247","1049","641","3040","1182","3587","1086","2595","961","1441","592","3158","931","612","402","917","435","1084","515","314","233","231","264","1472","608","641","394","230","212","234","303","272","308","95","131"
"0500000US17091","Kankakee County, Illinois","72783","658","9784","1173","24572","1866","23277","1945","9542","1462","5608","1097","66248","1628","8133","1200","22061","1781","21838","1896","8978","1509","5238","1059","3938","1137","1138","513","1502","783","808","520","300","200","190","261","1370","584","269","231","370","278","520","341","159","165","52","113","1054","645","219","268","613","391","29","51","65","107","128","217","173","180","25","44","26","45","82","136","40","68","0","182"
