FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
04023,Arizona,Santa Cruz,2008,2008/04023,13303,0.6527099150567541,0.33962264150943394,0.0076674434338119225,Democratic,-0.3130872735473202
04025,Arizona,Yavapai,2008,2008/04025,99648,0.370193079640334,0.6140815671162492,0.015725353243416826,Republican,0.24388848747591518
04027,Arizona,Yuma,2008,2008/04027,43615,0.4255187435515304,0.5634987962856816,0.010982460162788032,Republican,0.13798005273415115
05001,Arkansas,Arkansas,2008,2008/05001,6978,0.3753224419604471,0.5997420464316423,0.024935511607910577,Republican,0.2244196044711952
05003,Arkansas,Ashley,2008,2008/05003,8642,0.34436473038648463,0.6255496412867392,0.03008562832677621,Republican,0.28118491090025455
05005,Arkansas,Baxter,2008,2008/05005,19981,0.3272608978529603,0.6432110504979731,0.029528051649066613,Republican,0.3159501526450128
05007,Arkansas,Benton,2008,2008/05007,76073,0.30669225612240875,0.6720386996700538,0.0212690442075375,Republican,0.36534644354764506
05009,Arkansas,Boone,2008,2008/05009,15474,0.28660979707897116,0.6834044203179527,0.029985782603076126,Republican,0.3967946232389815
05011,Arkansas,Bradley,2008,2008/05011,4041,0.41573867854491464,0.5597624350408315,0.024498886414253896,Republican,0.1440237564959168
05013,Arkansas,Calhoun,2008,2008/05013,2217,0.3116824537663509,0.6594497068110059,0.02886783942264321,Republican,0.347767253044655
05015,Arkansas,Carroll,2008,2008/05015,10579,0.39436619718309857,0.5750070895169676,0.03062671329993383,Republican,0.18064089233386899
05017,Arkansas,Chicot,2008,2008/05017,5208,0.5842933947772657,0.4068740399385561,0.008832565284178187,Democratic,-0.17741935483870963
05019,Arkansas,Clark,2008,2008/05019,9094,0.46921046844073017,0.5067077193754124,0.02408181218385749,Republican,0.0374972509346822
05021,Arkansas,Clay,2008,2008/05021,5511,0.40718562874251496,0.5501723825077118,0.04264198874977318,Republican,0.14298675376519687
05023,Arkansas,Cleburne,2008,2008/05023,11338,0.26027518080790263,0.7022402540130535,0.03748456517904392,Republican,0.4419650732051508
05025,Arkansas,Cleveland,2008,2008/05025,3505,0.2599144079885877,0.6992867332382311,0.04079885877318117,Republican,0.43937232524964337
05027,Arkansas,Columbia,2008,2008/05027,9558,0.3718351119481063,0.6132035990793053,0.014961288972588407,Republican,0.24136848713119902
05029,Arkansas,Conway,2008,2008/05029,8138,0.3869501105922831,0.5764315556647825,0.036618333742934384,Republican,0.18948144507249942
05031,Arkansas,Craighead,2008,2008/05031,30968,0.3646990441746319,0.6096938775510204,0.025607078274347713,Republican,0.24499483337638855
05033,Arkansas,Crawford,2008,2008/05033,20532,0.25511396843950906,0.7153711279953243,0.02951490356516657,Republican,0.46025715955581525
05035,Arkansas,Crittenden,2008,2008/05035,18255,0.5658723637359627,0.419063270336894,0.015064365927143249,Democratic,-0.14680909339906872
05037,Arkansas,Cross,2008,2008/05037,7130,0.36185133239831696,0.6161290322580645,0.022019635343618515,Republican,0.2542776998597475
05039,Arkansas,Dallas,2008,2008/05039,3318,0.44333936106088007,0.5295358649789029,0.027124773960216998,Republican,0.08619650391802286
05041,Arkansas,Desha,2008,2008/05041,4678,0.5491663103890552,0.4273193672509619,0.0235143223599829,Democratic,-0.12184694313809324
05043,Arkansas,Drew,2008,2008/05043,6610,0.3930408472012103,0.583963691376702,0.022995461422087745,Republican,0.1909228441754917
05045,Arkansas,Faulkner,2008,2008/05045,41179,0.36317054809490273,0.6158964520750868,0.020932999830010443,Republican,0.2527259039801841
05047,Arkansas,Franklin,2008,2008/05047,6475,0.28864864864864864,0.6812355212355212,0.030115830115830116,Republican,0.3925868725868726
05049,Arkansas,Fulton,2008,2008/05049,4676,0.3890076988879384,0.5778443113772455,0.03314798973481608,Republican,0.18883661248930705
05051,Arkansas,Garland,2008,2008/05051,43719,0.36366339577757956,0.613577620714106,0.022758983508314463,Republican,0.24991422493652649
05053,Arkansas,Grant,2008,2008/05053,6793,0.22994258795819225,0.7394376564110113,0.030619755630796407,Republican,0.5094950684528191
05055,Arkansas,Greene,2008,2008/05055,13612,0.3336027034969145,0.6301792535997649,0.0362180429033206,Republican,0.2965765501028504
05057,Arkansas,Hempstead,2008,2008/05057,7349,0.3903932507824194,0.5814396516532861,0.02816709756429446,Republican,0.19104640087086677
05059,Arkansas,Hot Spring,2008,2008/05059,11955,0.3586783772480134,0.6030112923462986,0.038310330405687994,Republican,0.2443329150982852
05061,Arkansas,Howard,2008,2008/05061,4846,0.3602971522905489,0.610193974411886,0.029508873297565002,Republican,0.24989682212133713
05063,Arkansas,Independence,2008,2008/05063,12299,0.2998617773802748,0.671192779900805,0.028945442718920238,Republican,0.37133100252053014
05065,Arkansas,Izard,2008,2008/05065,5218,0.3434266002299732,0.6119202759678037,0.044653123802223076,Republican,0.26849367573783056
05067,Arkansas,Jackson,2008,2008/05067,5582,0.395378000716589,0.5585811537083483,0.0460408455750627,Republican,0.16320315299175925
05069,Arkansas,Jefferson,2008,2008/05069,29689,0.6219475226514871,0.35888712991343596,0.019165347435076963,Democratic,-0.26306039273805115
05071,Arkansas,Johnson,2008,2008/05071,8180,0.3709046454767726,0.6017114914425428,0.027383863080684596,Republican,0.23080684596577017
05073,Arkansas,Lafayette,2008,2008/05073,2902,0.39042039972432807,0.5806340454858718,0.028945554789800137,Republican,0.19021364576154376
05075,Arkansas,Lawrence,2008,2008/05075,5830,0.36672384219554033,0.5758147512864494,0.057461406518010294,Republican,0.2090909090909091
05077,Arkansas,Lee,2008,2008/05077,3763,0.6013818761626362,0.3863938347063513,0.01222428913101249,Democratic,-0.21498804145628486
05079,Arkansas,Lincoln,2008,2008/05079,4406,0.3881071266454834,0.5703586019064911,0.04153427144802542,Republican,0.1822514752610077
05081,Arkansas,Little River,2008,2008/05081,5152,0.3402562111801242,0.6302406832298136,0.029503105590062112,Republican,0.2899844720496894
05083,Arkansas,Logan,2008,2008/05083,7907,0.2891109143796636,0.6766156570127735,0.03427342860756292,Republican,0.3875047426331099
05085,Arkansas,Lonoke,2008,2008/05085,23741,0.25137947011499095,0.7262541594709574,0.02236637041405164,Republican,0.47487468935596644
05087,Arkansas,Madison,2008,2008/05087,6328,0.3388116308470291,0.6276864728192162,0.03350189633375474,Republican,0.2888748419721871
05089,Arkansas,Marion,2008,2008/05089,7162,0.33286791399050547,0.6316671320860094,0.03546495392348506,Republican,0.29879921809550397
05091,Arkansas,Miller,2008,2008/05091,15063,0.3232423819956184,0.6581026355971586,0.018654982407222995,Republican,0.33486025360154026
05093,Arkansas,Mississippi,2008,2008/05093,14010,0.47587437544610994,0.4979300499643112,0.02619557458957887,Republican,0.022055674518201285
05095,Arkansas,Monroe,2008,2008/05095,3449,0.4682516671498985,0.5085532038271963,0.02319512902290519,Republican,0.040301536677297745
05097,Arkansas,Montgomery,2008,2008/05097,3622,0.3014908890115958,0.6529541689674213,0.04555494202098288,Republican,0.3514632799558255
05099,Arkansas,Nevada,2008,2008/05099,3635,0.4055020632737277,0.5672627235213205,0.027235213204951855,Republican,0.16176066024759278
05101,Arkansas,Newton,2008,2008/05101,3960,0.29848484848484846,0.6535353535353535,0.047979797979797977,Republican,0.35505050505050506
05103,Arkansas,Ouachita,2008,2008/05103,9960,0.4363453815261044,0.5448795180722892,0.018775100401606425,Republican,0.10853413654618477
05105,Arkansas,Perry,2008,2008/05105,4279,0.31596167328815145,0.6410376256134611,0.043000701098387474,Republican,0.32507595232530967
05107,Arkansas,Phillips,2008,2008/05107,8969,0.6349648790277623,0.3453004794291448,0.019734641543092877,Democratic,-0.2896643995986175
05109,Arkansas,Pike,2008,2008/05109,3966,0.2745839636913767,0.6875945537065052,0.037821482602118005,Republican,0.4130105900151285
05111,Arkansas,Poinsett,2008,2008/05111,7928,0.3458627648839556,0.6184409687184662,0.035696266397578204,Republican,0.2725782038345106
05113,Arkansas,Polk,2008,2008/05113,7681,0.25478453326389794,0.7125374300221325,0.03267803671396954,Republican,0.4577528967582346
05115,Arkansas,Pope,2008,2008/05115,22079,0.27184202183069883,0.7051043978441053,0.023053580325195888,Republican,0.43326237601340645
05117,Arkansas,Prairie,2008,2008/05117,3381,0.30996746524696833,0.6574977817213842,0.03253475303164744,Republican,0.34753031647441585
05119,Arkansas,Pulaski,2008,2008/05119,161343,0.5507149365017385,0.4351722727357245,0.014112790762536956,Democratic,-0.11554266376601402
05121,Arkansas,Randolph,2008,2008/05121,6319,0.39072638075644883,0.5720841905364773,0.0371894287070739,Republican,0.18135780978002847
05123,Arkansas,St. Francis,2008,2008/05123,9505,0.5771699105733824,0.41209889531825356,0.010731194108364019,Democratic,-0.16507101525512885
05125,Arkansas,Saline,2008,2008/05125,44653,0.28430340626609635,0.6938167648310304,0.021879828902873266,Republican,0.40951335856493404
05127,Arkansas,Scott,2008,2008/05127,3995,0.26357947434292867,0.6986232790988736,0.037797246558197745,Republican,0.4350438047559449
05129,Arkansas,Searcy,2008,2008/05129,3847,0.24980504289056407,0.7086041070964387,0.041590850012997144,Republican,0.4587990642058747
05131,Arkansas,Sebastian,2008,2008/05131,43212,0.31641673609182636,0.6627094325650282,0.020873831343145424,Republican,0.3462926964732019
05133,Arkansas,Sevier,2008,2008/05133,4580,0.28187772925764193,0.6823144104803494,0.03580786026200873,Republican,0.4004366812227074
05135,Arkansas,Sharp,2008,2008/05135,7252,0.3359073359073359,0.6253447324875896,0.03874793160507446,Republican,0.2894373965802537
05137,Arkansas,Stone,2008,2008/05137,5324,0.3001502629601803,0.663786626596544,0.03606311044327573,Republican,0.36363636363636365
05139,Arkansas,Union,2008,2008/05139,17179,0.3603236509692066,0.6215146399674021,0.01816170906339135,Republican,0.2611909889981955
05141,Arkansas,Van Buren,2008,2008/05141,6703,0.32090108906459797,0.6379233179173505,0.04117559301805162,Republican,0.3170222288527525
05143,Arkansas,Washington,2008,2008/05143,68380,0.42440772155601053,0.5551769523252413,0.020415326118748172,Republican,0.1307692307692308
05145,Arkansas,White,2008,2008/05145,26955,0.24974958263772956,0.7222036727879799,0.028046744574290485,Republican,0.47245409015025036
05147,Arkansas,Woodruff,2008,2008/05147,2761,0.5114089098152843,0.4367982614994567,0.05179282868525897,Democratic,-0.07461064831582759
05149,Arkansas,Yell,2008,2008/05149,6036,0.3318422796554009,0.6308813783962889,0.037276341948310136,Republican,0.29903909874088797
06001,California,Alameda,2008,2008/06001,621029,0.7875735271621777,0.1925111387712973,0.019915334066525073,Democratic,-0.5950623883908803
06003,California,Alpine,2008,2008/06003,692,0.6098265895953757,0.36416184971098264,0.02601156069364162,Democratic,-0.24566473988439308
06005,California,Amador,2008,2008/06005,18810,0.41536416799574694,0.5614566719829878,0.023179160021265285,Republican,0.14609250398724083
06007,California,Butte,2008,2008/06007,98325,0.4984795321637427,0.4750165268243071,0.026503941011950166,Democratic,-0.023463005339435572
06009,California,Calaveras,2008,2008/06009,23306,0.4210503732944306,0.5507165536771647,0.028233073028404703,Republican,0.12966618038273403
06011,California,Colusa,2008,2008/06011,6429,0.3995955825167211,0.5806501788769638,0.019754238606315134,Republican,0.18105459636024268
06013,California,Contra Costa,2008,2008/06013,451650,0.6796922395660356,0.3020834717148234,0.01822428871914093,Democratic,-0.3776087678512122
06015,California,Del Norte,2008,2008/06015,9531,0.45357255272269437,0.5211415381387052,0.025285909138600356,Republican,0.06756898541601086
06017,California,El Dorado,2008,2008/06017,92926,0.4361427372317758,0.5414415771689302,0.022415685599294063,Republican,0.10529883993715433
06019,California,Fresno,2008,2008/06019,272289,0.50206214720389,0.48116155996018933,0.016776292835920657,Democratic,-0.02090058724370064
06021,California,Glenn,2008,2008/06021,9879,0.3779734790970746,0.5982386881263285,0.02378783277659682,Republican,0.2202652090292539
06023,California,Humboldt,2008,2008/06023,63727,0.6228443203037959,0.3407190045035856,0.03643667519261851,Democratic,-0.2821253158002103
06025,California,Imperial,2008,2008/06025,38820,0.6224111282843895,0.36084492529623907,0.016743946419371457,Democratic,-0.2615662029881504
06027,California,Inyo,2008,2008/06027,8533,0.438649947263565,0.5300597679596859,0.03129028477674909,Republican,0.09140982069612091
06029,California,Kern,2008,2008/06029,232850,0.40136139145372557,0.5788834013313292,0.019755207214945242,Republican,0.17752200987760364
06031,California,Kings,2008,2008/06031,35108,0.42004671299988605,0.561410504728267,0.018542782271846872,Republican,0.14136379172838098
06033,California,Lake,2008,2008/06033,25542,0.5815519536449769,0.3889671912927727,0.02948085506225041,Democratic,-0.19258476235220423
06035,California,Lassen,2008,2008/06035,11387,0.3149205234038816,0.6571528936506542,0.027926582945464126,Republican,0.3422323702467726
06037,California,Los Angeles,2008,2008/06037,3318248,0.6918871042791256,0.28823192238795897,0.01988097333291544,Democratic,-0.4036551818911666
06039,California,Madera,2008,2008/06039,42355,0.4238460630386023,0.5567937669696612,0.019360169991736512,Republican,0.13294770393105892
06041,California,Marin,2008,2008/06041,140197,0.7797599092705265,0.20245796985670164,0.017782120872771884,Democratic,-0.5773019394138249
06043,California,Mariposa,2008,2008/06043,9651,0.4248264428556626,0.5489586571339757,0.02621490001036162,Republican,0.12413221427831311
06045,California,Mendocino,2008,2008/06045,40016,0.695796681327469,0.2679178328668533,0.03628548580567773,Democratic,-0.4278788484606157
06047,California,Merced,2008,2008/06047,63808,0.5333343781344032,0.4498495486459378,0.016816073219658976,Democratic,-0.08348482948846542
06049,California,Modoc,2008,2008/06049,4420,0.29705882352941176,0.6744343891402715,0.02850678733031674,Republican,0.3773755656108598
06051,California,Mono,2008,2008/06051,5571,0.5551965535810447,0.422545323999282,0.022258122419673308,Democratic,-0.13265122958176268
06053,California,Monterey,2008,2008/06053,129783,0.6815453487744928,0.2989374571399952,0.01951719408551197,Democratic,-0.3826078916344976
06055,California,Napa,2008,2008/06055,59642,0.6513698400456055,0.32668253915026324,0.021947620804131318,Democratic,-0.32468730089534226
06057,California,Nevada,2008,2008/06057,55647,0.5142595288155696,0.4611749061045519,0.02456556507987852,Democratic,-0.05308462271101766
06059,California,Orange,2008,2008/06059,1153687,0.47634930444739343,0.5019246988134564,0.02172599673915022,Republican,0.02557539436606293
06061,California,Placer,2008,2008/06061,173107,0.433905041390585,0.5467543195826858,0.019340639026729133,Republican,0.11284927819210083
06063,California,Plumas,2008,2008/06063,11028,0.4275480594849474,0.5472433804860355,0.025208560029017047,Republican,0.1196953210010881
06065,California,Riverside,2008,2008/06065,647299,0.5021126249229491,0.47897648536456877,0.018910889712482178,Democratic,-0.023136139558380286
06067,California,Sacramento,2008,2008/06067,541101,0.5849296157279325,0.39471928530902733,0.020351098963040173,Democratic,-0.19021033041890512
06069,California,San Benito,2008,2008/06069,19705,0.604770362852068,0.3768079167723928,0.018421720375539203,Democratic,-0.2279624460796752
06071,California,San Bernardino,2008,2008/06071,606334,0.5207031108267061,0.4575168141651301,0.021780075008163816,Democratic,-0.06318629666157594
06073,California,San Diego,2008,2008/06073,1231047,0.5414748583928964,0.43948931275572745,0.019035828851376106,Democratic,-0.101985545637169
06075,California,San Francisco,2008,2008/06075,382865,0.8416021312995442,0.13658077912580152,0.021817089574654253,Democratic,-0.7050213521737427
06077,California,San Joaquin,2008,2008/06077,209349,0.5444210385528472,0.4375803084800978,0.017998652967055013,Democratic,-0.10684073007274936
06079,California,San Luis Obispo,2008,2008/06079,132653,0.5139423910503343,0.4602609816589146,0.025796627290751058,Democratic,-0.05368140939141974
06081,California,San Mateo,2008,2008/06081,303292,0.734691320575551,0.2474743811244609,0.01783429829998813,Democratic,-0.48721693945109007
06083,California,Santa Barbara,2008,2008/06083,174912,0.6038122027076472,0.3749599798755946,0.02122781741675814,Democratic,-0.22885222283205264
06085,California,Santa Clara,2008,2008/06085,665589,0.6944841336019676,0.2855200431497516,0.019995823248280847,Democratic,-0.408964090452216
06087,California,Santa Cruz,2008,2008/06087,127483,0.7745738647505942,0.1980185593373234,0.027407575912082396,Democratic,-0.5765553054132708
06089,California,Shasta,2008,2008/06089,80390,0.35908695111332256,0.6168428909068292,0.02407015797984824,Republican,0.25775593979350664
06091,California,Sierra,2008,2008/06091,1991,0.37317930688096435,0.5816172777498745,0.045203415369161226,Republican,0.20843797086891014
06093,California,Siskiyou,2008,2008/06093,21470,0.4327899394503959,0.5365626455519329,0.03064741499767117,Republican,0.103772706101537
06095,California,Solano,2008,2008/06095,160973,0.634236797475353,0.3481018555906891,0.017661346933957867,Democratic,-0.2861349418846639
06097,California,Sonoma,2008,2008/06097,229351,0.7363735061107212,0.24036084429542492,0.023265649593853962,Democratic,-0.49601266181529624
06099,California,Stanislaus,2008,2008/06099,161015,0.49858087755799146,0.4813029841940192,0.02011613824798932,Democratic,-0.017277893363972285
06101,California,Sutter,2008,2008/06101,32941,0.40715218117239915,0.5740870040375217,0.018760814790079232,Republican,0.1669348228651225
06103,California,Tehama,2008,2008/06103,24436,0.3660582746767065,0.6074234735635947,0.026518251759698803,Republican,0.24136519888688823
06105,California,Trinity,2008,2008/06105,6374,0.5072168183244431,0.4612488233448384,0.03153435833071854,Democratic,-0.04596799497960469
06107,California,Tulare,2008,2008/06107,105206,0.41474820827709447,0.5680759652491303,0.01717582647377526,Republican,0.15332775697203582
06109,California,Tuolumne,2008,2008/06109,27181,0.4242669511791325,0.5514145910746477,0.024318457746219786,Republican,0.12714763989551525
06111,California,Ventura,2008,2008/06111,339800,0.5520924072984108,0.4292319011183049,0.018675691583284283,Democratic,-0.12286050618010591
