FIPS,state,county,republican_minus_democratic_2012,republican_minus_democratic_2016,change
1077,Alabama,Lauderdale,0.3087422814429639,0.45406704617330795,0.14532476473034406
1079,Alabama,Lawrence,0.2696286848072563,0.4859397127250658,0.21631102791780948
1081,Alabama,Lee,0.1989183023970272,0.2261661401226537,0.0272478377256265
1083,Alabama,Limestone,0.4361657125130432,0.4863999602918549,0.05023424777881169
1085,Alabama,Lowndes,-0.530647520276559,-0.4685816876122082,0.06206583266435084
1087,Alabama,Macon,-0.742158937848759,-0.6712253829321663,0.0709335549165927
1089,Alabama,Madison,0.1861807441038572,0.1634014529741904,-0.022779291129666812
1091,Alabama,Marengo,-0.07202912368900061,-0.034746225213752924,0.03728289847524768
1093,Alabama,Marion,0.6152829409334986,0.7580098582871226,0.14272691735362408
1095,Alabama,Marshall,0.6008720751704232,0.6885264469362329,0.0876543717658097
1097,Alabama,Mobile,0.09226027083905207,0.1327451559306923,0.040484885091640235
1099,Alabama,Monroe,0.07723197609264104,0.14243987927173596,0.06520790317909492
1101,Alabama,Montgomery,-0.24285742317805425,-0.25984063080164377,-0.016983207623589514
1103,Alabama,Morgan,0.4450661962978731,0.5179685648842903,0.07290236858641724
1105,Alabama,Perry,-0.5020495163141498,-0.4579386131110269,0.04411090320312294
1107,Alabama,Pickens,0.06960774112995527,0.15552295116327808,0.08591521003332281
1109,Alabama,Pike,0.1366697384277309,0.20025820170109349,0.0635884632733626
1111,Alabama,Randolph,0.39873052510098095,0.5314616668302738,0.1327311417292929
1113,Alabama,Russell,-0.1176969119127072,-0.01916285832987119,0.09853405358283601
1115,Alabama,St. Clair,0.6609195402298851,0.6786979166666667,0.017778376436781596
1117,Alabama,Shelby,0.5554714778341098,0.4942323266241333,-0.06123915120997647
1119,Alabama,Sumter,-0.5457520990465348,-0.4936827328029949,0.05206936624353986
1121,Alabama,Talladega,0.1600395529320109,0.25422815577573565,0.09418860284372477
1123,Alabama,Tallapoosa,0.3227468267034893,0.41440008211023294,0.09165325540674363
1125,Alabama,Tuscaloosa,0.17432243287950114,0.1929987908101572,0.018676357930656057
1127,Alabama,Walker,0.5292240805020861,0.6707722584147666,0.14154817791268048
1129,Alabama,Washington,0.3172704488493962,0.4298605414273995,0.11259009257800329
1131,Alabama,Wilcox,-0.4867959090215234,-0.4253023864007845,0.06149352262073893
1133,Alabama,Winston,0.7232859789993824,0.8102395035392224,0.08695352453983995
4001,Arizona,Apache,-0.34420458062519343,-0.31969198510538305,0.024512595519810387
4003,Arizona,Cochise,0.22347611370732398,0.21277616714985506,-0.01069994655746892
4005,Arizona,Coconino,-0.15536138872242944,-0.18894687541817207,-0.03358548669574263
4007,Arizona,Gila,0.26746562616127834,0.19562907049622585,-0.07183655566505248
4009,Arizona,Graham,0.3768030366933783,0.232640598837782,-0.1441624378555963
4011,Arizona,Greenlee,0.09482178883658372,0.15408320493066252,0.0592614160940788
4012,Arizona,La Paz,0.32079762112996324,0.4079986556881197,0.08720103455815648
4013,Arizona,Maricopa,0.10722178070230244,0.02835376704421516,-0.07886801365808728
4015,Arizona,Mohave,0.42329667190401377,0.5107013747294948,0.08740470282548107
4017,Arizona,Navajo,0.07871970001339229,0.10219883853675488,0.023479138523362586
4019,Arizona,Pima,-0.06925310660562461,-0.13573901906839958,-0.06648591246277497
4021,Arizona,Pinal,0.16408622997738076,0.19241813718679085,0.02833190720941009
4023,Arizona,Santa Cruz,-0.3779329206851879,-0.4742286861802471,-0.0962957654950592
4025,Arizona,Yavapai,0.3046378748142756,0.3122761031017912,0.007638228287515592
4027,Arizona,Yuma,0.1261649941601316,0.010564044519901894,-0.11560094964022971
5001,Arkansas,Arkansas,0.2220511241145673,0.3037669027688345,0.08171577865426721
5003,Arkansas,Ashley,0.2535033455371796,0.3624891748113324,0.10898582927415279
5005,Arkansas,Baxter,0.4403536894358551,0.5318729130830719,0.09151922364721682
5007,Arkansas,Benton,0.403875998334532,0.33944063455341644,-0.06443536378111558
5009,Arkansas,Boone,0.4799558183353908,0.577803984855068,0.0978481665196772
5011,Arkansas,Bradley,0.18756845564074487,0.2318642211880646,0.04429576554731973
5013,Arkansas,Calhoun,0.3670653173873046,0.4041427941824592,0.03707747679515461
5015,Arkansas,Carroll,0.23853481292349996,0.3201338538761852,0.08159904095268525
5017,Arkansas,Chicot,-0.22448979591836735,-0.1518199233716475,0.07266987254671983
5019,Arkansas,Clark,0.06326554881674397,0.09195402298850576,0.02868847417176179
5021,Arkansas,Clay,0.2909980430528376,0.4965384615384616,0.205540418485624
5023,Arkansas,Cleburne,0.5214218253627543,0.6087712039718659,0.08734937860911163
5025,Arkansas,Cleveland,0.44947948560930795,0.5184853905784138,0.06900590496910586
5027,Arkansas,Columbia,0.2361713379164463,0.2606053786429616,0.024434040726515338
5029,Arkansas,Conway,0.1952134540750324,0.2766494260123628,0.0814359719373304
5031,Arkansas,Craighead,0.3098738170347003,0.34728586287352764,0.037412045838827346
5033,Arkansas,Crawford,0.4984702054295566,0.5433407572383073,0.044870551808750714
5035,Arkansas,Crittenden,-0.14889925819574068,-0.09064694082246738,0.0582523173732733
5037,Arkansas,Cross,0.2978596018560096,0.3760546988652895,0.0781950970092799
5039,Arkansas,Dallas,0.106355382619974,0.12414290869722122,0.01778752607724722
5041,Arkansas,Desha,-0.12375565610859734,-0.07258632840028195,0.05116932770831539
5043,Arkansas,Drew,0.1895070104025328,0.2430629264594389,0.0535559160569061
5045,Arkansas,Faulkner,0.3159913169319826,0.3096555642056095,-0.006335752726373101
5047,Arkansas,Franklin,0.4441896024464832,0.5410635155096011,0.09687391306311788
5049,Arkansas,Fulton,0.3310482087571872,0.5037720033528919,0.17272379459570464
5051,Arkansas,Garland,0.29979375368296995,0.3376056855777478,0.03781193189477783
5053,Arkansas,Grant,0.5187528939651181,0.5845533915379449,0.0658004975728268
5055,Arkansas,Greene,0.3685051958433253,0.5239041095890411,0.1553989137457158
5057,Arkansas,Hempstead,0.262389828059529,0.2871329266562633,0.024743098596734292
5059,Arkansas,Hot Spring,0.2901420959147425,0.4205458807769592,0.1304037848622167
5061,Arkansas,Howard,0.3184670551322277,0.386392811296534,0.0679257561643063
5063,Arkansas,Independence,0.4393804952811164,0.5182165417952108,0.07883604651409443
5065,Arkansas,Izard,0.3885941644562334,0.5376284875183555,0.14903432306212205
5067,Arkansas,Jackson,0.18271928184028424,0.3266097750193949,0.14389049317911068
5069,Arkansas,Jefferson,-0.2903261147427235,-0.25187302077701396,0.03845309396570956
5071,Arkansas,Johnson,0.2796986910348234,0.40210711150131695,0.12240842046649353
5073,Arkansas,Lafayette,0.18436326391259816,0.2538461538461539,0.06948288993355572
5075,Arkansas,Lawrence,0.3155234657039711,0.4927000879507476,0.1771766222467765
5077,Arkansas,Lee,-0.2415303738317757,-0.1672174487772637,0.07431292505451201
5079,Arkansas,Lincoln,0.2077294685990338,0.31442760062728703,0.10669813202825323
5081,Arkansas,Little River,0.3628984359532765,0.4224220394107519,0.05952360345747543
5083,Arkansas,Logan,0.4187696085117992,0.5089003913647266,0.09013078285292747
5085,Arkansas,Lonoke,0.5082109977606369,0.5274538745387454,0.01924287677810843
5087,Arkansas,Madison,0.3294762484774665,0.4882327145154218,0.1587564660379553
5089,Arkansas,Marion,0.3881718905119841,0.5490361615308851,0.160864271018901
5091,Arkansas,Miller,0.3981994911605454,0.4363308681871854,0.03813137702663999
5093,Arkansas,Mississippi,0.010168224299065444,0.105346864586489,0.09517864028742355
5095,Arkansas,Monroe,0.0006191950464396467,0.061373092926490964,0.06075389788005132
5097,Arkansas,Montgomery,0.4256756756756757,0.5324529362180388,0.10677726054236308
5099,Arkansas,Nevada,0.2015366430260048,0.2597042513863216,0.058167608360316786
5101,Arkansas,Newton,0.4138213602840754,0.5798028244071409,0.16598146412306553
5103,Arkansas,Ouachita,0.08608822103732428,0.10367388022143936,0.017585659184115088
5105,Arkansas,Perry,0.3539867953275775,0.4549465861588481,0.1009597908312706
5107,Arkansas,Phillips,-0.3283732660781841,-0.26808571839493744,0.06028754768324668
5109,Arkansas,Pike,0.5269271383315733,0.6191911580005024,0.09226401966892905
5111,Arkansas,Poinsett,0.34179894179894177,0.4690494690494691,0.12725052725052732
5113,Arkansas,Polk,0.5693761325394772,0.6567853237759689,0.08740919123649171
5115,Arkansas,Pope,0.471500562649836,0.4987372059019009,0.02723664325206493
5117,Arkansas,Prairie,0.4052849411015601,0.4909988385598141,0.08571389745825397
5119,Arkansas,Pulaski,-0.1145933329568769,-0.17722937111956746,-0.06263603816269056
5121,Arkansas,Randolph,0.27787105439892545,0.483461357579558,0.20559030318063254
5123,Arkansas,St. Francis,-0.1844056445826357,-0.11251682368775234,0.07188882089488335
5125,Arkansas,Saline,0.4269686796141261,0.433915547024952,0.0069468674108258965
5127,Arkansas,Scott,0.4763736263736264,0.6065527065527065,0.13017908017908014
5129,Arkansas,Searcy,0.5102869518137519,0.6314377682403434,0.12115081642659142
5131,Arkansas,Sebastian,0.37076241870762416,0.3769742590227838,0.006211840315159645
5133,Arkansas,Sevier,0.4836027713625866,0.483779044278825,0.0001762729162383958
5135,Arkansas,Sharp,0.3884388301524097,0.5428334942750724,0.15439466412266273
5137,Arkansas,Stone,0.4519985057900634,0.5179779280882877,0.06597942229822429
5139,Arkansas,Union,0.2621528788496245,0.2723452113176275,0.010192332468002996
5141,Arkansas,Van Buren,0.3939346811819595,0.522278239542172,0.1283435583602125
5143,Arkansas,Washington,0.16253193301163782,0.09907037539243352,-0.0634615576192043
5145,Arkansas,White,0.5373010485026778,0.5844079503288144,0.04710690182613664
5147,Arkansas,Woodruff,-0.04208566108007445,0.08907040062232596,0.1311560617024004
5149,Arkansas,Yell,0.3883495145631068,0.4857897189004504,0.09744020433734363
6001,California,Alameda,-0.6069115341094147,-0.6402900349399174,-0.033378500830502755
6003,California,Alpine,-0.2343032159264931,-0.19435215946843853,0.03995105645805458
6005,California,Amador,0.1955351577993088,0.252678470734183,0.05714331293487418
6007,California,Butte,0.019944464033850532,0.03743041312628187,0.017485949092431338
6009,California,Calaveras,0.16960433305792705,0.2406206777316736,0.07101634467374654
6011,California,Colusa,0.21329134902220748,0.13419782870928826,-0.07909352031291922
6013,California,Contra Costa,-0.35211740061064384,-0.436168820721832,-0.08405142011118816
6015,California,Del Norte,0.093842645381984,0.17252563297761034,0.07868298759562634
6017,California,El Dorado,0.17805889111676845,0.137224733147418,-0.04083415796935044
6019,California,Fresno,-0.017923168757509822,-0.0612498627439173,-0.043326693986407476
6021,California,Glenn,0.2530669851264792,0.2875395987328406,0.03447261360636139
6023,California,Humboldt,-0.2720027840612494,-0.2502616210377072,0.021741163023542176
6025,California,Imperial,-0.32047193050693634,-0.4151088561269261,-0.09463692561998976
6027,California,Inyo,0.11423593827775015,0.13517190205293106,0.020935963775180907
6029,California,Kern,0.1676193830371333,0.12653432338233067,-0.041085059654802636
6031,California,Kings,0.1493411420204978,0.13197700132684653,-0.017364140693651275
6033,California,Lake,-0.16942413748877774,-0.03661822338340953,0.1328059141053682
6035,California,Lassen,0.3971730787232051,0.5083618396047129,0.11118876088150781
6037,California,Los Angeles,-0.41859225222228896,-0.4934388528926351,-0.07484660067034615
6039,California,Madera,0.17142427130888482,0.14678047875301542,-0.024643792555869404
6041,California,Marin,-0.5130690772844866,-0.6242128768677346,-0.11114379958324805
6043,California,Mariposa,0.18244444444444446,0.23239833277008,0.04995388832563555
6045,California,Mendocino,-0.3865265442499357,-0.2986098140192652,0.08791673023067054
6047,California,Merced,-0.0874035161222747,-0.12137478986848245,-0.033971273746207745
6049,California,Modoc,0.4179628700451581,0.4802006335797255,0.06223776353456739
6051,California,Mono,-0.08646979347616296,-0.12547384382107654,-0.03900405034491358
6053,California,Monterey,-0.3686102430415001,-0.4062200167905973,-0.03760977374909724
6055,California,Napa,-0.28689790759724765,-0.3550153164309457,-0.06811740883369805
6057,California,Nevada,0.006250483783574623,-0.048930554291435335,-0.05518103807500996
6059,California,Orange,0.062255492293330876,-0.08585486183540836,-0.14811035412873924
6061,California,Placer,0.19322095235871628,0.11829533086485927,-0.07492562149385701
6063,California,Plumas,0.16870707673932522,0.2026663910706903,0.033959314331365065
6065,California,Riverside,-0.01652195852287408,-0.05383615188363977,-0.03731419336076569
6067,California,Sacramento,-0.1896038962169777,-0.243566409811739,-0.053962513594761286
6069,California,San Benito,-0.2065217391304348,-0.21346469622331693,-0.006942957092882118
6071,California,San Bernardino,-0.07351633744155373,-0.10641408109996747,-0.03289774365841375
6073,California,San Diego,-0.07567924366886357,-0.1972672994488672,-0.12158805578000363
6075,California,San Francisco,-0.7049852024728066,-0.7575210945509029,-0.05253589207809628
6077,California,San Joaquin,-0.13703180798936965,-0.143590018111578,-0.006558210122208363
6079,California,San Luis Obispo,-0.010275553574555507,-0.08105385566888135,-0.07077830209432584
6081,California,San Mateo,-0.4666421671566569,-0.5723987225813019,-0.10575655542464496
6083,California,Santa Barbara,-0.1807678177810434,-0.2872229701446947,-0.10645515236365133
6085,California,Santa Clara,-0.4291383334551409,-0.5213206026923061,-0.09218226923716516
6087,California,Santa Cruz,-0.5558765976934926,-0.5652106411221772,-0.009334043428684602
6089,California,Shasta,0.2914521516997445,0.3682185552071752,0.07676640350743075
6091,California,Sierra,0.2245125348189415,0.2442622950819672,0.01974976026302569
6093,California,Siskiyou,0.15223505775991966,0.2004196759711107,0.04818461821119105
6095,California,Solano,-0.29316339114691303,-0.3036487210513325,-0.010485329904419471
6097,California,Sonoma,-0.4579876956047813,-0.4714619918444302,-0.013474296239648909
6099,California,Stanislaus,-0.02745077846932137,-0.01831584817538601,0.009134930293935358
6101,California,Sutter,0.19113001998323992,0.15213435551710766,-0.03899566446613226
6103,California,Tehama,0.2742307524916221,0.3632675255144721,0.08903677302285001
6105,California,Trinity,0.0074021854071201765,0.10517059444249033,0.09776840903537015
6107,California,Tulare,0.15038575667655785,0.09537628856802033,-0.05500946810853752
6109,California,Tuolumne,0.15724875440515246,0.21262094089075168,0.05537218648559922
6111,California,Ventura,-0.0702532923107036,-0.17649818324491218,-0.10624489093420858
6113,California,Yolo,-0.3403423967774421,-0.4143379217931539,-0.07399552501571177
6115,California,Yuba,0.1809137055837564,0.228715540481781,0.04780183489802459
8001,Colorado,Adams,-0.16839925097883446,-0.08507474246766322,0.08332450851117124
8003,Colorado,Alamosa,-0.16470588235294115,-0.020608156794927224,0.14409772555801392
8005,Colorado,Arapahoe,-0.099178329760854,-0.14133827867716453,-0.04215994891631053
8007,Colorado,Archuleta,0.17716067716067713,0.24035972203297454,0.06319904487229741
8009,Colorado,Baca,0.5185185185185185,0.6827682303762193,0.16424971185770076
8011,Colorado,Bent,0.1338825952626158,0.3103269330565646,0.1764443377939488
8013,Colorado,Boulder,-0.41844244257628177,-0.4833476841959796,-0.06490524161969785
8014,Colorado,Broomfield,-0.05973701070872872,-0.1423226936241343,-0.08258568291540558
8015,Colorado,Chaffee,-0.001529344293634105,0.044711111111111146,0.04624045540474525
8017,Colorado,Cheyenne,0.655992680695334,0.7196007259528131,0.0636080452574791
8019,Colorado,Clear Creek,-0.11997213999651744,-0.026252983293556083,0.09371915670296135
8021,Colorado,Conejos,-0.09217264081931233,0.0355544505221283,0.1277270913414406
8023,Colorado,Costilla,-0.4866630375612412,-0.2905844155844156,0.19607862197682557
8025,Colorado,Crowley,0.2589880159786951,0.4846103470857892,0.22562233110709412
8027,Colorado,Custer,0.3388581952117864,0.4122635355512068,0.07340534033942042
8029,Colorado,Delta,0.3951648351648352,0.4507444907683145,0.05557965560347933
8031,Colorado,Denver,-0.493569643413525,-0.5480183937417884,-0.05444875032826341
8033,Colorado,Dolores,0.42168674698795183,0.5593625498007968,0.13767580281284497
8035,Colorado,Douglas,0.2575559807129532,0.1808862980602563,-0.07666968265269691
8037,Colorado,Eagle,-0.14915299100052934,-0.20255322523094,-0.053400234230410654
8039,Colorado,Elbert,0.4699534490055015,0.5364250844911754,0.06647163548567392
8041,Colorado,El Paso,0.20378392349444305,0.2232770161176548,0.01949309262321175
8043,Colorado,Fremont,0.3169083072100313,0.4471396714149184,0.13023136420488707
8045,Colorado,Garfield,0.05039331366764993,0.07030600680015109,0.019912693132501158
8047,Colorado,Gilpin,-0.1635710005991612,-0.01901565995525728,0.1445553406439039
8049,Colorado,Grand,0.06950042750702329,0.13227759664648353,0.06277716913946024
8051,Colorado,Gunnison,-0.19649244259836166,-0.195388865278368,0.001103577319993665
8053,Colorado,Hinsdale,0.20666666666666672,0.2410865874363328,0.034419920769666074
8055,Colorado,Huerfano,-0.0826602046311255,0.06608511763150937,0.14874532226263487
8057,Colorado,Jackson,0.4528301886792453,0.5319396051103368,0.07910941643109148
8059,Colorado,Jefferson,-0.048541722927356264,-0.06871461496828651,-0.02017289204093025
8061,Colorado,Kiowa,0.6808769792935444,0.7450292397660819,0.06415226047253753
8063,Colorado,Kit Carson,0.5259319286871962,0.6566720691518098,0.13074014046461357
8065,Colorado,Lake,-0.24375,-0.10815879962488277,0.13559120037511724
8067,Colorado,La Plata,-0.0923451206140351,-0.09431781701444623,-0.001972696400411131
8069,Colorado,Larimer,-0.057559107559107536,-0.04940810286763958,0.008151004691467956
8071,Colorado,Las Animas,-0.026522879626930892,0.156042985426174,0.1825658650531049
8073,Colorado,Lincoln,0.4962833406209008,0.608784893267652,0.11250155264675116
8075,Colorado,Logan,0.3799868478737395,0.5586299115408352,0.1786430636670957
8077,Colorado,Mesa,0.3238789806297723,0.36122236101631616,0.03734338038654389
8079,Colorado,Mineral,0.08153846153846163,0.1641104294478527,0.08257196790939107
8081,Colorado,Moffat,0.5455577172503242,0.679080459770115,0.1335227425197908
8083,Colorado,Montezuma,0.2320993667803215,0.30175766060040443,0.06965829382008293
8085,Colorado,Montrose,0.36830601092896176,0.4208439535542339,0.052537942625272116
8087,Colorado,Morgan,0.2496056416442424,0.4175585284280937,0.1679528867838513
8089,Colorado,Otero,0.0897216796875,0.2348556554661619,0.1451339757786619
8091,Colorado,Ouray,-0.05153029356652089,-0.1045317220543806,-0.053001428487859714
8093,Colorado,Park,0.14670083279948748,0.2605356628587885,0.113834830059301
8095,Colorado,Phillips,0.4631346578366446,0.5810463121783876,0.11791165434174306
8097,Colorado,Pitkin,-0.3796526054590571,-0.4545281763755583,-0.07487557091650121
8099,Colorado,Prowers,0.3518404277195146,0.4675039872408294,0.1156635595213148
8101,Colorado,Pueblo,-0.13986665616715227,0.004958929888360497,0.14482558605551277
8103,Colorado,Rio Blanco,0.6399525081626596,0.6826086956521739,0.042656187489514275
8105,Colorado,Rio Grande,0.07952286282306159,0.1958800144560896,0.11635715163302801
8107,Colorado,Routt,-0.15604115040925132,-0.16945516945516947,-0.013414019045918157
8109,Colorado,Saguache,-0.3071672354948806,-0.09523809523809523,0.2119291402567854
8111,Colorado,San Juan,-0.10671936758893276,-0.09881422924901184,0.007905138339920917
8113,Colorado,San Miguel,-0.4318609022556392,-0.4486024486024486,-0.016741546346809355
8115,Colorado,Sedgwick,0.3452914798206278,0.5483870967741935,0.2030956169535657
8117,Colorado,Summit,-0.24660397074190174,-0.2755657227649313,-0.028961752023029558
8119,Colorado,Teller,0.32587454314910125,0.4252284685682637,0.09935392541916244
8121,Colorado,Washington,0.6206098031648012,0.7328942553969996,0.1122844522321984
8123,Colorado,Weld,0.12708646194742207,0.22249460968189735,0.09540814773447528
8125,Colorado,Yuma,0.5468647585754861,0.6520559382174911,0.10519117964200497
9001,Connecticut,Fairfield,-0.10634387701007247,-0.1988917615720462,-0.09254788456197371
9003,Connecticut,Hartford,-0.2585177442382215,-0.22668508395925915,0.03183266027896234
9005,Connecticut,Litchfield,0.03619072348988933,0.13624515096159773,0.1000544274717084
9007,Connecticut,Middlesex,-0.15877804113098232,-0.07323072756815313,0.08554731356282919
9009,Connecticut,New Haven,-0.22329416717909512,-0.12285029788446615,0.10044386929462897
9011,Connecticut,New London,-0.18266407186669212,-0.06654361764134442,0.1161204542253477
9013,Connecticut,Tolland,-0.13284536790589851,-0.05569332506716263,0.07715204283873589
9015,Connecticut,Windham,-0.1331139501871209,0.07781909765263756,0.21093304783975847
10001,Delaware,Kent,-0.049376965179923134,0.04879487385720793,0.09817183903713106
10003,Delaware,New Castle,-0.34066631747694553,-0.2949567629987309,0.04570955447821462
10005,Delaware,Sussex,0.13025989767132545,0.21958720096596485,0.08932730329463939
11001,District of Columbia,District of Columbia,-0.8363482251058673,-0.8677634707069148,-0.03141524560104758
12001,Florida,Alachua,-0.17357870085867555,-0.2254474181580605,-0.05186871729938494
12003,Florida,Baker,0.5862068965517241,0.6476175399715054,0.06141064341978131
12005,Florida,Bay,0.4360701719237175,0.4619281213909186,0.025857949467201102
12007,Florida,Bradford,0.4206274172754619,0.495040502562407,0.07441308528694512
12009,Florida,Brevard,0.1271436025479848,0.1975174105327369,0.0703738079847521
12011,Florida,Broward,-0.3492904754224494,-0.35142574502584883,-0.0021352696033994367
12013,Florida,Calhoun,0.4392067620286086,0.5614208189442527,0.12221405691564408
12015,Florida,Charlotte,0.1427694197113909,0.2778031419262457,0.13503372221485482
12017,Florida,Citrus,0.21913843240684386,0.39732747804266,0.17818904563581614
12019,Florida,Clay,0.458261292693785,0.4427091648432144,-0.01555212785057064
12021,Florida,Collier,0.30059284296367833,0.2596068833472881,-0.04098595961639023
12023,Florida,Columbia,0.3669329602768472,0.44473473368864735,0.07780177341180017
12027,Florida,Desoto,0.14323365433350227,0.27703826955074873,0.13380461521724646
12029,Florida,Dixie,0.4688085290303991,0.6320466537073035,0.1632381246769044
12031,Florida,Duval,0.036124978147277664,0.013792625290331541,-0.022332352856946125
12033,Florida,Escambia,0.20555952108389114,0.20559589162387115,3.637053998001294e-05
12035,Florida,Flagler,0.07435517343611031,0.20562405439716186,0.13126888096105155
12037,Florida,Franklin,0.3151260504201681,0.3958437240232752,0.08071767360310711
12039,Florida,Gadsden,-0.4062402773456598,-0.37498304164970825,0.03125723569595157
12041,Florida,Gilchrist,0.5097989632064737,0.6273159144893112,0.11751695128283757
12043,Florida,Glades,0.18576084231637,0.3962784286698828,0.21051758635351278
12045,Florida,Gulf,0.4193866066404052,0.4948580830933772,0.07547147645297198
12047,Florida,Hamilton,0.16830035139633814,0.2818681318681319,0.11356778047179378
12049,Florida,Hardee,0.30902297259894823,0.40788606092575497,0.09886308832680674
12051,Florida,Hendry,0.05930289641629849,0.14215024741340535,0.08284735099710686
12053,Florida,Hernando,0.08495583682933527,0.28972450850782544,0.20476867167849017
12055,Florida,Highlands,0.2301149750259165,0.32018561484918795,0.09007063982327146
12057,Florida,Hillsborough,-0.06692651936351457,-0.06864437974768267,-0.0017178603841681017
12059,Florida,Holmes,0.6834662799129804,0.7787174066243834,0.09525112671140301
12061,Florida,Indian River,0.2233012425836785,0.2446849729405441,0.021383730356865582
12063,Florida,Jackson,0.2901485124874648,0.3735563899054228,0.08340787741795797
12065,Florida,Jefferson,-0.01754610655737704,0.05088293001962063,0.06842903657699767
12067,Florida,Lafayette,0.5828184760223595,0.6754127358490566,0.09259425982669711
12069,Florida,Lake,0.17136681011332067,0.2308432377890673,0.059476427675746624
12071,Florida,Lee,0.1653329125433,0.2041633478340788,0.038830435290778814
12073,Florida,Leon,-0.2364360680269358,-0.25140667315226256,-0.014970605125326775
12075,Florida,Levy,0.32257187890646233,0.4472286671822635,0.12465678827580118
12077,Florida,Liberty,0.4138246041412911,0.5740291262135923,0.16020452207230118
12079,Florida,Madison,0.034193918531267915,0.15579071134626693,0.12159679281499902
12081,Florida,Manatee,0.12459362438188555,0.17166038958861854,0.04706676520673299
12083,Florida,Marion,0.16241906001177306,0.2621179164281626,0.09969885641638956
12085,Florida,Martin,0.22917855286346397,0.2683117306975009,0.03913317783403694
12086,Florida,Miami-Dade,-0.2373399490387265,-0.2960067496153862,-0.05866680057665971
12087,Florida,Monroe,-0.004352612847888959,0.06904750694477135,0.07340011979266031
12089,Florida,Nassau,0.4855408606395578,0.5020061364172763,0.016465275777718502
12091,Florida,Okaloosa,0.4931222177683074,0.4770512121362352,-0.0160710056320722
12093,Florida,Okeechobee,0.20058422590068156,0.3952977367611513,0.19471351086046976
12095,Florida,Orange,-0.18242598513162608,-0.24653883117477465,-0.06411284604314857
12097,Florida,Osceola,-0.24514710482253585,-0.2507524642312027,-0.005605359408666827
12099,Florida,Palm Beach,-0.17021712242455314,-0.15441047692093995,0.015806645503613187
12101,Florida,Pasco,0.06631924447378645,0.21547323328039011,0.14915398880660366
12103,Florida,Pinellas,-0.05646905628553073,0.011169712613448736,0.06763876889897946
12105,Florida,Polk,0.06817916785626676,0.14067896762030713,0.07249979976404036
