FIPS,County Name,State,Size,Pop 2012,Pop 2013,Pop 2014,Pop 2015,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP/capita 2012,GDP/capita 2013,GDP/capita 2014,GDP/capita 2015,% Change (2012-2015),% Change (2014-2015),Add Zero FIPS
24011,Caroline,MD,Small,32643,32666,32558,32620,851914,893638,918061,978973,26097.90767,27356.823610000003,28197.7087,30011.4347,15.0%,6.4%,024011
02110,Juneau City and Borough,AK,Small,32395,32570,32490,32612,2279424,2273204,2337919,2287365,70363.45115,69794.41204,71958.11018999999,70138.75261,-0.3%,-2.5%,02110
48025,Bee,TX,Small,32474,32803,32837,32609,857903,917018,918558,793142,26418.1499,27955.30897,27973.26187,24322.794319999997,-7.9%,-13.0%,048025
39079,Jackson,OH,Small,32876,32802,32771,32564,817472,856514,880839,876059,24865.31208,26111.63953,26878.612189999996,26902.68395,8.2%,0.1%,039079
45089,Williamsburg,SC,Small,33569,33087,32734,32479,597656,609291,613829,658901,17803.807080000002,18414.81549,18752.03153,20286.98544,13.9%,8.2%,045089
24019,Dorchester,MD,Small,32475,32575,32513,32411,977314,1020113,1079951,1075926,30094.3495,31315.82502,33215.97515,33196.322239999994,10.3%,-0.1%,024019
18023,Clinton,IN,Small,32909,32788,32493,32411,1037865,1108037,1102059,1075060,31537.42137,33793.9795,33916.81285,33169.60291,5.2%,-2.2%,018023
18055,Greene,IN,Small,32928,32728,32629,32399,487032,522720,573850,542857,14790.816330000001,15971.645069999999,17587.11576,16755.36282,13.3%,-4.7%,018055
45023,Chester,SC,Small,32686,32722,32425,32390,763220,809273,827100,881462,23350.05813,24731.770669999998,25508.09561,27214.016669999997,16.5%,6.7%,045023
33007,Coos,NH,Small,31973,31946,32770,32322,992681,1047396,1065325,1117345,31047.477560000003,32786.45214,32509.154710000003,34569.178889999996,11.3%,6.3%,033007
47143,Rhea,TN,Small,32328,32463,32525,32320,1054919,1143959,1250388,1302428,32631.74338,35238.85654,38443.904689999996,40297.89604,23.5%,4.8%,047143
18077,Jefferson,IN,Small,32450,32404,32410,32313,1242686,1280210,1375348,1439358,38295.40832,39507.77682,42435.91484,44544.239160000005,16.3%,5.0%,018077
54051,Marshall,WV,Small,32796,32617,32332,32184,1567958,1790976,1861381,1710309,47809.42798,54909.280439999995,57570.858589999996,53141.5921,11.2%,-7.7%,054051
47079,Henry,TN,Small,32376,32229,32246,32145,1111916,1171656,1158353,1212865,34343.83494,36354.09104,35922.37797,37731.06237,9.9%,5.0%,047079
18169,Wabash,IN,Small,32386,32268,32106,31870,923558,1006884,1047132,1008891,28517.19879,31203.793230000003,32614.83835,31656.44807,11.0%,-2.9%,018169
38089,Stark,ND,Small,26899,28329,30338,31850,3688703,3901577,4693778,3565798,137131.6034,137723.7813,154716.1316,111955.9812,-18.4%,-27.6%,038089
40115,Ottawa,OK,Small,32122,32107,31876,31805,806311,774162,787957,825330,25101.51921,24111.93821,24719.4441,25949.69344,3.4%,5.0%,040115
26063,Huron,MI,Small,32438,32236,32026,31755,1201355,1259118,1253999,1281172,37035.42142,39059.37461,39155.654780000004,40345.52039,8.9%,3.0%,026063
23029,Washington,ME,Small,32551,32276,31928,31747,832066,799208,815602,841021,25561.91822,24761.68051,25545.03884,26491.35351,3.6%,3.7%,023029
45067,Marion,SC,Small,32418,32095,31936,31747,443671,457402,441765,435470,13685.946080000002,14251.50335,13832.821890000001,13716.88663,0.2%,-0.8%,045067
17109,McDonough,IL,Small,32538,32215,31892,31670,1117091,1204929,1187302,1142787,34331.888869999995,37402.73165,37228.83482,36084.21219,5.1%,-3.1%,017109
51009,Amherst,VA,Small,32436,32156,32039,31638,691660,737817,736136,767730,21323.83771,22944.924740000002,22976.2477,24266.07244,13.8%,5.6%,051009
39065,Hardin,OH,Small,31626,31731,31763,31613,751504,797017,829791,803763,23762.22096,25117.92884,26124.452980000002,25425.07829,7.0%,-2.7%,039065
31001,Adams,NE,Small,31369,31547,31387,31549,1443735,1517724,1545225,1502242,46024.25962,48109.93121,49231.36968,47616.15265,3.5%,-3.3%,031001
47117,Marshall,TN,Small,30915,31070,31250,31543,670371,699398,740589,783855,21684.327999999998,22510.39588,23698.847999999998,24850.362999999998,14.6%,4.9%,047117
12129,Wakulla,FL,Small,30853,31000,31408,31518,444129,479127,497042,545682,14395.00211,15455.709680000002,15825.33113,17313.34476,20.3%,9.4%,012129
47025,Claiborne,TN,Small,31746,31613,31529,31517,615595,633478,637605,657429,19391.26189,20038.52845,20222.81075,20859.504390000002,7.6%,3.1%,047025
01059,Franklin,AL,Small,31658,31504,31494,31467,720181,790238,726761,736392,22748.783880000003,25083.7354,23076.17324,23402.040230000002,2.9%,1.4%,01059
36095,Schoharie,NY,Small,32062,31926,31795,31463,667832,684832,698179,695594,20829.39305,21450.604519999997,21958.7671,22108.31771,6.1%,0.7%,036095
27119,Polk,MN,Small,31505,31635,31474,31458,1098378,1119397,1124590,1149600,34863.60895,35384.76371,35730.7619,36543.96338,4.8%,2.3%,027119
22053,Jefferson Davis,LA,Small,31448,31299,31450,31428,814496,824835,808953,794667,25899.77105,26353.397869999997,25721.87599,25285.31882,-2.4%,-1.7%,022053
51173,Smyth,VA,Small,31903,31773,31573,31413,968452,999178,996606,1011584,30356.142060000002,31447.392439999996,31565.13477,32202.71862,6.1%,2.0%,051173
21121,Knox,KY,Small,31502,31647,31518,31404,546402,520771,519974,511239,17344.99397,16455.61981,16497.68386,16279.423,-6.1%,-1.3%,021121
28001,Adams,MS,Small,32175,32111,31962,31400,894509,900833,975426,877169,27801.36752,28053.719910000003,30518.30298,27935.31847,0.5%,-8.5%,028001
48273,Kleberg,TX,Small,32092,32016,31850,31398,1117371,1237037,1230126,1233110,34817.742739999994,38638.087210000005,38622.48038,39273.52061,12.8%,1.7%,048273
06035,Lassen,CA,Small,33632,32135,31716,31393,989373,1011639,1051586,1092388,29417.60823,31480.908669999997,33156.32488,34797.184089999995,18.3%,4.9%,06035
13187,Lumpkin,GA,Small,30732,30917,31169,31350,514855,551262,577554,604198,16753.0587,17830.38458,18529.75713,19272.663480000003,15.0%,4.0%,013187
29209,Stone,MO,Small,31890,31654,31445,31315,451996,527789,566276,632396,14173.59674,16673.69053,18008.45921,20194.66709,42.5%,12.1%,029209
29167,Polk,MO,Small,31084,31124,31128,31279,571037,599888,598942,601893,18370.76953,19274.12929,19241.26189,19242.71876,4.7%,0.0%,029167
21177,Muhlenberg,KY,Small,31388,31331,31307,31248,1396858,1409358,1506205,1387136,44502.93106,44982.86043,48110.805889999996,44391.19304,-0.3%,-7.7%,021177
45033,Dillon,SC,Small,31529,31405,31296,31183,611997,629438,722380,842995,19410.60611,20042.60468,23082.18303,27033.80047,39.3%,17.1%,045033
21157,Marshall,KY,Small,31255,31203,30983,31045,1148308,1200112,1150496,1096710,36739.9776,38461.42999,37133.13753,35326.46159,-3.8%,-4.9%,021157
51117,Mecklenburg,VA,Small,31692,31249,31122,30951,879484,930927,962281,1036172,27750.978160000002,29790.6173,30919.638839999996,33477.81978,20.6%,8.3%,051117
28115,Pontotoc,MS,Small,30301,30678,30787,30834,721721,760483,809742,876791,23818.38883,24789.19747,26301.42593,28435.850039999998,19.4%,8.1%,028115
29069,Dunklin,MO,Small,31841,31723,31304,30825,818981,778329,767786,750261,25720.95726,24535.16376,24526.76974,24339.3674,-5.4%,-0.8%,029069
42047,Elk,PA,Small,31578,31401,31094,30788,1128417,1139099,1246891,1252225,35734.277030000005,36275.88293,40100.69467,40672.50227,13.8%,1.4%,042047
13261,Sumter,GA,Small,31601,31354,31185,30696,910966,939819,914478,946673,28827.12572,29974.453019999997,29324.29052,30840.27235,7.0%,5.2%,013261
50005,Caledonia,VT,Small,31015,31040,30873,30634,942251,957114,954844,1040702,30380.49331,30834.85825,30928.1249,33972.12248,11.8%,9.8%,050005
26035,Clare,MI,Small,30792,30592,30724,30608,680253,685236,720304,732551,22091.874509999998,22399.18933,23444.34318,23933.31809,8.3%,2.1%,026035
47131,Obion,TN,Small,31306,31011,30815,30559,810855,883593,903183,1020373,25900.945509999998,28492.889619999998,29309.8491,33390.26146,28.9%,13.9%,047131
27047,Freeborn,MN,Small,31029,30929,30740,30488,1036921,1066880,1063047,1075082,33417.8027,34494.487369999995,34581.88029,35262.46392,5.5%,2.0%,027047
53031,Jefferson,WA,Small,29782,29990,30135,30350,659288,700350,714877,759010,22137.12981,23352.78426,23722.48216,25008.56672,13.0%,5.4%,053031
55123,Vernon,WI,Small,30023,30088,30189,30313,879258,938976,994531,1022229,29286.147289999997,31207.657539999997,32943.48935,33722.46231,15.1%,2.4%,055123
41045,Malheur,OR,Small,30635,30659,30367,30204,938866,946624,991014,1026388,30646.84185,30875.89289,32634.57042,33981.85671,10.9%,4.1%,041045
28083,Leflore,MS,Small,30788,30737,30685,30194,1169021,1198950,1160928,1162612,37970.020789999995,39006.73455,37833.72984,38504.736039999996,1.4%,1.8%,028083
38059,Morton,ND,Small,28078,28928,29767,30190,1177292,1237959,1475427,1492245,41929.3397,42794.48977,49565.86152,49428.45313,17.9%,-0.3%,038059
13227,Pickens,GA,Small,29282,29409,29840,30181,728928,684978,755638,829123,24893.3816,23291.4414,25322.98928,27471.687489999997,10.4%,8.5%,013227
48067,Cass,TX,Small,30023,30232,30121,30143,588925,645068,669760,669939,19615.79456,21337.258530000003,22235.64955,22225.359119999997,13.3%,0.0%,048067
01093,Marion,AL,Small,30480,30220,30200,30116,694213,764694,724233,735849,22776.01706,25304.23561,23981.225169999998,24433.82255,7.3%,1.9%,01093
39053,Gallia,OH,Small,30869,30615,30347,30083,2247750,2156180,2332444,2276613,72815.76987,70428.87473,76859.1294,75677.72496,3.9%,-1.5%,039053
23007,Franklin,ME,Small,30651,30519,30236,30072,950545,950792,953105,966065,31011.875630000002,31154.10072,31522.192089999997,32125.066510000004,3.6%,1.9%,023007
54029,Hancock,WV,Small,30435,30358,30228,29950,1065087,1021907,1095885,1041744,34995.46575,33661.86837,36253.96983,34782.77129,-0.6%,-4.1%,054029
56033,Sheridan,WY,Small,29528,29735,29888,29940,1321358,1356053,1412053,1411778,44749.322680000005,45604.60737,47244.813969999996,47153.57381,5.4%,-0.2%,056033
08029,Delta,CO,Small,30449,30321,29947,29902,743174,759752,813988,803929,24407.17265,25056.95722,27180.953019999997,26885.45917,10.2%,-1.1%,08029
51033,Caroline,VA,Small,28954,29261,29754,29898,525771,555279,572645,574032,18158.83816,18976.76088,19245.98373,19199.67891,5.7%,-0.2%,051033
08117,Summit,CO,Small,28229,28655,29186,29852,2022214,1832186,2018723,2269211,71636.04804,63939.487,69167.51182,76015.37585,6.1%,9.9%,08117
29207,Stoddard,MO,Small,29814,29797,29786,29734,958682,1162569,1280693,1285942,32155.430330000003,39016.31037,42996.47485,43248.200710000005,34.5%,0.6%,029207
21021,Boyle,KY,Small,28978,29579,29760,29714,1091745,1077440,1051006,1096243,37674.96031,36425.84266,35316.06183,36893.148010000004,-2.1%,4.5%,021021
13123,Gilmer,GA,Small,28293,28719,29037,29607,693592,613728,644085,633476,24514.61492,21370.10342,22181.527019999998,21396.15631,-12.7%,-3.5%,013123
55121,Trempealeau,WI,Small,29305,29493,29458,29504,1173921,1226207,1288146,1388690,40058.72718,41576.20452,43728.22323,47067.85521,17.5%,7.6%,055121
48015,Austin,TX,Small,28516,28651,28940,29447,1070796,1138985,1150295,1305153,37550.70837,39753.760780000004,39747.5812,44322.104119999996,18.0%,11.5%,048015
28099,Neshoba,MS,Small,29714,29506,29428,29445,946126,931042,882769,835003,31841.085010000003,31554.32793,29997.587330000002,28358.0574,-10.9%,-5.5%,028099
13305,Wayne,GA,Small,30333,30007,29913,29441,763631,717647,687785,694423,25174.925,23915.986269999998,22992.84592,23586.93659,-6.3%,2.6%,013305
40015,Caddo,OK,Small,29740,29597,29455,29418,714983,707871,733734,686213,24041.123069999998,23916.98483,24910.3378,23326.296830000003,-3.0%,-6.4%,040015
40039,Custer,OK,Small,28472,29197,29387,29418,1390785,1410213,1444101,1356839,48847.46418,48299.92807,49140.810560000005,46122.74798,-5.6%,-6.1%,040039
24023,Garrett,MD,Small,29954,29954,29635,29416,996718,1088834,1138967,1164797,33274.95493,36350.20365,38433.17024,39597.39597,19.0%,3.0%,024023
30047,Lake,MT,Small,29014,29051,29138,29416,575739,597549,634078,666924,19843.48935,20568.96492,21761.2053,22672.15121,14.3%,4.2%,030047
17107,Logan,IL,Small,30333,29793,29644,29412,873745,940613,911052,881688,28805.096760000004,31571.610780000003,30733.09945,29977.15218,4.1%,-2.5%,017107
49051,Wasatch,UT,Small,25428,26673,27906,29273,508231,576515,671262,700460,19987.06151,21614.17913,24054.3969,23928.53483,19.7%,-0.5%,049051
17135,Montgomery,IL,Small,29611,29326,29442,29230,1088618,1162432,1137603,1046231,36763.97285,39638.2732,38638.78133,35793.05508,-2.6%,-7.4%,017135
13177,Lee,GA,Small,28710,29047,29138,29197,433905,445733,441648,444211,15113.37513,15345.23359,15157.114419999998,15214.268590000001,0.7%,0.4%,013177
54083,Randolph,WV,Small,29390,29532,29316,29165,840170,808565,835446,833502,28586.93433,27379.283489999998,28497.953339999996,28578.844510000003,0.0%,0.3%,054083
54035,Jackson,WV,Small,29264,29176,29126,29164,739356,764767,768476,789288,25265.03554,26212.19495,26384.53615,27063.777260000003,7.1%,2.6%,054035
56029,Park,WY,Small,28933,29170,29119,29110,1464909,1472798,1425896,1358022,50631.0787,50490.16112,48967.890380000004,46651.39127,-7.9%,-4.7%,056029
51197,Wythe,VA,Small,29317,29272,29045,29101,1402304,1625622,1692722,1982285,47832.45216,55535.05056,58279.29076,68117.41865,42.4%,16.9%,051197
27115,Pine,MN,Small,29199,29075,29084,29045,513673,526072,537923,559511,17592.14357,18093.61995,18495.49581,19263.59098,9.5%,4.2%,027115
47055,Giles,TN,Small,28969,28806,28824,28950,788056,819154,846744,907284,27203.42435,28436.922860000002,29376.353039999998,31339.68912,15.2%,6.7%,047055
20051,Ellis,KS,Small,29074,29012,28934,28929,1303196,1454351,1574190,1597690,44823.416110000006,50129.29133,54406.234879999996,55227.97192999999,23.2%,1.5%,020051
50017,Orange,VT,Small,28911,28849,28878,28885,610354,604381,603632,612402,21111.480059999998,20949.80762,20902.832609999998,21201.3848,0.4%,1.4%,050017
28029,Copiah,MS,Small,29022,28881,28928,28812,559184,593271,601590,570798,19267.5901,20541.91337,20796.11449,19811.12037,2.8%,-4.7%,028029
26105,Mason,MI,Small,28643,28647,28711,28721,843724,881858,932836,957096,29456.551339999998,30783.60736,32490.54369,33323.90933,13.1%,2.6%,026105
26007,Alpena,MI,Small,29161,28953,28874,28705,917173,955469,973226,1015547,31452.042110000002,33000.69077,33705.96384,35378.74935,12.5%,5.0%,026007
13143,Haralson,GA,Small,28312,28335,28483,28701,634292,576611,582484,621328,22403.6451,20349.77942,20450.23347,21648.30494,-3.4%,5.9%,013143
29127,Marion,MO,Small,28740,28765,28761,28688,965784,1023793,1030611,1053902,33604.17537,35591.62176,35833.62887,36736.684330000004,9.3%,2.5%,029127
49039,Sanpete,UT,Small,27950,28128,28307,28686,513819,508239,493537,499093,18383.50626,18068.79266,17435.15738,17398.48707,-5.4%,-0.2%,049039
27021,Cass,MN,Small,28405,28477,28543,28677,660905,651224,660717,701981,23267.20648,22868.420130000002,23148.12739,24478.88552,5.2%,5.7%,027021
20113,McPherson,KS,Small,29181,29373,28863,28615,1404845,1398595,1343693,1402768,48142.45571,47614.98655,46554.1697,49022.121269999996,1.8%,5.3%,020113
39047,Fayette,OH,Small,28754,28666,28630,28583,886974,939638,943595,942468,30846.977810000004,32778.83207,32958.26057,32973.02592,6.9%,0.0%,039047
17075,Iroquois,IL,Small,29264,28936,28723,28534,843193,1018407,952137,858991,28813.32012,35195.154819999996,33148.93987,30104.1214,4.5%,-9.2%,017075
39073,Hocking,OH,Small,29302,28647,28739,28491,532883,580605,599730,577595,18185.89175,20267.567280000003,20868.15825,20272.89319,11.5%,-2.9%,039073
13169,Jones,GA,Small,28623,28575,28654,28447,295235,315488,329189,340012,10314.60713,11040.69991,11488.41349,11952.47302,15.9%,4.0%,013169
13311,White,GA,Small,27633,27836,28035,28397,520009,493023,496763,496204,18818.40553,17711.70427,17719.38648,17473.81766,-7.1%,-1.4%,013311
28123,Scott,MS,Small,28331,28304,28500,28392,910339,985378,956505,961078,32132.25795,34814.08988,33561.57895,33850.30995,5.3%,0.9%,028123
18137,Ripley,IN,Small,28435,28285,28335,28388,1061248,1063636,1134259,1272526,37321.89203,37604.24253,40030.31586,44826.194169999995,20.1%,12.0%,018137
13195,Madison,GA,Small,28026,28155,28330,28384,329369,327538,314277,320924,11752.26575,11633.38661,11093.43452,11306.510709999999,-3.8%,1.9%,013195
28137,Tate,MS,Small,28532,28355,28246,28379,423571,443310,441281,428330,14845.47175,15634.279669999998,15622.77845,15093.20272,1.7%,-3.4%,028137
47115,Marion,TN,Small,28214,28301,28350,28376,593601,617954,633189,665112,21039.23584,21835.05883,22334.70899,23439.244430000002,11.4%,4.9%,047115
35017,Grant,NM,Small,29208,29047,28820,28325,1117430,1132471,1180618,1126995,38257.66913,38987.53744,40965.23248,39787.99647,4.0%,-2.9%,035017
39161,Van Wert,OH,Small,28618,28331,28308,28289,883478,935028,944411,1049321,30871.4096,33003.70619,33361.98248,37092.8983,20.2%,11.2%,039161
28145,Union,MS,Small,27329,27749,28116,28265,763469,797476,861549,930843,27936.2216,28738.90951,30642.65898,32932.7083,17.9%,7.5%,028145
39131,Pike,OH,Small,28496,28398,28307,28245,918769,1021671,1200043,1308974,32242.03397,35976.86457,42393.86018,46343.56523,43.7%,9.3%,039131
08087,Morgan,CO,Small,28198,28169,28044,28145,1317762,1335373,1388673,1439279,46732.4633,47405.7652,49517.65083,51137.999639999995,9.4%,3.3%,08087
35047,San Miguel,NM,Small,29058,28749,28418,28144,539923,542435,551693,556292,18580.87274,18867.960619999998,19413.50552,19765.91814,6.4%,1.8%,035047
51145,Powhatan,VA,Small,28171,28293,28483,28045,603697,627304,663247,695056,21429.7327,22171.70325,23285.71429,24783.59779,15.7%,6.4%,051145
47077,Henderson,TN,Small,28014,27948,27987,27964,749967,690913,678132,699264,26771.15014,24721.37541,24230.24976,25005.864680000002,-6.6%,3.2%,047077
48363,Palo Pinto,TX,Small,27856,27872,28016,27956,855832,863649,929339,865770,30723.434810000002,30986.25861,33171.7233,30969.02275,0.8%,-6.6%,048363
47017,Carroll,TN,Small,28652,28588,28358,27953,619499,626774,625848,648934,21621.49239,21924.37386,22069.53946,23215.182630000003,7.4%,5.2%,047017
39001,Adams,OH,Small,28300,28096,28063,27914,1427668,1529341,1439509,1474044,50447.63251,54432.69505,51295.62057,52806.62033,4.7%,2.9%,039001
40049,Garvin,OK,Small,27328,27415,27603,27888,1420596,1206207,1266868,1269865,51983.16745,43998.06675,45896.02579,45534.45927,-12.4%,-0.8%,040049
46029,Codington,SD,Small,27599,27850,27946,27887,1391532,1401019,1343335,1363719,50419.65289,50305.88869,48068.954410000006,48901.6029,-3.0%,1.7%,046029
55069,Lincoln,WI,Small,28486,28318,28096,27863,868659,887510,918796,972820,30494.242789999997,31340.84328,32702.02164,34914.402610000005,14.5%,6.8%,055069
06021,Glenn,CA,Small,27894,27866,27909,27841,806251,900458,965358,995172,28904.101239999996,32313.85918,34589.48726,35744.83675,23.7%,3.3%,06021
18179,Wells,IN,Small,27696,27705,27798,27835,947846,1007360,930534,933155,34223.20913,36360.22379,33474.85431,33524.51949,-2.0%,0.1%,018179
51167,Russell,VA,Small,28400,28309,28046,27826,685782,691533,685344,685352,24147.25352,24428.02642,24436.42587,24629.91447,2.0%,0.8%,051167
18079,Jennings,IN,Small,28139,28222,27910,27822,564360,572918,579609,621028,20056.149830000002,20300.40394,20767.07273,22321.47222,11.3%,7.5%,018079
18175,Washington,IN,Small,27923,27789,27894,27777,499900,556785,543867,557847,17902.80414,20036.165390000002,19497.6339,20083.054330000003,12.2%,3.0%,018175
42131,Wyoming,PA,Small,28365,28101,28118,27761,1097430,1193779,1333196,1457120,38689.58223,42481.726630000005,47414.325339999996,52488.022769999996,35.7%,10.7%,042131
05015,Carroll,AR,Small,27595,27771,27715,27751,652964,728623,718322,706748,23662.40261,26236.82979,25918.16706,25467.47865,7.6%,-1.7%,05015
21163,Meade,KY,Small,29264,29240,29102,27749,405503,449392,435333,444160,13856.71815,15369.08345,14958.86881,16006.342569999999,15.5%,7.0%,021163
45087,Union,SC,Small,28201,27994,27914,27731,674821,835791,708074,672801,23928.97415,29856.0763,25366.267819999997,24261.69269,1.4%,-4.4%,045087
27079,Le Sueur,MN,Small,27659,27702,27804,27717,699685,747159,811575,746214,25296.82924,26971.301710000003,29189.14545,26922.61067,6.4%,-7.8%,027079
39019,Carroll,OH,Small,28540,28256,28131,27716,526817,676654,788386,1074686,18458.89979,23947.26784,28025.523439999997,38774.93145,110.1%,38.4%,039019
45053,Jasper,SC,Small,25797,26428,26762,27605,732469,797932,887715,928680,28393.5729,30192.67444,33170.72715,33641.731569999996,18.5%,1.4%,045053
45069,Marlboro,SC,Small,28237,28061,28023,27579,612943,658122,671370,699907,21707.08645,23453.26254,23957.820359999998,25378.25882,16.9%,5.9%,045069
21173,Montgomery,KY,Small,26865,27232,27360,27569,846585,871759,898652,961412,31512.562810000003,32012.3017,32845.46784,34872.936989999995,10.7%,6.2%,021173
37123,Montgomery,NC,Small,27542,27482,27352,27519,668248,708102,765617,773392,24262.87125,25766.02867,27991.26206,28103.9282,15.8%,0.4%,037123
21095,Harlan,KY,Small,28673,28486,28016,27507,829194,745548,691304,592748,28918.98302,26172.43558,24675.328380000003,21548.987530000002,-25.5%,-12.7%,021095
39069,Henry,OH,Small,27808,27805,27586,27472,1042626,1083426,1106038,1105736,37493.74281,38965.15015,40094.178210000005,40249.56319,7.4%,0.4%,039069
21043,Carter,KY,Small,27639,27589,27511,27436,422820,427991,416845,412644,15297.94855,15513.10305,15151.939219999998,15040.2391,-1.7%,-0.7%,021043
28163,Yazoo,MS,Small,28336,27994,27811,27411,562679,660817,663586,635911,19857.389890000002,23605.6655,23860.55877,23199.117140000002,16.8%,-2.8%,028163
21013,Bell,KY,Small,28295,28041,27841,27379,741400,705368,663485,590937,26202.509280000002,25154.88035,23831.22014,21583.58596,-17.6%,-9.4%,021013
54057,Mineral,WV,Small,27859,27664,27531,27366,791547,785314,782591,787327,28412.61352,28387.579530000003,28425.8109,28770.26237,1.3%,1.2%,054057
12003,Baker,FL,Small,27043,27000,27123,27364,430363,433332,449376,472948,15914.02581,16049.333330000001,16568.07875,17283.58427,8.6%,4.3%,012003
48407,San Jacinto,TX,Small,26946,26737,27056,27361,201912,209611,220159,265998,7493.208640000001,7839.735198,8137.159965000001,9721.793794,29.7%,19.5%,048407
21193,Perry,KY,Small,28317,28001,27570,27357,1266688,1189943,1160285,1101372,44732.42222,42496.446560000004,42085.05622,40259.23895,-10.0%,-4.3%,021193
48185,Grimes,TX,Small,26672,26793,27009,27330,1229702,1226641,1142388,1081576,46104.604080000005,45782.144589999996,42296.56781,39574.67984,-14.2%,-6.4%,048185
55029,Door,WI,Small,27534,27607,27471,27307,1091383,1178511,1149434,1253644,39637.648,42688.847030000004,41841.724,45909.25404,15.8%,9.7%,055029
12049,Hardee,FL,Small,27412,27286,27303,27257,939935,805441,880659,893349,34289.17992,29518.47101,32255.02692,32775.030269999996,-4.4%,1.6%,012049
06015,Del Norte,CA,Small,28203,27830,27206,27253,599490,609034,609210,653240,21256.249340000002,21884.08193,22392.48695,23969.47125,12.8%,7.0%,06015
13279,Toombs,GA,Small,27194,27213,27178,27215,825263,846874,885610,929404,30347.24572,31120.1999,32585.547130000003,34150.43175,12.5%,4.8%,013279
20009,Barton,KS,Small,27537,27458,27329,27163,1214307,1232391,1312397,1206368,44097.28729,44882.766410000004,48022.13766,44412.17833,0.7%,-7.5%,020009
28127,Simpson,MS,Small,27413,27519,27490,27140,489946,531217,504976,499095,17872.7611,19303.64475,18369.443430000003,18389.64628,2.9%,0.1%,028127
37039,Cherokee,NC,Small,27032,27122,27093,27132,606583,661762,674648,648645,22439.44214,24399.454319999997,24901.19219,23907.010169999998,6.5%,-4.0%,037039
22031,De Soto,LA,Small,27022,27092,27066,27111,883282,902386,866117,885417,32687.513880000002,33308.20907,32000.18473,32658.957619999997,-0.1%,2.1%,022031
16051,Jefferson,ID,Small,26631,26783,26921,27095,493363,502314,506634,525550,18525.890880000003,18754.9565,18819.28606,19396.56763,4.7%,3.1%,016051
13087,Decatur,GA,Small,27456,27407,27194,27083,630047,685598,697526,732456,22947.516030000003,25015.43401,25649.99632,27044.86209,17.9%,5.4%,013087
54053,Mason,WV,Small,27193,27120,27121,27047,784426,768985,937047,943144,28846.614939999996,28354.904130000003,34550.60654,34870.55866,20.9%,0.9%,054053
50019,Orleans,VT,Small,27153,27131,27022,27008,798332,836694,906183,960070,29401.2448,30839.040210000003,33535.00851,35547.61552,20.9%,6.0%,050019
35006,Cibola,NM,Small,27379,27341,27080,26976,688544,661981,676125,648286,25148.61755,24212.0259,24967.68833,24031.95433,-4.4%,-3.7%,035006
13225,Peach,GA,Small,27680,27077,27097,26962,607557,635387,736470,829085,21949.313580000002,23465.93049,27179.023510000003,30750.129810000002,40.1%,13.1%,013225
47097,Lauderdale,TN,Small,27665,27562,27360,26940,656241,687180,726194,800216,23720.98319,24932.15296,26542.178359999998,29703.637710000003,25.2%,11.9%,047097
48463,Uvalde,TX,Small,26715,26848,27062,26925,807987,889155,935764,919735,30244.693989999996,33118.10936,34578.523389999995,34159.14578,12.9%,-1.2%,048463
28133,Sunflower,MS,Small,28404,27906,27398,26902,608642,648382,620641,614985,21428.0383,23234.50154,22652.78487,22860.19627,6.7%,0.9%,028133
36049,Lewis,NY,Small,27184,27096,27096,26836,712340,769803,815929,796804,26204.38493,28410.20815,30112.525830000002,29691.608289999996,13.3%,-1.4%,036049
46093,Meade,SD,Small,25836,26416,26738,26800,558452,573490,585405,608177,21615.265519999997,21709.948519999998,21894.120730000002,22693.17164,5.0%,3.6%,046093
12007,Bradford,FL,Small,27050,26806,26559,26744,514705,475744,536955,532487,19027.91128,17747.66843,20217.44042,19910.52199,4.6%,-1.5%,012007
21141,Logan,KY,Small,26711,26971,26808,26737,943917,994823,1027425,1073820,35338.13785,36884.91343,38325.31334,40162.32188,13.7%,4.8%,021141
37009,Ashe,NC,Small,26957,26889,26838,26727,560879,613416,624355,635957,20806.43247,22812.89747,23263.84231,23794.552330000002,14.4%,2.3%,037009
45037,Edgefield,SC,Small,26505,26466,26652,26709,420238,453360,498497,541013,15855.046219999998,17129.90252,18703.92466,20255.83137,27.8%,8.3%,045037
13207,Monroe,GA,Small,26375,26620,26660,26705,1853386,1731148,1700618,1592716,70270.55924,65031.85575,63789.122279999996,59641.1159,-15.1%,-6.5%,013207
01061,Geneva,AL,Small,26928,26684,26598,26639,406627,442997,432996,450916,15100.52733,16601.59646,16279.269119999999,16926.911669999998,12.1%,4.0%,01061
05123,St. Francis,AR,Small,27973,27491,27078,26636,638792,671273,667770,670957,22836.02045,24417.91859,24660.97939,25189.85583,10.3%,2.1%,05123
51949,Southampton + Franklin,VA,Small,26988,26868,26617,26458,545672,537554,543481,570972,20219.06032,20007.22049,20418.56708,21580.31597,6.7%,5.7%,051949
19015,Boone,IA,Small,26137,26283,26282,26439,910602,974546,1008721,981480,34839.57608,37078.94837,38380.67879,37122.43277,6.6%,-3.3%,019015
18021,Clay,IN,Small,26785,26659,26424,26389,532899,584853,582150,623639,19895.42654,21938.29476,22031.10808,23632.53628,18.8%,7.3%,018021
18031,Decatur,IN,Small,26020,26216,26427,26380,1348787,1382430,1397417,1430196,51836.54881,52732.30088,52878.38196,54215.163,4.6%,2.5%,018031
