FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
1035,Alabama,Conecuh,2008,2008/01035,6943,0.493878727,0.499783955,0.006337318,Republican,0.005905228
1037,Alabama,Coosa,2008,2008/01037,5563,0.408592486,0.583857631,0.007549883,Republican,0.175265145
1039,Alabama,Covington,2008,2008/01039,15787,0.205232153,0.788243491,0.006524355,Republican,0.583011338
1041,Alabama,Crenshaw,2008,2008/01041,6291,0.308059132,0.686536322,0.005404546,Republican,0.37847719
1043,Alabama,Cullman,2008,2008/01043,35305,0.166095454,0.818467639,0.015436907,Republican,0.652372185
1045,Alabama,Dale,2008,2008/01045,19320,0.272774327,0.71873706,0.008488613,Republican,0.445962733
1047,Alabama,Dallas,2008,2008/01047,20852,0.670727029,0.326011893,0.003261078,Democratic,-0.344715135
1049,Alabama,DeKalb,2008,2008/01049,24015,0.235602748,0.747740995,0.016656257,Republican,0.512138247
1051,Alabama,Elmore,2008,2008/01051,34315,0.241905872,0.751187527,0.006906601,Republican,0.509281655
1053,Alabama,Escambia,2008,2008/01053,14674,0.353550497,0.638885103,0.0075644,Republican,0.285334605
1055,Alabama,Etowah,2008,2008/01055,44737,0.301696582,0.683885822,0.014417596,Republican,0.382189239
1057,Alabama,Fayette,2008,2008/01057,7957,0.250596959,0.739349001,0.01005404,Republican,0.488752042
1059,Alabama,Franklin,2008,2008/01059,11693,0.296673223,0.688275036,0.01505174,Republican,0.391601813
1061,Alabama,Geneva,2008,2008/01061,11657,0.183065969,0.807840782,0.009093249,Republican,0.624774813
1063,Alabama,Greene,2008,2008/01063,5305,0.830914232,0.165127238,0.00395853,Democratic,-0.665786993
1065,Alabama,Hale,2008,2008/01065,8214,0.606525444,0.389578768,0.003895788,Democratic,-0.216946676
1067,Alabama,Henry,2008,2008/01067,8648,0.348982424,0.645814061,0.005203515,Republican,0.296831637
1069,Alabama,Houston,2008,2008/01069,41735,0.292919612,0.700946448,0.00613394,Republican,0.408026836
1071,Alabama,Jackson,2008,2008/01071,20874,0.305355945,0.67466705,0.019977005,Republican,0.369311105
1073,Alabama,Jefferson,2008,2008/01073,318524,0.521533699,0.470674109,0.007792191,Democratic,-0.05085959
1075,Alabama,Lamar,2008,2008/01075,7075,0.228127208,0.765936396,0.005936396,Republican,0.537809187
1077,Alabama,Lauderdale,2008,2008/01077,38104,0.349805795,0.631639723,0.018554482,Republican,0.281833928
1079,Alabama,Lawrence,2008,2008/01079,14680,0.351771117,0.631948229,0.016280654,Republican,0.280177112
1081,Alabama,Lee,2008,2008/01081,54325,0.395729406,0.593281178,0.010989416,Republican,0.197551772
1083,Alabama,Limestone,2008,2008/01083,33551,0.284224017,0.703347143,0.01242884,Republican,0.419123126
1085,Alabama,Lowndes,2008,2008/01085,7278,0.748694696,0.248557296,0.002748008,Democratic,-0.5001374
1087,Alabama,Macon,2008,2008/01087,10877,0.868805737,0.128344213,0.002850051,Democratic,-0.740461524
1089,Alabama,Madison,2008,2008/01089,152899,0.41934218,0.568774158,0.011883662,Republican,0.149431978
1091,Alabama,Marengo,2008,2008/01091,11471,0.516607096,0.480864789,0.002528114,Democratic,-0.035742307
1093,Alabama,Marion,2008,2008/01093,12355,0.210441117,0.771833266,0.017725617,Republican,0.561392149
1095,Alabama,Marshall,2008,2008/01095,33166,0.21220527,0.775704034,0.012090695,Republican,0.563498764
1097,Alabama,Mobile,2008,2008/01097,181424,0.452977555,0.540441176,0.006581268,Republican,0.087463621
1099,Alabama,Monroe,2008,2008/01099,11252,0.446587273,0.548791326,0.004621401,Republican,0.102204053
1101,Alabama,Montgomery,2008,2008/01101,104743,0.593509829,0.401277412,0.005212759,Democratic,-0.192232416
1103,Alabama,Morgan,2008,2008/01103,50542,0.274919869,0.712555894,0.012524237,Republican,0.437636025
1105,Alabama,Perry,2008,2008/01105,6159,0.723656438,0.27260919,0.003734372,Democratic,-0.451047248
1107,Alabama,Pickens,2008,2008/01107,10067,0.456342505,0.539783451,0.003874044,Republican,0.083440946
1109,Alabama,Pike,2008,2008/01109,13955,0.421282694,0.573557865,0.005159441,Republican,0.15227517
1111,Alabama,Randolph,2008,2008/01111,10384,0.295069337,0.690966872,0.01396379,Republican,0.395897535
1113,Alabama,Russell,2008,2008/01113,18915,0.533174729,0.460216759,0.006608512,Democratic,-0.07295797
1115,Alabama,St. Clair,2008,2008/01115,34088,0.178684581,0.811106548,0.010208871,Republican,0.632421967
1117,Alabama,Shelby,2008,2008/01117,90643,0.227541013,0.761890052,0.010568935,Republican,0.53434904
1119,Alabama,Sumter,2008,2008/01119,7020,0.74985755,0.246581197,0.003561254,Democratic,-0.503276353
1121,Alabama,Talladega,2008,2008/01121,34204,0.40284762,0.588001403,0.009150976,Republican,0.185153783
1123,Alabama,Tallapoosa,2008,2008/01123,19311,0.313966133,0.679198384,0.006835482,Republican,0.365232251
1125,Alabama,Tuscaloosa,2008,2008/01125,78912,0.41560219,0.575387774,0.009010036,Republican,0.159785584
1127,Alabama,Walker,2008,2008/01127,28652,0.258969705,0.72323049,0.017799805,Republican,0.464260785
1129,Alabama,Washington,2008,2008/01129,8775,0.34951567,0.644330484,0.006153846,Republican,0.294814815
1131,Alabama,Wilcox,2008,2008/01131,6494,0.710194025,0.287650139,0.002155836,Democratic,-0.422543887
1133,Alabama,Winston,2008,2008/01133,10031,0.175157013,0.807795833,0.017047154,Republican,0.63263882
4001,Arizona,Apache,2008,2008/04001,24262,0.634325282,0.352444151,0.013230566,Democratic,-0.281881131
4003,Arizona,Cochise,2008,2008/04003,48820,0.388017206,0.594551413,0.017431381,Republican,0.206534207
4005,Arizona,Coconino,2008,2008/04005,54344,0.57840792,0.408251141,0.013340939,Democratic,-0.170156779
4007,Arizona,Gila,2008,2008/04007,22333,0.353020194,0.631128823,0.015850983,Republican,0.278108628
4009,Arizona,Graham,2008,2008/04009,12007,0.290413925,0.697593071,0.011993004,Republican,0.407179145
4011,Arizona,Greenlee,2008,2008/04011,2913,0.399931342,0.587710264,0.012358393,Republican,0.187778922
4012,Arizona,La Paz,2008,2008/04012,5552,0.347442363,0.632024496,0.020533141,Republican,0.284582133
4013,Arizona,Maricopa,2008,2008/04013,1364962,0.441159534,0.546863576,0.01197689,Republican,0.105704042
4015,Arizona,Mohave,2008,2008/04015,67605,0.326780564,0.655765106,0.01745433,Republican,0.328984543
4017,Arizona,Navajo,2008,2008/04017,35800,0.435167598,0.55198324,0.012849162,Republican,0.116815642
4019,Arizona,Pima,2008,2008/04019,393428,0.524248401,0.463632482,0.012119117,Democratic,-0.06061592
4021,Arizona,Pinal,2008,2008/04021,104883,0.421936825,0.566545579,0.011517596,Republican,0.144608755
4023,Arizona,Santa Cruz,2008,2008/04023,13303,0.652709915,0.339622642,0.007667443,Democratic,-0.313087274
4025,Arizona,Yavapai,2008,2008/04025,99648,0.37019308,0.614081567,0.015725353,Republican,0.243888487
4027,Arizona,Yuma,2008,2008/04027,43615,0.425518744,0.563498796,0.01098246,Republican,0.137980053
5001,Arkansas,Arkansas,2008,2008/05001,6978,0.375322442,0.599742046,0.024935512,Republican,0.224419604
5003,Arkansas,Ashley,2008,2008/05003,8642,0.34436473,0.625549641,0.030085628,Republican,0.281184911
5005,Arkansas,Baxter,2008,2008/05005,19981,0.327260898,0.64321105,0.029528052,Republican,0.315950153
5007,Arkansas,Benton,2008,2008/05007,76073,0.306692256,0.6720387,0.021269044,Republican,0.365346444
5009,Arkansas,Boone,2008,2008/05009,15474,0.286609797,0.68340442,0.029985783,Republican,0.396794623
5011,Arkansas,Bradley,2008,2008/05011,4041,0.415738679,0.559762435,0.024498886,Republican,0.144023756
5013,Arkansas,Calhoun,2008,2008/05013,2217,0.311682454,0.659449707,0.028867839,Republican,0.347767253
5015,Arkansas,Carroll,2008,2008/05015,10579,0.394366197,0.57500709,0.030626713,Republican,0.180640892
5017,Arkansas,Chicot,2008,2008/05017,5208,0.584293395,0.40687404,0.008832565,Democratic,-0.177419355
5019,Arkansas,Clark,2008,2008/05019,9094,0.469210468,0.506707719,0.024081812,Republican,0.037497251
5021,Arkansas,Clay,2008,2008/05021,5511,0.407185629,0.550172383,0.042641989,Republican,0.142986754
5023,Arkansas,Cleburne,2008,2008/05023,11338,0.260275181,0.702240254,0.037484565,Republican,0.441965073
5025,Arkansas,Cleveland,2008,2008/05025,3505,0.259914408,0.699286733,0.040798859,Republican,0.439372325
5027,Arkansas,Columbia,2008,2008/05027,9558,0.371835112,0.613203599,0.014961289,Republican,0.241368487
5029,Arkansas,Conway,2008,2008/05029,8138,0.386950111,0.576431556,0.036618334,Republican,0.189481445
5031,Arkansas,Craighead,2008,2008/05031,30968,0.364699044,0.609693878,0.025607078,Republican,0.244994833
5033,Arkansas,Crawford,2008,2008/05033,20532,0.255113968,0.715371128,0.029514904,Republican,0.46025716
5035,Arkansas,Crittenden,2008,2008/05035,18255,0.565872364,0.41906327,0.015064366,Democratic,-0.146809093
5037,Arkansas,Cross,2008,2008/05037,7130,0.361851332,0.616129032,0.022019635,Republican,0.2542777
5039,Arkansas,Dallas,2008,2008/05039,3318,0.443339361,0.529535865,0.027124774,Republican,0.086196504
5041,Arkansas,Desha,2008,2008/05041,4678,0.54916631,0.427319367,0.023514322,Democratic,-0.121846943
5043,Arkansas,Drew,2008,2008/05043,6610,0.393040847,0.583963691,0.022995461,Republican,0.190922844
5045,Arkansas,Faulkner,2008,2008/05045,41179,0.363170548,0.615896452,0.020933,Republican,0.252725904
5047,Arkansas,Franklin,2008,2008/05047,6475,0.288648649,0.681235521,0.03011583,Republican,0.392586873
5049,Arkansas,Fulton,2008,2008/05049,4676,0.389007699,0.577844311,0.03314799,Republican,0.188836612
5051,Arkansas,Garland,2008,2008/05051,43719,0.363663396,0.613577621,0.022758984,Republican,0.249914225
5053,Arkansas,Grant,2008,2008/05053,6793,0.229942588,0.739437656,0.030619756,Republican,0.509495068
5055,Arkansas,Greene,2008,2008/05055,13612,0.333602703,0.630179254,0.036218043,Republican,0.29657655
5057,Arkansas,Hempstead,2008,2008/05057,7349,0.390393251,0.581439652,0.028167098,Republican,0.191046401
5059,Arkansas,Hot Spring,2008,2008/05059,11955,0.358678377,0.603011292,0.03831033,Republican,0.244332915
5061,Arkansas,Howard,2008,2008/05061,4846,0.360297152,0.610193974,0.029508873,Republican,0.249896822
5063,Arkansas,Independence,2008,2008/05063,12299,0.299861777,0.67119278,0.028945443,Republican,0.371331003
5065,Arkansas,Izard,2008,2008/05065,5218,0.3434266,0.611920276,0.044653124,Republican,0.268493676
5067,Arkansas,Jackson,2008,2008/05067,5582,0.395378001,0.558581154,0.046040846,Republican,0.163203153
5069,Arkansas,Jefferson,2008,2008/05069,29689,0.621947523,0.35888713,0.019165347,Democratic,-0.263060393
5071,Arkansas,Johnson,2008,2008/05071,8180,0.370904645,0.601711491,0.027383863,Republican,0.230806846
5073,Arkansas,Lafayette,2008,2008/05073,2902,0.3904204,0.580634045,0.028945555,Republican,0.190213646
5075,Arkansas,Lawrence,2008,2008/05075,5830,0.366723842,0.575814751,0.057461407,Republican,0.209090909
5077,Arkansas,Lee,2008,2008/05077,3763,0.601381876,0.386393835,0.012224289,Democratic,-0.214988041
5079,Arkansas,Lincoln,2008,2008/05079,4406,0.388107127,0.570358602,0.041534271,Republican,0.182251475
5081,Arkansas,Little River,2008,2008/05081,5152,0.340256211,0.630240683,0.029503106,Republican,0.289984472
5083,Arkansas,Logan,2008,2008/05083,7907,0.289110914,0.676615657,0.034273429,Republican,0.387504743
5085,Arkansas,Lonoke,2008,2008/05085,23741,0.25137947,0.726254159,0.02236637,Republican,0.474874689
5087,Arkansas,Madison,2008,2008/05087,6328,0.338811631,0.627686473,0.033501896,Republican,0.288874842
5089,Arkansas,Marion,2008,2008/05089,7162,0.332867914,0.631667132,0.035464954,Republican,0.298799218
5091,Arkansas,Miller,2008,2008/05091,15063,0.323242382,0.658102636,0.018654982,Republican,0.334860254
5093,Arkansas,Mississippi,2008,2008/05093,14010,0.475874375,0.49793005,0.026195575,Republican,0.022055675
5095,Arkansas,Monroe,2008,2008/05095,3449,0.468251667,0.508553204,0.023195129,Republican,0.040301537
5097,Arkansas,Montgomery,2008,2008/05097,3622,0.301490889,0.652954169,0.045554942,Republican,0.35146328
5099,Arkansas,Nevada,2008,2008/05099,3635,0.405502063,0.567262724,0.027235213,Republican,0.16176066
5101,Arkansas,Newton,2008,2008/05101,3960,0.298484848,0.653535354,0.047979798,Republican,0.355050505
5103,Arkansas,Ouachita,2008,2008/05103,9960,0.436345382,0.544879518,0.0187751,Republican,0.108534137
5105,Arkansas,Perry,2008,2008/05105,4279,0.315961673,0.641037626,0.043000701,Republican,0.325075952
5107,Arkansas,Phillips,2008,2008/05107,8969,0.634964879,0.345300479,0.019734642,Democratic,-0.2896644
5109,Arkansas,Pike,2008,2008/05109,3966,0.274583964,0.687594554,0.037821483,Republican,0.41301059
5111,Arkansas,Poinsett,2008,2008/05111,7928,0.345862765,0.618440969,0.035696266,Republican,0.272578204
5113,Arkansas,Polk,2008,2008/05113,7681,0.254784533,0.71253743,0.032678037,Republican,0.457752897
5115,Arkansas,Pope,2008,2008/05115,22079,0.271842022,0.705104398,0.02305358,Republican,0.433262376
5117,Arkansas,Prairie,2008,2008/05117,3381,0.309967465,0.657497782,0.032534753,Republican,0.347530316
5119,Arkansas,Pulaski,2008,2008/05119,161343,0.550714937,0.435172273,0.014112791,Democratic,-0.115542664
5121,Arkansas,Randolph,2008,2008/05121,6319,0.390726381,0.572084191,0.037189429,Republican,0.18135781
5123,Arkansas,St. Francis,2008,2008/05123,9505,0.577169911,0.412098895,0.010731194,Democratic,-0.165071015
5125,Arkansas,Saline,2008,2008/05125,44653,0.284303406,0.693816765,0.021879829,Republican,0.409513359
5127,Arkansas,Scott,2008,2008/05127,3995,0.263579474,0.698623279,0.037797247,Republican,0.435043805
5129,Arkansas,Searcy,2008,2008/05129,3847,0.249805043,0.708604107,0.04159085,Republican,0.458799064
5131,Arkansas,Sebastian,2008,2008/05131,43212,0.316416736,0.662709433,0.020873831,Republican,0.346292696
5133,Arkansas,Sevier,2008,2008/05133,4580,0.281877729,0.68231441,0.03580786,Republican,0.400436681
5135,Arkansas,Sharp,2008,2008/05135,7252,0.335907336,0.625344732,0.038747932,Republican,0.289437397
5137,Arkansas,Stone,2008,2008/05137,5324,0.300150263,0.663786627,0.03606311,Republican,0.363636364
5139,Arkansas,Union,2008,2008/05139,17179,0.360323651,0.62151464,0.018161709,Republican,0.261190989
5141,Arkansas,Van Buren,2008,2008/05141,6703,0.320901089,0.637923318,0.041175593,Republican,0.317022229
5143,Arkansas,Washington,2008,2008/05143,68380,0.424407722,0.555176952,0.020415326,Republican,0.130769231
5145,Arkansas,White,2008,2008/05145,26955,0.249749583,0.722203673,0.028046745,Republican,0.47245409
5147,Arkansas,Woodruff,2008,2008/05147,2761,0.51140891,0.436798261,0.051792829,Democratic,-0.074610648
5149,Arkansas,Yell,2008,2008/05149,6036,0.33184228,0.630881378,0.037276342,Republican,0.299039099
6001,California,Alameda,2008,2008/06001,621029,0.787573527,0.192511139,0.019915334,Democratic,-0.595062388
6003,California,Alpine,2008,2008/06003,692,0.60982659,0.36416185,0.026011561,Democratic,-0.24566474
6005,California,Amador,2008,2008/06005,18810,0.415364168,0.561456672,0.02317916,Republican,0.146092504
6007,California,Butte,2008,2008/06007,98325,0.498479532,0.475016527,0.026503941,Democratic,-0.023463005
6009,California,Calaveras,2008,2008/06009,23306,0.421050373,0.550716554,0.028233073,Republican,0.12966618
6011,California,Colusa,2008,2008/06011,6429,0.399595583,0.580650179,0.019754239,Republican,0.181054596
6013,California,Contra Costa,2008,2008/06013,451650,0.67969224,0.302083472,0.018224289,Democratic,-0.377608768
6015,California,Del Norte,2008,2008/06015,9531,0.453572553,0.521141538,0.025285909,Republican,0.067568985
6017,California,El Dorado,2008,2008/06017,92926,0.436142737,0.541441577,0.022415686,Republican,0.10529884
6019,California,Fresno,2008,2008/06019,272289,0.502062147,0.48116156,0.016776293,Democratic,-0.020900587
6021,California,Glenn,2008,2008/06021,9879,0.377973479,0.598238688,0.023787833,Republican,0.220265209
6023,California,Humboldt,2008,2008/06023,63727,0.62284432,0.340719005,0.036436675,Democratic,-0.282125316
6025,California,Imperial,2008,2008/06025,38820,0.622411128,0.360844925,0.016743946,Democratic,-0.261566203
6027,California,Inyo,2008,2008/06027,8533,0.438649947,0.530059768,0.031290285,Republican,0.091409821
6029,California,Kern,2008,2008/06029,232850,0.401361391,0.578883401,0.019755207,Republican,0.17752201
6031,California,Kings,2008,2008/06031,35108,0.420046713,0.561410505,0.018542782,Republican,0.141363792
6033,California,Lake,2008,2008/06033,25542,0.581551954,0.388967191,0.029480855,Democratic,-0.192584762
6035,California,Lassen,2008,2008/06035,11387,0.314920523,0.657152894,0.027926583,Republican,0.34223237
6037,California,Los Angeles,2008,2008/06037,3318248,0.691887104,0.288231922,0.019880973,Democratic,-0.403655182
6039,California,Madera,2008,2008/06039,42355,0.423846063,0.556793767,0.01936017,Republican,0.132947704
6041,California,Marin,2008,2008/06041,140197,0.779759909,0.20245797,0.017782121,Democratic,-0.577301939
6043,California,Mariposa,2008,2008/06043,9651,0.424826443,0.548958657,0.0262149,Republican,0.124132214
6045,California,Mendocino,2008,2008/06045,40016,0.695796681,0.267917833,0.036285486,Democratic,-0.427878848
6047,California,Merced,2008,2008/06047,63808,0.533334378,0.449849549,0.016816073,Democratic,-0.083484829
6049,California,Modoc,2008,2008/06049,4420,0.297058824,0.674434389,0.028506787,Republican,0.377375566
6051,California,Mono,2008,2008/06051,5571,0.555196554,0.422545324,0.022258122,Democratic,-0.13265123
6053,California,Monterey,2008,2008/06053,129783,0.681545349,0.298937457,0.019517194,Democratic,-0.382607892
6055,California,Napa,2008,2008/06055,59642,0.65136984,0.326682539,0.021947621,Democratic,-0.324687301
6057,California,Nevada,2008,2008/06057,55647,0.514259529,0.461174906,0.024565565,Democratic,-0.053084623
6059,California,Orange,2008,2008/06059,1153687,0.476349304,0.501924699,0.021725997,Republican,0.025575394
6061,California,Placer,2008,2008/06061,173107,0.433905041,0.54675432,0.019340639,Republican,0.112849278
6063,California,Plumas,2008,2008/06063,11028,0.427548059,0.54724338,0.02520856,Republican,0.119695321
6065,California,Riverside,2008,2008/06065,647299,0.502112625,0.478976485,0.01891089,Democratic,-0.02313614
6067,California,Sacramento,2008,2008/06067,541101,0.584929616,0.394719285,0.020351099,Democratic,-0.19021033
6069,California,San Benito,2008,2008/06069,19705,0.604770363,0.376807917,0.01842172,Democratic,-0.227962446
6071,California,San Bernardino,2008,2008/06071,606334,0.520703111,0.457516814,0.021780075,Democratic,-0.063186297
6073,California,San Diego,2008,2008/06073,1231047,0.541474858,0.439489313,0.019035829,Democratic,-0.101985546
6075,California,San Francisco,2008,2008/06075,382865,0.841602131,0.136580779,0.02181709,Democratic,-0.705021352
6077,California,San Joaquin,2008,2008/06077,209349,0.544421039,0.437580308,0.017998653,Democratic,-0.10684073
6079,California,San Luis Obispo,2008,2008/06079,132653,0.513942391,0.460260982,0.025796627,Democratic,-0.053681409
6081,California,San Mateo,2008,2008/06081,303292,0.734691321,0.247474381,0.017834298,Democratic,-0.487216939
6083,California,Santa Barbara,2008,2008/06083,174912,0.603812203,0.37495998,0.021227817,Democratic,-0.228852223
6085,California,Santa Clara,2008,2008/06085,665589,0.694484134,0.285520043,0.019995823,Democratic,-0.40896409
6087,California,Santa Cruz,2008,2008/06087,127483,0.774573865,0.198018559,0.027407576,Democratic,-0.576555305
6089,California,Shasta,2008,2008/06089,80390,0.359086951,0.616842891,0.024070158,Republican,0.25775594
6091,California,Sierra,2008,2008/06091,1991,0.373179307,0.581617278,0.045203415,Republican,0.208437971
6093,California,Siskiyou,2008,2008/06093,21470,0.432789939,0.536562646,0.030647415,Republican,0.103772706
6095,California,Solano,2008,2008/06095,160973,0.634236797,0.348101856,0.017661347,Democratic,-0.286134942
6097,California,Sonoma,2008,2008/06097,229351,0.736373506,0.240360844,0.02326565,Democratic,-0.496012662
6099,California,Stanislaus,2008,2008/06099,161015,0.498580878,0.481302984,0.020116138,Democratic,-0.017277893
6101,California,Sutter,2008,2008/06101,32941,0.407152181,0.574087004,0.018760815,Republican,0.166934823
6103,California,Tehama,2008,2008/06103,24436,0.366058275,0.607423474,0.026518252,Republican,0.241365199
6105,California,Trinity,2008,2008/06105,6374,0.507216818,0.461248823,0.031534358,Democratic,-0.045967995
6107,California,Tulare,2008,2008/06107,105206,0.414748208,0.568075965,0.017175826,Republican,0.153327757
6109,California,Tuolumne,2008,2008/06109,27181,0.424266951,0.551414591,0.024318458,Republican,0.12714764
6111,California,Ventura,2008,2008/06111,339800,0.552092407,0.429231901,0.018675692,Democratic,-0.122860506
6113,California,Yolo,2008,2008/06113,79749,0.670704335,0.308367503,0.020928162,Democratic,-0.362336832
6115,California,Yuba,2008,2008/06115,21401,0.414279707,0.561048549,0.024671744,Republican,0.146768843
8001,Colorado,Adams,2008,2008/08001,160499,0.582203004,0.398606845,0.019190151,Democratic,-0.183596159
8003,Colorado,Alamosa,2008,2008/08003,6286,0.56013363,0.419185492,0.020680878,Democratic,-0.140948139
8005,Colorado,Arapahoe,2008,2008/08005,266148,0.556900672,0.427829629,0.0152697,Democratic,-0.129071043
8007,Colorado,Archuleta,2008,2008/08007,6625,0.428075472,0.549132075,0.022792453,Republican,0.121056604
8009,Colorado,Baca,2008,2008/08009,2175,0.246436782,0.722758621,0.030804598,Republican,0.476321839
8011,Colorado,Bent,2008,2008/08011,1920,0.416145833,0.5609375,0.022916667,Republican,0.144791667
8013,Colorado,Boulder,2008,2008/08013,171763,0.722850672,0.261429994,0.015719334,Democratic,-0.461420678
8014,Colorado,Broomfield,2008,2008/08014,29453,0.548942383,0.433130751,0.017926867,Democratic,-0.115811632
8015,Colorado,Chaffee,2008,2008/08015,9920,0.490020161,0.491229839,0.01875,Republican,0.001209677
8017,Colorado,Cheyenne,2008,2008/08017,1111,0.178217822,0.801080108,0.02070207,Republican,0.622862286
8019,Colorado,Clear Creek,2008,2008/08019,5767,0.577770071,0.398820877,0.023409051,Democratic,-0.178949194
8021,Colorado,Conejos,2008,2008/08021,3874,0.556014455,0.426690759,0.017294786,Democratic,-0.129323696
8023,Colorado,Costilla,2008,2008/08023,1697,0.733647613,0.244549204,0.021803182,Democratic,-0.489098409
8025,Colorado,Crowley,2008,2008/08025,1558,0.354300385,0.626444159,0.019255456,Republican,0.272143774
8027,Colorado,Custer,2008,2008/08027,2629,0.346899962,0.635983264,0.017116774,Republican,0.289083302
8029,Colorado,Delta,2008,2008/08029,15434,0.329402618,0.652261241,0.018336141,Republican,0.322858624
8031,Colorado,Denver,2008,2008/08031,271533,0.754538122,0.230421348,0.015040529,Democratic,-0.524116774
8033,Colorado,Dolores,2008,2008/08033,1217,0.303204601,0.672144618,0.024650781,Republican,0.368940016
8035,Colorado,Douglas,2008,2008/08035,151819,0.408117561,0.580348968,0.011533471,Republican,0.172231407
8037,Colorado,Eagle,2008,2008/08037,21652,0.609043045,0.377748014,0.013208941,Democratic,-0.23129503
8039,Colorado,Elbert,2008,2008/08039,13206,0.289186733,0.689686506,0.021126761,Republican,0.400499773
8041,Colorado,El Paso,2008,2008/08041,273175,0.398641896,0.586869223,0.014488881,Republican,0.188227327
8043,Colorado,Fremont,2008,2008/08043,19919,0.343591546,0.635975702,0.020432753,Republican,0.292384156
8045,Colorado,Garfield,2008,2008/08045,23082,0.49202842,0.492115068,0.015856512,Republican,8.66E-05
8047,Colorado,Gilpin,2008,2008/08047,3301,0.591941836,0.379581945,0.028476219,Democratic,-0.212359891
8049,Colorado,Grand,2008,2008/08049,8308,0.485917188,0.496870486,0.017212325,Republican,0.010953298
8051,Colorado,Gunnison,2008,2008/08051,8870,0.62638106,0.352987599,0.020631342,Democratic,-0.273393461
8053,Colorado,Hinsdale,2008,2008/08053,599,0.40066778,0.574290484,0.025041736,Republican,0.173622705
8055,Colorado,Huerfano,2008,2008/08055,3643,0.545978589,0.433708482,0.020312929,Democratic,-0.112270107
8057,Colorado,Jackson,2008,2008/08057,913,0.3033954,0.683461117,0.013143483,Republican,0.380065717
8059,Colorado,Jefferson,2008,2008/08059,295062,0.535999214,0.446099464,0.017901322,Democratic,-0.08989975
8061,Colorado,Kiowa,2008,2008/08061,852,0.208920188,0.762910798,0.028169014,Republican,0.55399061
8063,Colorado,Kit Carson,2008,2008/08063,3442,0.264962231,0.713248112,0.021789657,Republican,0.44828588
8065,Colorado,Lake,2008,2008/08065,3002,0.619253831,0.359093937,0.021652232,Democratic,-0.260159893
8067,Colorado,La Plata,2008,2008/08067,27979,0.573894707,0.411129776,0.014975517,Democratic,-0.162764931
8069,Colorado,Larimer,2008,2008/08069,166373,0.539883274,0.442625907,0.017490819,Democratic,-0.097257367
8071,Colorado,Las Animas,2008,2008/08071,6761,0.526845141,0.456441355,0.016713504,Democratic,-0.070403786
8073,Colorado,Lincoln,2008,2008/08073,2304,0.236979167,0.745225694,0.017795139,Republican,0.508246528
8075,Colorado,Logan,2008,2008/08075,8977,0.317032416,0.668597527,0.014370057,Republican,0.351565111
8077,Colorado,Mesa,2008,2008/08077,69631,0.344788959,0.640203358,0.015007683,Republican,0.295414399
8079,Colorado,Mineral,2008,2008/08079,623,0.433386838,0.53611557,0.030497592,Republican,0.102728732
8081,Colorado,Moffat,2008,2008/08081,5871,0.269460058,0.704309317,0.026230625,Republican,0.434849259
8083,Colorado,Montezuma,2008,2008/08083,11825,0.394164905,0.588668076,0.017167019,Republican,0.194503171
8085,Colorado,Montrose,2008,2008/08085,19153,0.339111366,0.63692372,0.023964914,Republican,0.297812353
8087,Colorado,Morgan,2008,2008/08087,10234,0.372581591,0.612859097,0.014559312,Republican,0.240277506
