FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
13205,Georgia,Mitchell,2016,2016/13205,7880,0.443274112,0.543020305,0.013705584,Republican,0.099746193
13207,Georgia,Monroe,2016,2016/13207,12687,0.28146922,0.696145661,0.022385119,Republican,0.41467644
13209,Georgia,Montgomery,2016,2016/13209,3576,0.236856823,0.746644295,0.016498881,Republican,0.509787472
13211,Georgia,Morgan,2016,2016/13211,9475,0.281055409,0.692242744,0.026701847,Republican,0.411187335
13213,Georgia,Murray,2016,2016/13213,12458,0.144485471,0.830069032,0.025445497,Republican,0.685583561
13215,Georgia,Muscogee,2016,2016/13215,69032,0.577282999,0.390775293,0.031941708,Democratic,-0.186507707
13217,Georgia,Newton,2016,2016/13217,43987,0.498851934,0.475435924,0.025712142,Democratic,-0.023416009
13219,Georgia,Oconee,2016,2016/13219,20149,0.276986451,0.666286168,0.056727381,Republican,0.389299717
13221,Georgia,Oglethorpe,2016,2016/13221,6674,0.274348217,0.692987714,0.03266407,Republican,0.418639497
13223,Georgia,Paulding,2016,2016/13223,64890,0.277777778,0.688272461,0.033949761,Republican,0.410494683
13225,Georgia,Peach,2016,2016/13225,10752,0.474330357,0.50344122,0.022228423,Republican,0.029110863
13227,Georgia,Pickens,2016,2016/13227,14038,0.140974498,0.829961533,0.029063969,Republican,0.688987035
13229,Georgia,Pierce,2016,2016/13229,7311,0.123512515,0.861988784,0.014498701,Republican,0.738476269
13231,Georgia,Pike,2016,2016/13231,8725,0.142120344,0.834154728,0.023724928,Republican,0.692034384
13233,Georgia,Polk,2016,2016/13233,14215,0.201688357,0.774815336,0.023496307,Republican,0.573126979
13235,Georgia,Pulaski,2016,2016/13235,3605,0.306241331,0.676005548,0.017753121,Republican,0.369764216
13237,Georgia,Putnam,2016,2016/13237,9488,0.290682968,0.689713322,0.01960371,Republican,0.399030354
13239,Georgia,Quitman,2016,2016/13239,1044,0.441570881,0.550766284,0.007662835,Republican,0.109195402
13241,Georgia,Rabun,2016,2016/13241,7992,0.180680681,0.786661662,0.032657658,Republican,0.605980981
13243,Georgia,Randolph,2016,2016/13243,2899,0.55122456,0.438427044,0.010348396,Democratic,-0.112797516
13245,Georgia,Richmond,2016,2016/13245,75515,0.64641462,0.3239224,0.029662981,Democratic,-0.32249222
13247,Georgia,Rockdale,2016,2016/13247,37869,0.614090681,0.355911167,0.029998152,Democratic,-0.258179514
13249,Georgia,Schley,2016,2016/13249,1909,0.210057622,0.771084337,0.018858041,Republican,0.561026716
13251,Georgia,Screven,2016,2016/13251,5715,0.402449694,0.578302712,0.019247594,Republican,0.175853018
13253,Georgia,Seminole,2016,2016/13253,3588,0.331382386,0.653567447,0.015050167,Republican,0.322185061
13255,Georgia,Spalding,2016,2016/13255,25704,0.364028945,0.608699035,0.02727202,Republican,0.24467009
13257,Georgia,Stephens,2016,2016/13257,9815,0.187162506,0.783087112,0.029750382,Republican,0.595924605
13259,Georgia,Stewart,2016,2016/13259,2058,0.593780369,0.391156463,0.015063168,Democratic,-0.202623907
13261,Georgia,Sumter,2016,2016/13261,10974,0.503007108,0.480772736,0.016220157,Democratic,-0.022234372
13263,Georgia,Talbot,2016,2016/13263,3246,0.616759088,0.368453481,0.014787431,Democratic,-0.248305607
13265,Georgia,Taliaferro,2016,2016/13265,897,0.607580825,0.389074693,0.003344482,Democratic,-0.218506132
13267,Georgia,Tattnall,2016,2016/13267,6903,0.243517311,0.738229755,0.018252934,Republican,0.494712444
13269,Georgia,Taylor,2016,2016/13269,3408,0.38028169,0.605633803,0.014084507,Republican,0.225352113
13271,Georgia,Telfair,2016,2016/13271,3796,0.345890411,0.645416228,0.008693361,Republican,0.299525817
13273,Georgia,Terrell,2016,2016/13273,4189,0.541179279,0.447362139,0.011458582,Democratic,-0.09381714
13275,Georgia,Thomas,2016,2016/13275,18802,0.379853207,0.597170514,0.022976279,Republican,0.217317307
13277,Georgia,Tift,2016,2016/13277,14219,0.305717702,0.674027709,0.020254589,Republican,0.368310008
13279,Georgia,Toombs,2016,2016/13279,9138,0.255854673,0.723900197,0.02024513,Republican,0.468045524
13281,Georgia,Towns,2016,2016/13281,6764,0.178888232,0.795830869,0.025280899,Republican,0.616942637
13283,Georgia,Treutlen,2016,2016/13283,2703,0.31890492,0.669256382,0.011838698,Republican,0.350351461
13285,Georgia,Troup,2016,2016/13285,26111,0.371988817,0.603194056,0.024817127,Republican,0.231205239
13287,Georgia,Turner,2016,2016/13287,3398,0.366686286,0.616539141,0.016774573,Republican,0.249852855
13289,Georgia,Twiggs,2016,2016/13289,4059,0.485587583,0.501355014,0.013057403,Republican,0.01576743
13291,Georgia,Union,2016,2016/13291,12063,0.162729006,0.816712261,0.020558733,Republican,0.653983255
13293,Georgia,Upson,2016,2016/13293,10934,0.317815987,0.666910554,0.015273459,Republican,0.349094567
13295,Georgia,Walker,2016,2016/13295,23956,0.175947571,0.791033562,0.033018868,Republican,0.615085991
13297,Georgia,Walton,2016,2016/13297,40698,0.203744656,0.764779596,0.031475748,Republican,0.56103494
13299,Georgia,Ware,2016,2016/13299,12184,0.282337492,0.698703217,0.018959291,Republican,0.416365726
13301,Georgia,Warren,2016,2016/13301,2334,0.562982005,0.424592973,0.012425021,Democratic,-0.138389032
13303,Georgia,Washington,2016,2016/13303,8461,0.496395225,0.490367569,0.013237206,Democratic,-0.006027656
13305,Georgia,Wayne,2016,2016/13305,10413,0.196004994,0.782963603,0.021031403,Republican,0.586958609
13307,Georgia,Webster,2016,2016/13307,1116,0.423835125,0.564516129,0.011648746,Republican,0.140681004
13309,Georgia,Wheeler,2016,2016/13309,2102,0.307326356,0.676022835,0.016650809,Republican,0.36869648
13311,Georgia,White,2016,2016/13311,11823,0.141588429,0.825594181,0.03281739,Republican,0.684005752
13313,Georgia,Whitfield,2016,2016/13313,30658,0.258888381,0.702492009,0.03861961,Republican,0.443603627
13315,Georgia,Wilcox,2016,2016/13315,2976,0.286290323,0.704301075,0.009408602,Republican,0.418010753
13317,Georgia,Wilkes,2016,2016/13317,4486,0.411948284,0.573339278,0.014712439,Republican,0.161390994
13319,Georgia,Wilkinson,2016,2016/13319,4287,0.441800793,0.544203406,0.013995801,Republican,0.102402613
13321,Georgia,Worth,2016,2016/13321,8295,0.243520193,0.741651597,0.01482821,Republican,0.498131404
15001,Hawaii,Hawaii,2016,2016/15001,64867,0.636055313,0.269798202,0.094146484,Democratic,-0.366257111
15003,Hawaii,Honolulu,2016,2016/15003,285790,0.614773085,0.316057245,0.06916967,Democratic,-0.29871584
15007,Hawaii,Kauai,2016,2016/15007,26335,0.624871844,0.287602051,0.087526106,Democratic,-0.337269793
15009,Hawaii,Maui,2016,2016/15009,51945,0.644527866,0.258850707,0.096621427,Democratic,-0.385677159
16001,Idaho,Ada,2016,2016/16001,195669,0.386760294,0.479135683,0.134104023,Republican,0.092375389
16003,Idaho,Adams,2016,2016/16003,2183,0.19010536,0.712780577,0.097114063,Republican,0.522675218
16005,Idaho,Bannock,2016,2016/16005,33416,0.309492459,0.51412497,0.176382571,Republican,0.204632511
16007,Idaho,Bear Lake,2016,2016/16007,2928,0.087090164,0.75239071,0.160519126,Republican,0.665300546
16009,Idaho,Benewah,2016,2016/16009,4185,0.183990442,0.741457587,0.074551971,Republican,0.557467145
16011,Idaho,Bingham,2016,2016/16011,16625,0.175879699,0.65606015,0.16806015,Republican,0.480180451
16013,Idaho,Blaine,2016,2016/16013,10724,0.598284222,0.311450951,0.090264827,Democratic,-0.286833271
16015,Idaho,Boise,2016,2016/16015,3814,0.203723125,0.700839014,0.095437861,Republican,0.497115889
16017,Idaho,Bonner,2016,2016/16017,20943,0.277849401,0.637110252,0.085040348,Republican,0.359260851
16019,Idaho,Bonneville,2016,2016/16019,44221,0.201940255,0.603762918,0.194296827,Republican,0.401822663
16021,Idaho,Boundary,2016,2016/16021,5163,0.18070889,0.733875654,0.085415456,Republican,0.553166764
16023,Idaho,Butte,2016,2016/16023,1230,0.130081301,0.743089431,0.126829268,Republican,0.61300813
16025,Idaho,Camas,2016,2016/16025,590,0.186440678,0.694915254,0.118644068,Republican,0.508474576
16027,Idaho,Canyon,2016,2016/16027,72785,0.231957134,0.648787525,0.119255341,Republican,0.416830391
16029,Idaho,Caribou,2016,2016/16029,3035,0.089291598,0.749588138,0.161120264,Republican,0.66029654
16031,Idaho,Cassia,2016,2016/16031,8178,0.12668134,0.727439472,0.145879188,Republican,0.600758132
16033,Idaho,Clark,2016,2016/16033,283,0.155477032,0.717314488,0.127208481,Republican,0.561837456
16035,Idaho,Clearwater,2016,2016/16035,3801,0.185214417,0.750328861,0.064456722,Republican,0.565114444
16037,Idaho,Custer,2016,2016/16037,2414,0.176884838,0.736122618,0.086992543,Republican,0.55923778
16039,Idaho,Elmore,2016,2016/16039,8522,0.212860831,0.682468904,0.104670265,Republican,0.469608073
16041,Idaho,Franklin,2016,2016/16041,5499,0.07001273,0.709401709,0.220585561,Republican,0.63938898
16043,Idaho,Fremont,2016,2016/16043,5715,0.113910761,0.715660542,0.170428696,Republican,0.601749781
16045,Idaho,Gem,2016,2016/16045,7954,0.154513452,0.751822982,0.093663566,Republican,0.59730953
16047,Idaho,Gooding,2016,2016/16047,5191,0.179156232,0.721055673,0.099788095,Republican,0.541899441
16049,Idaho,Idaho,2016,2016/16049,8233,0.145269039,0.782339366,0.072391595,Republican,0.637070327
16051,Idaho,Jefferson,2016,2016/16051,11475,0.085054466,0.735163399,0.179782135,Republican,0.650108932
16053,Idaho,Jerome,2016,2016/16053,6751,0.196859724,0.687898089,0.115242186,Republican,0.491038365
16055,Idaho,Kootenai,2016,2016/16055,66310,0.245272206,0.670321219,0.084406575,Republican,0.425049012
16057,Idaho,Latah,2016,2016/16057,18173,0.445330986,0.399768888,0.154900127,Democratic,-0.045562098
16059,Idaho,Lemhi,2016,2016/16059,4096,0.178955078,0.735107422,0.0859375,Republican,0.556152344
16061,Idaho,Lewis,2016,2016/16061,1590,0.169811321,0.755974843,0.074213836,Republican,0.586163522
16063,Idaho,Lincoln,2016,2016/16063,1748,0.205949657,0.677345538,0.116704805,Republican,0.471395881
16065,Idaho,Madison,2016,2016/16065,15688,0.076555329,0.569926058,0.353518613,Republican,0.493370729
16067,Idaho,Minidoka,2016,2016/16067,6871,0.169844273,0.711250182,0.118905545,Republican,0.541405909
16069,Idaho,Nez Perce,2016,2016/16069,17201,0.280681356,0.621998721,0.097319923,Republican,0.341317365
16071,Idaho,Oneida,2016,2016/16071,2068,0.088974855,0.74032882,0.170696325,Republican,0.651353965
16073,Idaho,Owyhee,2016,2016/16073,3925,0.150573248,0.777579618,0.071847134,Republican,0.627006369
16075,Idaho,Payette,2016,2016/16075,8704,0.173138787,0.745519301,0.081341912,Republican,0.572380515
16077,Idaho,Power,2016,2016/16077,2758,0.253444525,0.604060914,0.142494561,Republican,0.350616389
16079,Idaho,Shoshone,2016,2016/16079,5120,0.2703125,0.643945313,0.085742188,Republican,0.373632812
16081,Idaho,Teton,2016,2016/16081,4976,0.433882637,0.435490354,0.13062701,Republican,0.001607717
16083,Idaho,Twin Falls,2016,2016/16083,29874,0.208642967,0.663720961,0.127636072,Republican,0.455077994
16085,Idaho,Valley,2016,2016/16085,5349,0.357636941,0.543279118,0.099083941,Republican,0.185642176
16087,Idaho,Washington,2016,2016/16087,4455,0.174186308,0.736924804,0.088888889,Republican,0.562738496
17001,Illinois,Adams,2016,2016/17001,31951,0.240242872,0.71327971,0.046477419,Republican,0.473036838
17003,Illinois,Alexander,2016,2016/17003,2846,0.443429375,0.525650035,0.03092059,Republican,0.082220661
17005,Illinois,Bond,2016,2016/17005,7530,0.274634794,0.649136786,0.07622842,Republican,0.374501992
17007,Illinois,Boone,2016,2016/17007,23001,0.390678666,0.533976784,0.07534455,Republican,0.143298117
17009,Illinois,Brown,2016,2016/17009,2379,0.200084069,0.75493905,0.044976881,Republican,0.554854981
17011,Illinois,Bureau,2016,2016/17011,16571,0.363828375,0.56007483,0.076096796,Republican,0.196246455
17013,Illinois,Calhoun,2016,2016/17013,2571,0.287436795,0.669389343,0.043173862,Republican,0.381952548
17015,Illinois,Carroll,2016,2016/17015,7445,0.328676964,0.595567495,0.075755541,Republican,0.266890531
17017,Illinois,Cass,2016,2016/17017,5124,0.316354411,0.62763466,0.056010929,Republican,0.31128025
17019,Illinois,Champaign,2016,2016/17019,91628,0.547179901,0.364168158,0.08865194,Democratic,-0.183011743
17021,Illinois,Christian,2016,2016/17021,15459,0.258231451,0.681997542,0.059771007,Republican,0.423766091
17023,Illinois,Clark,2016,2016/17023,7928,0.236755802,0.70913219,0.054112008,Republican,0.472376387
17025,Illinois,Clay,2016,2016/17025,6350,0.160629921,0.790708661,0.048661417,Republican,0.63007874
17027,Illinois,Clinton,2016,2016/17027,17419,0.226476836,0.712555256,0.060967909,Republican,0.48607842
17029,Illinois,Coles,2016,2016/17029,21863,0.334309107,0.59474912,0.070941774,Republican,0.260440013
17031,Illinois,Cook,2016,2016/17031,2158615,0.746750115,0.209989739,0.043260146,Democratic,-0.536760376
17033,Illinois,Crawford,2016,2016/17033,8728,0.228230981,0.719179652,0.052589368,Republican,0.490948671
17035,Illinois,Cumberland,2016,2016/17035,5567,0.185198491,0.755523621,0.059277888,Republican,0.57032513
17037,Illinois,DeKalb,2016,2016/17037,43600,0.46940367,0.437866972,0.092729358,Democratic,-0.031536697
17039,Illinois,De Witt,2016,2016/17039,7543,0.253214901,0.673074374,0.073710725,Republican,0.419859472
17041,Illinois,Douglas,2016,2016/17041,8169,0.238584894,0.697514996,0.06390011,Republican,0.458930102
17043,Illinois,DuPage,2016,2016/17043,428769,0.533205526,0.388122742,0.078671732,Democratic,-0.145082784
17045,Illinois,Edgar,2016,2016/17045,7873,0.227740379,0.717007494,0.055252128,Republican,0.489267115
17047,Illinois,Edwards,2016,2016/17047,3347,0.12966836,0.829997012,0.040334628,Republican,0.700328653
17049,Illinois,Effingham,2016,2016/17049,17609,0.175080925,0.77431995,0.050599125,Republican,0.599239025
17051,Illinois,Fayette,2016,2016/17051,9585,0.189775691,0.769118414,0.041105895,Republican,0.579342723
17053,Illinois,Ford,2016,2016/17053,6396,0.221075672,0.700437774,0.078486554,Republican,0.479362101
17055,Illinois,Franklin,2016,2016/17055,18711,0.252632142,0.700978034,0.046389824,Republican,0.448345893
17057,Illinois,Fulton,2016,2016/17057,15797,0.388238273,0.537570425,0.074191302,Republican,0.149332152
17059,Illinois,Gallatin,2016,2016/17059,2707,0.2427041,0.717399335,0.039896564,Republican,0.474695235
17061,Illinois,Greene,2016,2016/17061,5585,0.215756491,0.742166517,0.042076992,Republican,0.526410027
17063,Illinois,Grundy,2016,2016/17063,23237,0.347075784,0.578990403,0.073933812,Republican,0.231914619
17065,Illinois,Hamilton,2016,2016/17065,4166,0.192510802,0.76956313,0.037926068,Republican,0.577052328
17067,Illinois,Hancock,2016,2016/17067,9121,0.234513759,0.704966561,0.06051968,Republican,0.470452801
17069,Illinois,Hardin,2016,2016/17069,2148,0.195530726,0.769553073,0.034916201,Republican,0.574022346
17071,Illinois,Henderson,2016,2016/17071,3518,0.328311541,0.612563957,0.059124503,Republican,0.284252416
17073,Illinois,Henry,2016,2016/17073,24643,0.359980522,0.567503956,0.072515522,Republican,0.207523435
17075,Illinois,Iroquois,2016,2016/17075,13064,0.19167177,0.746325781,0.062002449,Republican,0.554654011
17077,Illinois,Jackson,2016,2016/17077,24617,0.472600236,0.440467969,0.086931795,Democratic,-0.032132266
17079,Illinois,Jasper,2016,2016/17079,5136,0.179906542,0.773948598,0.04614486,Republican,0.594042056
17081,Illinois,Jefferson,2016,2016/17081,16999,0.26030943,0.687981646,0.051708924,Republican,0.427672216
17083,Illinois,Jersey,2016,2016/17083,10991,0.243744882,0.704940406,0.051314712,Republican,0.461195524
17085,Illinois,Jo Daviess,2016,2016/17085,11334,0.393682725,0.540056467,0.066260808,Republican,0.146373743
17087,Illinois,Johnson,2016,2016/17087,6089,0.187551322,0.763507965,0.048940713,Republican,0.575956643
17089,Illinois,Kane,2016,2016/17089,199314,0.520108974,0.415093772,0.064797255,Democratic,-0.105015202
17091,Illinois,Kankakee,2016,2016/17091,47305,0.401035831,0.531212345,0.067751823,Republican,0.130176514
17093,Illinois,Kendall,2016,2016/17093,53447,0.465582727,0.467023406,0.067393867,Republican,0.00144068
17095,Illinois,Knox,2016,2016/17095,22243,0.453311154,0.482713663,0.063975183,Republican,0.029402509
17097,Illinois,Lake,2016,2016/17097,303520,0.563702557,0.361646679,0.074650764,Democratic,-0.202055878
17099,Illinois,LaSalle,2016,2016/17099,49743,0.3928794,0.536537804,0.070582796,Republican,0.143658404
17101,Illinois,Lawrence,2016,2016/17101,6094,0.211683623,0.741877256,0.04643912,Republican,0.530193633
17103,Illinois,Lee,2016,2016/17103,15489,0.356898444,0.556007489,0.087094067,Republican,0.199109045
17105,Illinois,Livingston,2016,2016/17105,15269,0.263475015,0.668544109,0.067980876,Republican,0.405069094
17107,Illinois,Logan,2016,2016/17107,12401,0.267155875,0.659704863,0.073139263,Republican,0.392548988
17109,Illinois,McDonough,2016,2016/17109,13092,0.403910785,0.519019248,0.077069966,Republican,0.115108463
17111,Illinois,McHenry,2016,2016/17111,141750,0.428945326,0.505199295,0.065855379,Republican,0.076253968
17113,Illinois,McLean,2016,2016/17113,79835,0.453385107,0.466424501,0.080190393,Republican,0.013039394
17115,Illinois,Macon,2016,2016/17115,48060,0.381668747,0.559009571,0.059321681,Republican,0.177340824
17117,Illinois,Macoupin,2016,2016/17117,22360,0.299150268,0.640518784,0.060330948,Republican,0.341368515
17119,Illinois,Madison,2016,2016/17119,130179,0.388595703,0.541485186,0.069919111,Republican,0.152889483
17121,Illinois,Marion,2016,2016/17121,17074,0.255886143,0.694564835,0.049549022,Republican,0.438678693
17123,Illinois,Marshall,2016,2016/17123,5984,0.298963904,0.632520053,0.068516043,Republican,0.33355615
17125,Illinois,Mason,2016,2016/17125,6486,0.310514955,0.625655257,0.063829787,Republican,0.315140302
17127,Illinois,Massac,2016,2016/17127,6683,0.233128834,0.725123448,0.041747718,Republican,0.491994613
17129,Illinois,Menard,2016,2016/17129,6515,0.278894858,0.649424405,0.071680737,Republican,0.370529547
17131,Illinois,Mercer,2016,2016/17131,8525,0.360234604,0.563870968,0.075894428,Republican,0.203636364
17133,Illinois,Monroe,2016,2016/17133,19354,0.285987393,0.652526609,0.061485998,Republican,0.366539217
17135,Illinois,Montgomery,2016,2016/17135,12978,0.269995377,0.66497149,0.065033133,Republican,0.394976113
17137,Illinois,Morgan,2016,2016/17137,14800,0.317297297,0.613243243,0.069459459,Republican,0.295945946
17139,Illinois,Moultrie,2016,2016/17139,6283,0.235715423,0.709056183,0.055228394,Republican,0.473340761
17141,Illinois,Ogle,2016,2016/17141,24193,0.332740875,0.593229447,0.074029678,Republican,0.260488571
17143,Illinois,Peoria,2016,2016/17143,78503,0.484822236,0.45390622,0.061271544,Democratic,-0.030916016
17145,Illinois,Perry,2016,2016/17145,9853,0.249873135,0.69572719,0.054399675,Republican,0.445854055
17147,Illinois,Piatt,2016,2016/17147,9008,0.293627886,0.62544405,0.080928064,Republican,0.331816163
17149,Illinois,Pike,2016,2016/17149,7530,0.187649402,0.764143426,0.048207171,Republican,0.576494024
17151,Illinois,Pope,2016,2016/17151,2142,0.175070028,0.783380019,0.041549953,Republican,0.608309991
17153,Illinois,Pulaski,2016,2016/17153,2735,0.351736746,0.612431444,0.03583181,Republican,0.260694698
17155,Illinois,Putnam,2016,2016/17155,3111,0.368691739,0.567984571,0.06332369,Republican,0.199292832
17157,Illinois,Randolph,2016,2016/17157,14194,0.242285473,0.706143441,0.051571086,Republican,0.463857968
17159,Illinois,Richland,2016,2016/17159,7684,0.206142634,0.746876627,0.046980739,Republican,0.540733993
17161,Illinois,Rock Island,2016,2016/17161,63994,0.504703566,0.421883302,0.073413132,Democratic,-0.082820264
17163,Illinois,St. Clair,2016,2016/17163,120580,0.503864654,0.446649527,0.049485819,Democratic,-0.057215127
17165,Illinois,Saline,2016,2016/17165,11384,0.225931131,0.726985242,0.047083626,Republican,0.501054111
17167,Illinois,Sangamon,2016,2016/17167,98373,0.415835646,0.507700284,0.07646407,Republican,0.091864638
17169,Illinois,Schuyler,2016,2016/17169,3828,0.280825496,0.659352142,0.059822362,Republican,0.378526646
17171,Illinois,Scott,2016,2016/17171,2608,0.205138037,0.753834356,0.041027607,Republican,0.548696319
17173,Illinois,Shelby,2016,2016/17173,11010,0.207811081,0.747411444,0.044777475,Republican,0.539600363
17175,Illinois,Stark,2016,2016/17175,2743,0.273787824,0.648195406,0.07801677,Republican,0.374407583
17177,Illinois,Stephenson,2016,2016/17177,20343,0.381851251,0.544806567,0.073342182,Republican,0.162955316
17179,Illinois,Tazewell,2016,2016/17179,64400,0.321195652,0.601040373,0.077763975,Republican,0.27984472
17181,Illinois,Union,2016,2016/17181,8537,0.281363477,0.678224201,0.040412323,Republican,0.396860724
17183,Illinois,Vermilion,2016,2016/17183,30570,0.32839385,0.624370298,0.047235852,Republican,0.295976447
17185,Illinois,Wabash,2016,2016/17185,5464,0.210651537,0.740666179,0.048682284,Republican,0.530014641
17187,Illinois,Warren,2016,2016/17187,7807,0.382605354,0.5475855,0.069809146,Republican,0.164980146
17189,Illinois,Washington,2016,2016/17189,7427,0.194964319,0.750100983,0.054934698,Republican,0.555136664
17191,Illinois,Wayne,2016,2016/17191,8261,0.126861155,0.843360368,0.029778477,Republican,0.716499213
17193,Illinois,White,2016,2016/17193,7335,0.192501704,0.768916155,0.03858214,Republican,0.576414451
17195,Illinois,Whiteside,2016,2016/17195,25582,0.431357986,0.493120163,0.075521851,Republican,0.061762177
17197,Illinois,Will,2016,2016/17197,300904,0.504901896,0.441070906,0.054027198,Democratic,-0.063830989
17199,Illinois,Williamson,2016,2016/17199,31852,0.269402235,0.677194525,0.05340324,Republican,0.407792289
17201,Illinois,Winnebago,2016,2016/17201,118376,0.470644387,0.469892546,0.059463067,Democratic,-0.000751842
17203,Illinois,Woodford,2016,2016/17203,19864,0.256343133,0.664871124,0.078785743,Republican,0.40852799
18001,Indiana,Adams,2016,2016/18001,13090,0.214285714,0.737051184,0.048663102,Republican,0.52276547
18003,Indiana,Allen,2016,2016/18003,147137,0.376397507,0.570420764,0.053181729,Republican,0.194023257
18005,Indiana,Bartholomew,2016,2016/18005,32490,0.302893198,0.635272392,0.061834411,Republican,0.332379194
18007,Indiana,Benton,2016,2016/18007,3666,0.234588107,0.703491544,0.061920349,Republican,0.468903437
18009,Indiana,Blackford,2016,2016/18009,4839,0.256871254,0.692291796,0.05083695,Republican,0.435420541
18011,Indiana,Boone,2016,2016/18011,32178,0.316396296,0.610789981,0.072813724,Republican,0.294393685
18013,Indiana,Brown,2016,2016/18013,7945,0.316928886,0.631340466,0.051730648,Republican,0.31441158
18015,Indiana,Carroll,2016,2016/18015,8643,0.218905473,0.725789656,0.055304871,Republican,0.506884184
18017,Indiana,Cass,2016,2016/18017,14209,0.264550637,0.682736294,0.052713069,Republican,0.418185657
18019,Indiana,Clark,2016,2016/18019,51147,0.367724402,0.587228967,0.04504663,Republican,0.219504565
18021,Indiana,Clay,2016,2016/18021,11282,0.204396384,0.756160255,0.039443361,Republican,0.551763872
18023,Indiana,Clinton,2016,2016/18023,11936,0.236176273,0.714728552,0.049095174,Republican,0.478552279
18025,Indiana,Crawford,2016,2016/18025,4593,0.288047028,0.656433703,0.055519268,Republican,0.368386675
18027,Indiana,Daviess,2016,2016/18027,10768,0.167161961,0.793554978,0.039283061,Republican,0.626393016
18029,Indiana,Dearborn,2016,2016/18029,23987,0.2035686,0.755117355,0.041314045,Republican,0.551548756
18031,Indiana,Decatur,2016,2016/18031,11127,0.190617417,0.763008897,0.046373686,Republican,0.57239148
18033,Indiana,DeKalb,2016,2016/18033,16902,0.233226837,0.713170039,0.053603124,Republican,0.479943202
18035,Indiana,Delaware,2016,2016/18035,45123,0.402300379,0.537708042,0.059991579,Republican,0.135407663
18037,Indiana,Dubois,2016,2016/18037,19984,0.269665733,0.668785028,0.061549239,Republican,0.399119295
18039,Indiana,Elkhart,2016,2016/18039,65630,0.316014018,0.63792473,0.046061252,Republican,0.321910712
18041,Indiana,Fayette,2016,2016/18041,9530,0.236306401,0.717628541,0.046065058,Republican,0.481322141
18043,Indiana,Floyd,2016,2016/18043,37425,0.37261189,0.572665331,0.054722779,Republican,0.20005344
18045,Indiana,Fountain,2016,2016/18045,7492,0.197010144,0.755739455,0.0472504,Republican,0.558729311
18047,Indiana,Franklin,2016,2016/18047,11013,0.178788704,0.787160628,0.034050667,Republican,0.608371924
18049,Indiana,Fulton,2016,2016/18049,8374,0.234057798,0.717697636,0.048244567,Republican,0.483639838
18051,Indiana,Gibson,2016,2016/18051,15484,0.240312581,0.715641953,0.044045466,Republican,0.475329372
18053,Indiana,Grant,2016,2016/18053,25312,0.276943742,0.67193426,0.051121997,Republican,0.394990518
18055,Indiana,Greene,2016,2016/18055,13801,0.212230998,0.744656184,0.043112818,Republican,0.532425187
18057,Indiana,Hamilton,2016,2016/18057,154256,0.371220568,0.566616534,0.062162898,Republican,0.195395965
18059,Indiana,Hancock,2016,2016/18059,36181,0.246096017,0.693015671,0.060888312,Republican,0.446919654
18061,Indiana,Harrison,2016,2016/18061,18558,0.257732514,0.697435068,0.044832417,Republican,0.439702554
18063,Indiana,Hendricks,2016,2016/18063,75559,0.299104011,0.639725248,0.061170741,Republican,0.340621236
18065,Indiana,Henry,2016,2016/18065,20155,0.25422972,0.689407095,0.056363185,Republican,0.435177375
18067,Indiana,Howard,2016,2016/18067,36843,0.30439975,0.642591537,0.053008713,Republican,0.338191787
18069,Indiana,Huntington,2016,2016/18069,16043,0.21853768,0.726111076,0.055351244,Republican,0.507573396
18071,Indiana,Jackson,2016,2016/18071,17573,0.21868776,0.731747567,0.049564673,Republican,0.513059808
18073,Indiana,Jasper,2016,2016/18073,13378,0.248841381,0.701300643,0.049857976,Republican,0.452459261
18075,Indiana,Jay,2016,2016/18075,7986,0.236538943,0.713373403,0.050087653,Republican,0.47683446
18077,Indiana,Jefferson,2016,2016/18077,13544,0.319403426,0.630980508,0.049616066,Republican,0.311577082
18079,Indiana,Jennings,2016,2016/18079,11150,0.212017937,0.737578475,0.050403587,Republican,0.525560538
18081,Indiana,Johnson,2016,2016/18081,66500,0.260421053,0.683548872,0.056030075,Republican,0.42312782
18083,Indiana,Knox,2016,2016/18083,15516,0.243103893,0.713908224,0.042987883,Republican,0.470804331
18085,Indiana,Kosciusko,2016,2016/18085,32084,0.196764743,0.746010473,0.057224785,Republican,0.54924573
18087,Indiana,LaGrange,2016,2016/18087,9566,0.217436755,0.734371733,0.048191512,Republican,0.516934978
18089,Indiana,Lake,2016,2016/18089,201205,0.58117343,0.375860441,0.042966129,Democratic,-0.205312989
18091,Indiana,LaPorte,2016,2016/18091,45203,0.43797978,0.501891467,0.060128753,Republican,0.063911687
18093,Indiana,Lawrence,2016,2016/18093,19152,0.219820384,0.732821637,0.047357978,Republican,0.513001253
18095,Indiana,Madison,2016,2016/18095,53909,0.344933128,0.600567623,0.054499249,Republican,0.255634495
18097,Indiana,Marion,2016,2016/18097,362372,0.58751504,0.359740819,0.052744141,Democratic,-0.227774221
18099,Indiana,Marshall,2016,2016/18099,18082,0.265346754,0.679570844,0.055082402,Republican,0.41422409
18101,Indiana,Martin,2016,2016/18101,4809,0.18319817,0.768766895,0.048034934,Republican,0.585568725
18103,Indiana,Miami,2016,2016/18103,13482,0.205162439,0.739875389,0.054962172,Republican,0.534712951
18105,Indiana,Monroe,2016,2016/18105,58454,0.585349163,0.352277004,0.062373832,Democratic,-0.233072159
