FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
1119,Alabama,Sumter,2012,2012/01119,7027,0.771452967,0.225700868,0.002846165,Democratic,-0.545752099
1121,Alabama,Talladega,2012,2012/01121,33373,0.416654182,0.576693734,0.006652084,Republican,0.160039553
1123,Alabama,Tallapoosa,2012,2012/01123,18829,0.335599341,0.658346168,0.00605449,Republican,0.322746827
1125,Alabama,Tuscaloosa,2012,2012/01125,78590,0.40778725,0.582109683,0.010103067,Republican,0.174322433
1127,Alabama,Walker,2012,2012/01127,28521,0.229900775,0.759124855,0.01097437,Republican,0.529224081
1129,Alabama,Washington,2012,2012/01129,8778,0.339029392,0.656299841,0.004670768,Republican,0.317270449
1131,Alabama,Wilcox,2012,2012/01131,6551,0.743092658,0.256296749,0.000610594,Democratic,-0.486795909
1133,Alabama,Winston,2012,2012/01133,9714,0.132386247,0.855672226,0.011941528,Republican,0.723285979
4001,Arizona,Apache,2012,2012/04001,25848,0.663378211,0.31917363,0.017448158,Democratic,-0.344204581
4003,Arizona,Cochise,2012,2012/04003,49003,0.378466624,0.601942738,0.019590637,Republican,0.223476114
4005,Arizona,Coconino,2012,2012/04005,51731,0.565560302,0.410198914,0.024240784,Democratic,-0.155361389
4007,Arizona,Gila,2012,2012/04007,21528,0.357534374,0.625,0.017465626,Republican,0.267465626
4009,Arizona,Graham,2012,2012/04009,11855,0.304428511,0.681231548,0.014339941,Republican,0.376803037
4011,Arizona,Greenlee,2012,2012/04011,2974,0.440484196,0.535305985,0.024209818,Republican,0.094821789
4012,Arizona,La Paz,2012,2012/04012,5717,0.328843799,0.64964142,0.02151478,Republican,0.320797621
4013,Arizona,Maricopa,2012,2012/04013,1376558,0.437531873,0.544753654,0.017714473,Republican,0.107221781
4015,Arizona,Mohave,2012,2012/04015,70010,0.279003,0.702299671,0.018697329,Republican,0.423296672
4017,Arizona,Navajo,2012,2012/04017,37335,0.453863667,0.532583367,0.013552966,Republican,0.0787197
4019,Arizona,Pima,2012,2012/04019,382250,0.526490517,0.45723741,0.016272073,Democratic,-0.069253107
4021,Arizona,Pinal,2012,2012/04021,108315,0.409047685,0.573133915,0.0178184,Republican,0.16408623
4023,Arizona,Santa Cruz,2012,2012/04023,13894,0.682740751,0.304807831,0.012451418,Democratic,-0.377932921
4025,Arizona,Yavapai,2012,2012/04025,100283,0.338222829,0.642860704,0.018916466,Republican,0.304637875
4027,Arizona,Yuma,2012,2012/04027,41953,0.430457893,0.556622888,0.012919219,Republican,0.126164994
5001,Arkansas,Arkansas,2012,2012/05001,6494,0.378041269,0.600092393,0.021866338,Republican,0.222051124
5003,Arkansas,Ashley,2012,2012/05003,7921,0.360939275,0.614442621,0.024618104,Republican,0.253503346
5005,Arkansas,Baxter,2012,2012/05005,19339,0.267438854,0.707792544,0.024768602,Republican,0.440353689
5007,Arkansas,Benton,2012,2012/05007,79257,0.285602534,0.689478532,0.024918935,Republican,0.403875998
5009,Arkansas,Boone,2012,2012/05009,15391,0.245078293,0.725034111,0.029887597,Republican,0.479955818
5011,Arkansas,Bradley,2012,2012/05011,3652,0.396768894,0.584337349,0.018893757,Republican,0.187568456
5013,Arkansas,Calhoun,2012,2012/05013,2174,0.303587856,0.670653174,0.02575897,Republican,0.367065317
5015,Arkansas,Carroll,2012,2012/05015,10183,0.362957871,0.601492684,0.035549445,Republican,0.238534813
5017,Arkansas,Chicot,2012,2012/05017,4361,0.607429489,0.382939693,0.009630819,Democratic,-0.224489796
5019,Arkansas,Clark,2012,2012/05019,8409,0.4532049,0.516470448,0.030324652,Republican,0.063265549
5021,Arkansas,Clay,2012,2012/05021,5110,0.340117417,0.63111546,0.028767123,Republican,0.290998043
5023,Arkansas,Cleburne,2012,2012/05023,11647,0.224950631,0.746372456,0.028676913,Republican,0.521421825
5025,Arkansas,Cleveland,2012,2012/05025,3266,0.258726271,0.708205756,0.033067973,Republican,0.449479486
5027,Arkansas,Columbia,2012,2012/05027,9455,0.376203067,0.612374405,0.011422528,Republican,0.236171338
5029,Arkansas,Conway,2012,2012/05029,7730,0.388745149,0.583958603,0.027296248,Republican,0.195213454
5031,Arkansas,Craighead,2012,2012/05031,31700,0.332082019,0.641955836,0.025962145,Republican,0.309873817
5033,Arkansas,Crawford,2012,2012/05033,20591,0.237045311,0.735515516,0.027439172,Republican,0.498470205
5035,Arkansas,Crittenden,2012,2012/05035,16716,0.567540081,0.418640823,0.013819095,Democratic,-0.148899258
5037,Arkansas,Cross,2012,2012/05037,6681,0.341116599,0.638976201,0.0199072,Republican,0.297859602
5039,Arkansas,Dallas,2012,2012/05039,3084,0.433527886,0.539883268,0.026588846,Republican,0.106355383
5041,Arkansas,Desha,2012,2012/05041,4420,0.552714932,0.428959276,0.018325792,Democratic,-0.123755656
5043,Arkansas,Drew,2012,2012/05043,6633,0.396502337,0.586009347,0.017488316,Republican,0.18950701
5045,Arkansas,Faulkner,2012,2012/05045,41460,0.328533526,0.644524843,0.02694163,Republican,0.315991317
5047,Arkansas,Franklin,2012,2012/05047,6540,0.263914373,0.708103976,0.027981651,Republican,0.444189602
5049,Arkansas,Fulton,2012,2012/05049,4522,0.32109686,0.652145069,0.026758072,Republican,0.331048209
5051,Arkansas,Garland,2012,2012/05051,40728,0.338931448,0.638725201,0.022343351,Republican,0.299793754
5053,Arkansas,Grant,2012,2012/05053,6479,0.226578176,0.74533107,0.028090755,Republican,0.518752894
5055,Arkansas,Greene,2012,2012/05055,13761,0.29067655,0.659181746,0.050141705,Republican,0.368505196
5057,Arkansas,Hempstead,2012,2012/05057,6921,0.356595868,0.618985696,0.024418437,Republican,0.262389828
5059,Arkansas,Hot Spring,2012,2012/05059,11260,0.340142096,0.630284192,0.029573712,Republican,0.290142096
5061,Arkansas,Howard,2012,2012/05061,4462,0.329672792,0.648139848,0.02218736,Republican,0.318467055
5063,Arkansas,Independence,2012,2012/05063,12397,0.264660805,0.7040413,0.031297895,Republican,0.439380495
5065,Arkansas,Izard,2012,2012/05065,5278,0.288745737,0.677339901,0.033914362,Republican,0.388594164
5067,Arkansas,Jackson,2012,2012/05067,5347,0.391808491,0.574527773,0.033663737,Republican,0.182719282
5069,Arkansas,Jefferson,2012,2012/05069,27383,0.637987072,0.347660958,0.01435197,Democratic,-0.290326115
5071,Arkansas,Johnson,2012,2012/05071,8098,0.345640899,0.62533959,0.029019511,Republican,0.279698691
5073,Arkansas,Lafayette,2012,2012/05073,2929,0.400477979,0.584841243,0.014680778,Republican,0.184363264
5075,Arkansas,Lawrence,2012,2012/05075,5540,0.322743682,0.638267148,0.03898917,Republican,0.315523466
5077,Arkansas,Lee,2012,2012/05077,3424,0.61536215,0.373831776,0.010806075,Democratic,-0.241530374
5079,Arkansas,Lincoln,2012,2012/05079,3726,0.382447665,0.590177134,0.027375201,Republican,0.207729469
5081,Arkansas,Little River,2012,2012/05081,5051,0.307265888,0.670164324,0.022569788,Republican,0.362898436
5083,Arkansas,Logan,2012,2012/05083,7331,0.274041741,0.692811349,0.03314691,Republican,0.418769609
5085,Arkansas,Lonoke,2012,2012/05085,24114,0.233266982,0.74147798,0.025255039,Republican,0.508210998
5087,Arkansas,Madison,2012,2012/05087,6568,0.319579781,0.649056029,0.03136419,Republican,0.329476248
5089,Arkansas,Marion,2012,2012/05089,7051,0.288895192,0.677067083,0.034037725,Republican,0.388171891
5091,Arkansas,Miller,2012,2012/05091,15329,0.294735469,0.69293496,0.012329571,Republican,0.398199491
5093,Arkansas,Mississippi,2012,2012/05093,13375,0.483514019,0.493682243,0.022803738,Republican,0.010168224
5095,Arkansas,Monroe,2012,2012/05095,3230,0.490092879,0.490712074,0.019195046,Republican,0.000619195
5097,Arkansas,Montgomery,2012,2012/05097,3404,0.27027027,0.695945946,0.033783784,Republican,0.425675676
5099,Arkansas,Nevada,2012,2012/05099,3384,0.388297872,0.589834515,0.021867612,Republican,0.201536643
5101,Arkansas,Newton,2012,2012/05101,3661,0.271237367,0.685058727,0.043703906,Republican,0.41382136
5103,Arkansas,Ouachita,2012,2012/05103,10315,0.449151721,0.535239942,0.015608337,Republican,0.086088221
5105,Arkansas,Perry,2012,2012/05105,3938,0.301422042,0.655408837,0.043169121,Republican,0.353986795
5107,Arkansas,Phillips,2012,2012/05107,7930,0.655989912,0.327616646,0.016393443,Democratic,-0.328373266
5109,Arkansas,Pike,2012,2012/05109,3788,0.224656811,0.751583949,0.02375924,Republican,0.526927138
5111,Arkansas,Poinsett,2012,2012/05111,7560,0.316137566,0.657936508,0.025925926,Republican,0.341798942
5113,Arkansas,Polk,2012,2012/05113,7726,0.201397877,0.77077401,0.027828113,Republican,0.569376133
5115,Arkansas,Pope,2012,2012/05115,20439,0.250795049,0.722295611,0.02690934,Republican,0.471500563
5117,Arkansas,Prairie,2012,2012/05117,3141,0.280165552,0.685450493,0.034383954,Republican,0.405284941
5119,Arkansas,Pulaski,2012,2012/05119,159381,0.547417823,0.43282449,0.019757688,Democratic,-0.114593333
5121,Arkansas,Randolph,2012,2012/05121,5956,0.34351914,0.621390195,0.035090665,Republican,0.277871054
5123,Arkansas,St. Francis,2012,2012/05123,8362,0.5871801,0.402774456,0.010045444,Democratic,-0.184405645
5125,Arkansas,Saline,2012,2012/05125,47062,0.273447792,0.700416472,0.026135736,Republican,0.42696868
5127,Arkansas,Scott,2012,2012/05127,3640,0.246428571,0.722802198,0.030769231,Republican,0.476373626
5129,Arkansas,Searcy,2012,2012/05129,3694,0.220357336,0.730644288,0.048998376,Republican,0.510286952
5131,Arkansas,Sebastian,2012,2012/05131,43362,0.301923343,0.672685762,0.025390895,Republican,0.370762419
5133,Arkansas,Sevier,2012,2012/05133,4330,0.240646651,0.724249423,0.035103926,Republican,0.483602771
5135,Arkansas,Sharp,2012,2012/05135,7283,0.287244267,0.675683098,0.037072635,Republican,0.38843883
5137,Arkansas,Stone,2012,2012/05137,5354,0.253268584,0.70526709,0.041464326,Republican,0.451998506
5139,Arkansas,Union,2012,2012/05139,17177,0.360714909,0.622867788,0.016417302,Republican,0.262152879
5141,Arkansas,Van Buren,2012,2012/05141,6430,0.284914463,0.678849145,0.036236392,Republican,0.393934681
5143,Arkansas,Washington,2012,2012/05143,70460,0.400738007,0.56326994,0.035992052,Republican,0.162531933
5145,Arkansas,White,2012,2012/05145,26514,0.2174323,0.754733348,0.027834352,Republican,0.537301049
5147,Arkansas,Woodruff,2012,2012/05147,2685,0.499068901,0.45698324,0.043947858,Democratic,-0.042085661
5149,Arkansas,Yell,2012,2012/05149,5974,0.288249079,0.676598594,0.035152327,Republican,0.388349515
6001,California,Alameda,2012,2012/06001,595642,0.788534052,0.181622518,0.029843429,Democratic,-0.606911534
6003,California,Alpine,2012,2012/06003,653,0.595712098,0.361408882,0.04287902,Democratic,-0.234303216
6005,California,Amador,2012,2012/06005,17649,0.386990764,0.582525922,0.030483314,Republican,0.195535158
6007,California,Butte,2012,2012/06007,90752,0.470171456,0.49011592,0.039712623,Republican,0.019944464
6009,California,Calaveras,2012,2012/06009,21786,0.397961994,0.567566327,0.034471679,Republican,0.169604333
6011,California,Colusa,2012,2012/06011,6034,0.383493537,0.596784886,0.019721578,Republican,0.213291349
6013,California,Contra Costa,2012,2012/06013,438226,0.663639309,0.311521909,0.024838782,Democratic,-0.352117401
6015,California,Del Norte,2012,2012/06015,8770,0.432269099,0.526111745,0.041619156,Republican,0.093842645
6017,California,El Dorado,2012,2012/06017,88774,0.396129497,0.574188388,0.029682114,Republican,0.178058891
6019,California,Fresno,2012,2012/06019,258827,0.49890081,0.480977641,0.020121548,Democratic,-0.017923169
6021,California,Glenn,2012,2012/06021,9211,0.358375855,0.61144284,0.030181305,Republican,0.253066985
6023,California,Humboldt,2012,2012/06023,57470,0.59956499,0.327562206,0.072872803,Democratic,-0.272002784
6025,California,Imperial,2012,2012/06025,38565,0.651782705,0.331310774,0.016906521,Democratic,-0.320471931
6027,California,Inyo,2012,2012/06027,8036,0.425833748,0.540069686,0.034096565,Republican,0.114235938
6029,California,Kern,2012,2012/06029,221472,0.404091714,0.571711097,0.02419719,Republican,0.167619383
6031,California,Kings,2012,2012/06031,31418,0.413107136,0.562448278,0.024444586,Republican,0.149341142
6033,California,Lake,2012,2012/06033,23391,0.562737805,0.393313668,0.043948527,Democratic,-0.169424137
6035,California,Lassen,2012,2012/06035,10683,0.285781148,0.682954226,0.031264626,Republican,0.397173079
6037,California,Los Angeles,2012,2012/06037,3181067,0.696905472,0.27831322,0.024781308,Democratic,-0.418592252
6039,California,Madera,2012,2012/06039,39866,0.401796017,0.573220288,0.024983695,Republican,0.171424271
6041,California,Marin,2012,2012/06041,134516,0.742632847,0.229563769,0.027803384,Democratic,-0.513069077
6043,California,Mariposa,2012,2012/06043,9000,0.388666667,0.571111111,0.040222222,Republican,0.182444444
6045,California,Mendocino,2012,2012/06045,35017,0.662335437,0.275808893,0.06185567,Democratic,-0.386526544
6047,California,Merced,2012,2012/06047,62057,0.531849751,0.444446235,0.023704014,Democratic,-0.087403516
6049,California,Modoc,2012,2012/06049,3986,0.278725539,0.696688409,0.024586051,Republican,0.41796287
6051,California,Mono,2012,2012/06051,5181,0.527504343,0.441034549,0.031461108,Democratic,-0.086469793
6053,California,Monterey,2012,2012/06053,123518,0.67131916,0.302708917,0.025971923,Democratic,-0.368610243
6055,California,Napa,2012,2012/06055,56968,0.629651734,0.342753827,0.027594439,Democratic,-0.286897908
6057,California,Nevada,2012,2012/06057,51676,0.477262172,0.483512656,0.039225172,Republican,0.006250484
6059,California,Orange,2012,2012/06059,1122664,0.456450015,0.518705508,0.024844477,Republican,0.062255492
6061,California,Placer,2012,2012/06061,171322,0.390014125,0.583235078,0.026750797,Republican,0.193220952
6063,California,Plumas,2012,2012/06063,10047,0.400716632,0.569423709,0.02985966,Republican,0.168707077
6065,California,Riverside,2012,2012/06065,661907,0.497143859,0.4806219,0.022234241,Democratic,-0.016521959
6067,California,Sacramento,2012,2012/06067,516809,0.581458527,0.391854631,0.026686842,Democratic,-0.189603896
6069,California,San Benito,2012,2012/06069,19044,0.592102499,0.38558076,0.02231674,Democratic,-0.206521739
6071,California,San Bernardino,2012,2012/06071,581517,0.524677696,0.451161359,0.024160945,Democratic,-0.073516337
6073,California,San Diego,2012,2012/06073,1192282,0.525846234,0.450166991,0.023986775,Democratic,-0.075679244
6075,California,San Francisco,2012,2012/06075,361209,0.835314181,0.130328979,0.03435684,Democratic,-0.704985202
6077,California,San Joaquin,2012,2012/06077,204697,0.557511835,0.420480027,0.022008139,Democratic,-0.137031808
6079,California,San Luis Obispo,2012,2012/06079,125638,0.487575415,0.477299862,0.035124723,Democratic,-0.010275554
6081,California,San Mateo,2012,2012/06081,285720,0.721283074,0.254640907,0.024076018,Democratic,-0.466642167
6083,California,Santa Barbara,2012,2012/06083,163320,0.576347049,0.395579231,0.02807372,Democratic,-0.180767818
6085,California,Santa Clara,2012,2012/06085,643091,0.70101743,0.271879096,0.027103474,Democratic,-0.429138333
6087,California,Santa Cruz,2012,2012/06087,120095,0.756109746,0.200233149,0.043657105,Democratic,-0.555876598
6089,California,Shasta,2012,2012/06089,76335,0.33823279,0.629684941,0.032082269,Republican,0.291452152
6091,California,Sierra,2012,2012/06091,1795,0.363788301,0.588300836,0.047910864,Republican,0.224512535
6093,California,Siskiyou,2012,2012/06093,19910,0.404118533,0.556353591,0.039527875,Republican,0.152235058
6095,California,Solano,2012,2012/06095,152444,0.634875758,0.341712367,0.023411876,Democratic,-0.293163391
6097,California,Sonoma,2012,2012/06097,216508,0.711022226,0.25303453,0.035943245,Democratic,-0.457987696
6099,California,Stanislaus,2012,2012/06099,155369,0.500254233,0.472803455,0.026942312,Democratic,-0.027450778
6101,California,Sutter,2012,2012/06101,31026,0.392960743,0.584090763,0.022948495,Republican,0.19113002
6103,California,Tehama,2012,2012/06103,22977,0.345301824,0.619532576,0.0351656,Republican,0.274230752
6105,California,Trinity,2012,2012/06105,5674,0.471272471,0.478674656,0.050052873,Republican,0.007402185
6107,California,Tulare,2012,2012/06107,101100,0.41297725,0.563363007,0.023659743,Republican,0.150385757
6109,California,Tuolumne,2012,2012/06109,24687,0.404990481,0.562239235,0.032770284,Republican,0.157248754
6111,California,Ventura,2012,2012/06111,326974,0.522760219,0.452506927,0.024732853,Democratic,-0.070253292
6113,California,Yolo,2012,2012/06113,74475,0.654112118,0.313769721,0.03211816,Democratic,-0.340342397
6115,California,Yuba,2012,2012/06115,19700,0.39142132,0.572335025,0.036243655,Republican,0.180913706
8001,Colorado,Adams,2012,2012/08001,176230,0.571122964,0.402723713,0.026153322,Democratic,-0.168399251
8003,Colorado,Alamosa,2012,2012/08003,6715,0.567535369,0.402829486,0.029635145,Democratic,-0.164705882
8005,Colorado,Arapahoe,2012,2012/08005,285516,0.539041595,0.439863265,0.02109514,Democratic,-0.09917833
8007,Colorado,Archuleta,2012,2012/08007,6734,0.397831898,0.574992575,0.027175527,Republican,0.177160677
8009,Colorado,Baca,2012,2012/08009,2106,0.221747388,0.740265907,0.037986705,Republican,0.518518519
8011,Colorado,Bent,2012,2012/08011,1942,0.419670443,0.553553038,0.026776519,Republican,0.133882595
8013,Colorado,Boulder,2012,2012/08013,179499,0.696889676,0.278447234,0.02466309,Democratic,-0.418442443
8014,Colorado,Broomfield,2012,2012/08014,32777,0.517619062,0.457882051,0.024498886,Democratic,-0.059737011
8015,Colorado,Chaffee,2012,2012/08015,10462,0.486140317,0.484610973,0.02924871,Democratic,-0.001529344
8017,Colorado,Cheyenne,2012,2012/08017,1093,0.15736505,0.813357731,0.029277219,Republican,0.655992681
8019,Colorado,Clear Creek,2012,2012/08019,5743,0.543095943,0.423123803,0.033780254,Democratic,-0.11997214
8021,Colorado,Conejos,2012,2012/08021,4101,0.539624482,0.447451841,0.012923677,Democratic,-0.092172641
8023,Colorado,Costilla,2012,2012/08023,1837,0.729450191,0.242787153,0.027762657,Democratic,-0.486663038
8025,Colorado,Crowley,2012,2012/08025,1502,0.356191744,0.61517976,0.028628495,Republican,0.258988016
8027,Colorado,Custer,2012,2012/08027,2715,0.319705341,0.658563536,0.021731123,Republican,0.338858195
8029,Colorado,Delta,2012,2012/08029,15925,0.290235479,0.685400314,0.024364207,Republican,0.395164835
8031,Colorado,Denver,2012,2012/08031,301694,0.735904592,0.242334949,0.021760459,Democratic,-0.493569643
8033,Colorado,Dolores,2012,2012/08033,1245,0.268273092,0.689959839,0.041767068,Republican,0.421686747
8035,Colorado,Douglas,2012,2012/08035,167781,0.363515535,0.621071516,0.015412949,Republican,0.257555981
8037,Colorado,Eagle,2012,2012/08037,22668,0.564319746,0.415166755,0.020513499,Democratic,-0.149152991
8039,Colorado,Elbert,2012,2012/08039,14178,0.254126111,0.72407956,0.021794329,Republican,0.469953449
8041,Colorado,El Paso,2012,2012/08041,290175,0.38535022,0.589134143,0.025515637,Republican,0.203783923
8043,Colorado,Fremont,2012,2012/08043,20416,0.328369906,0.645278213,0.026351881,Republican,0.316908307
8045,Colorado,Garfield,2012,2012/08045,24408,0.463167814,0.513561127,0.023271059,Republican,0.050393314
8047,Colorado,Gilpin,2012,2012/08047,3338,0.566806471,0.40323547,0.029958059,Democratic,-0.163571001
8049,Colorado,Grand,2012,2012/08049,8187,0.449981678,0.519482106,0.030536216,Republican,0.069500428
8051,Colorado,Gunnison,2012,2012/08051,8667,0.581977616,0.385485174,0.03253721,Democratic,-0.196492443
8053,Colorado,Hinsdale,2012,2012/08053,600,0.381666667,0.588333333,0.03,Republican,0.206666667
8055,Colorado,Huerfano,2012,2012/08055,3714,0.525848142,0.443187938,0.03096392,Democratic,-0.082660205
8057,Colorado,Jackson,2012,2012/08057,848,0.254716981,0.70754717,0.037735849,Republican,0.452830189
8059,Colorado,Jefferson,2012,2012/08059,311052,0.51212016,0.463578437,0.024301403,Democratic,-0.048541723
8061,Colorado,Kiowa,2012,2012/08061,821,0.143727162,0.824604141,0.031668697,Republican,0.680876979
8063,Colorado,Kit Carson,2012,2012/08063,3702,0.226364127,0.752296056,0.021339816,Republican,0.525931929
8065,Colorado,Lake,2012,2012/08065,3040,0.604934211,0.361184211,0.033881579,Democratic,-0.24375
8067,Colorado,La Plata,2012,2012/08067,29184,0.53073602,0.438390899,0.030873081,Democratic,-0.092345121
8069,Colorado,Larimer,2012,2012/08069,180180,0.514746365,0.457187257,0.028066378,Democratic,-0.057559108
8071,Colorado,Las Animas,2012,2012/08071,6862,0.502040222,0.475517342,0.022442437,Democratic,-0.02652288
8073,Colorado,Lincoln,2012,2012/08073,2287,0.241364233,0.737647573,0.020988194,Republican,0.496283341
8075,Colorado,Logan,2012,2012/08075,9124,0.297238053,0.677224901,0.025537045,Republican,0.379986848
8077,Colorado,Mesa,2012,2012/08077,72947,0.326894869,0.65077385,0.022331282,Republican,0.323878981
8079,Colorado,Mineral,2012,2012/08079,650,0.447692308,0.529230769,0.023076923,Republican,0.081538462
8081,Colorado,Moffat,2012,2012/08081,6168,0.215629053,0.76118677,0.023184176,Republican,0.545557717
8083,Colorado,Montezuma,2012,2012/08083,12318,0.36872869,0.600828057,0.030443254,Republican,0.232099367
8085,Colorado,Montrose,2012,2012/08085,20130,0.304918033,0.673224044,0.021857923,Republican,0.368306011
8087,Colorado,Morgan,2012,2012/08087,10777,0.362995268,0.612600909,0.024403823,Republican,0.249605642
